check_key,area,region,attributed_boss,nearest_grace_flag,nearest_grace_name,grace_dist_u,within_cap,tier,field_dist_u
"350000,0:0035007320::",sewer,Subterranean Shunning-Grounds,"[capstone] Mohg, the Omen",350003,Leyndell Catacombs,63,1,4capstone,
"350000,0:0035007330::",sewer,Subterranean Shunning-Grounds,"[capstone] Mohg, the Omen",350003,Leyndell Catacombs,53,1,4capstone,
"350000,0:0035007340::",sewer,Subterranean Shunning-Grounds,"[capstone] Mohg, the Omen",350003,Leyndell Catacombs,57,1,4capstone,
"350000,0:0035007350::",sewer,Subterranean Shunning-Grounds,"[capstone] Mohg, the Omen",350001,Underground Roadside,41,1,4capstone,
"350000,0:0035007370::",sewer,Subterranean Shunning-Grounds,"[capstone] Mohg, the Omen",350001,Underground Roadside,46,1,4capstone,
"350000,0:0035007380::",sewer,Subterranean Shunning-Grounds,"[capstone] Mohg, the Omen",350001,Underground Roadside,44,1,4capstone,
"350000,0:0035007390::",sewer,Subterranean Shunning-Grounds,"[capstone] Mohg, the Omen",350003,Leyndell Catacombs,44,1,4capstone,
"350000,0:0035007400::",sewer,Subterranean Shunning-Grounds,"[capstone] Mohg, the Omen",350001,Underground Roadside,38,1,4capstone,
"350000,0:0035007410::",sewer,Subterranean Shunning-Grounds,"[capstone] Mohg, the Omen",350003,Leyndell Catacombs,47,1,4capstone,
"350000,0:0035007420::",sewer,Subterranean Shunning-Grounds,"[capstone] Mohg, the Omen",110003,Lower Capital Church,51,1,4capstone,
"350000,0:0035007430::",sewer,Subterranean Shunning-Grounds,"[capstone] Mohg, the Omen",350003,Leyndell Catacombs,56,1,4capstone,
"350000,0:0035007450::",sewer,Subterranean Shunning-Grounds,"[capstone] Mohg, the Omen",350003,Leyndell Catacombs,41,1,4capstone,
"350000,0:0035007460::",sewer,Subterranean Shunning-Grounds,"[capstone] Mohg, the Omen",350003,Leyndell Catacombs,62,1,4capstone,
"350000,0:0035007470::",sewer,Subterranean Shunning-Grounds,"[capstone] Mohg, the Omen",350003,Leyndell Catacombs,28,1,4capstone,
"350000,0:0035007480::",sewer,Subterranean Shunning-Grounds,"[capstone] Mohg, the Omen",350003,Leyndell Catacombs,29,1,4capstone,
"350000,0:0035007510::",sewer,Subterranean Shunning-Grounds,"[capstone] Mohg, the Omen",110003,Lower Capital Church,58,1,4capstone,
"350000,0:0035007530::",sewer,Subterranean Shunning-Grounds,"[capstone] Mohg, the Omen",350001,Underground Roadside,41,1,4capstone,
"350000,0:0035007540::",sewer,Subterranean Shunning-Grounds,"[capstone] Mohg, the Omen",350001,Underground Roadside,53,1,4capstone,
"350000,0:0035007550::",sewer,Subterranean Shunning-Grounds,"[capstone] Mohg, the Omen",350001,Underground Roadside,42,1,4capstone,
"350000,0:0035007560::",sewer,Subterranean Shunning-Grounds,"[capstone] Mohg, the Omen",350003,Leyndell Catacombs,50,1,4capstone,
"350000,0:0035007570::",sewer,Subterranean Shunning-Grounds,"[capstone] Mohg, the Omen",350001,Underground Roadside,53,1,4capstone,
"350000,0:0035007590::",sewer,Subterranean Shunning-Grounds,"[capstone] Mohg, the Omen",350003,Leyndell Catacombs,88,1,4capstone,
"350000,0:0035007600::",sewer,Subterranean Shunning-Grounds,"[capstone] Mohg, the Omen",350003,Leyndell Catacombs,86,1,4capstone,
"350000,0:0035007630::",sewer,Frenzied Flame Proscription,"[capstone] Mohg, the Omen",350000,Cathedral of the Forsaken,62,1,4capstone,
"350000,0:0035007650::",sewer_flame,Frenzied Flame Proscription,"[capstone] Mohg, the Omen",350000,Cathedral of the Forsaken,57,1,4capstone,
"350000,0:0035007660::",sewer_flame,Frenzied Flame Proscription,"[capstone] Mohg, the Omen",350000,Cathedral of the Forsaken,46,1,4capstone,
"350000,0:0035007670::",sewer_flame,Frenzied Flame Proscription,"[capstone] Mohg, the Omen",350000,Cathedral of the Forsaken,58,1,4capstone,
"350000,0:0035007680::",sewer_flame,Frenzied Flame Proscription,"[capstone] Mohg, the Omen",350004,Frenzied Flame Proscription,42,1,4capstone,
"350000,0:0035007700::",sewer,Frenzied Flame Proscription,"[capstone] Mohg, the Omen",350000,Cathedral of the Forsaken,7,1,4capstone,
"350000,0:0035007710::",sewer_flame,Frenzied Flame Proscription,"[capstone] Mohg, the Omen",350000,Cathedral of the Forsaken,63,1,4capstone,
"350000,0:0035007720::",sewer_flame,Frenzied Flame Proscription,"[capstone] Mohg, the Omen",350004,Frenzied Flame Proscription,48,1,4capstone,
"350000,0:0035007730::",sewer,Subterranean Shunning-Grounds,"[capstone] Mohg, the Omen",350001,Underground Roadside,80,1,4capstone,
"350000,0:0035007740::",sewer,Subterranean Shunning-Grounds,"[capstone] Mohg, the Omen",350001,Underground Roadside,148,1,4capstone,
"350000,0:0035007780::",sewer_flame,Frenzied Flame Proscription,"[capstone] Mohg, the Omen",350004,Frenzied Flame Proscription,41,1,4capstone,
"350000,0:0035007900::",sewer,Subterranean Shunning-Grounds,"[capstone] Mohg, the Omen",350003,Leyndell Catacombs,110,1,4capstone,
"350000,0:0035007910::",sewer,Subterranean Shunning-Grounds,"[capstone] Mohg, the Omen",350003,Leyndell Catacombs,16,1,4capstone,
"350000,0:0035007930::",sewer,Subterranean Shunning-Grounds,"[capstone] Mohg, the Omen",350003,Leyndell Catacombs,58,1,4capstone,
"350000,0:0035007940::",sewer_catacombs,,"Mohg, the Omen",350003,Leyndell Catacombs,160,1,1mini,
"350000,0:0035007950::",sewer_catacombs,,"Mohg, the Omen",350003,Leyndell Catacombs,50,1,1mini,
"350000,0:0035007970::",sewer,Subterranean Shunning-Grounds,"[capstone] Mohg, the Omen",350001,Underground Roadside,99,1,4capstone,
"350000,0:0035007980::",sewer,Subterranean Shunning-Grounds,"[capstone] Mohg, the Omen",350003,Leyndell Catacombs,32,1,4capstone,
"350000,0:0035007990::",sewer,Subterranean Shunning-Grounds,"[capstone] Mohg, the Omen",350003,Leyndell Catacombs,56,1,4capstone,
"350000,0:0035007993::",sewer,Subterranean Shunning-Grounds,"[capstone] Mohg, the Omen",350001,Underground Roadside,49,1,4capstone,
"350000,0:0035007995::",sewer,Deeproot Depths,[capstone] Lichdragon Fortissax,63455200,Capital Rampart,114,1,4capstone,
"350000,0:0035007997::",sewer,Subterranean Shunning-Grounds,"[capstone] Mohg, the Omen",350001,Underground Roadside,86,1,4capstone,
"392000,0:0039207000::",precipice,Ruin-Strewn Precipice,Ancient Dragon Lansseax,390002,Ruin-Strewn Precipice Overlook,56,1,2field,213
"392000,0:0039207010::",precipice,Ruin-Strewn Precipice,Ancient Dragon Lansseax,62385001,Ravine-Veiled Village,116,1,2field,266
"392000,0:0039207020::",precipice,Ruin-Strewn Precipice,Ancient Dragon Lansseax,390001,Ruin-Strewn Precipice,67,1,2field,236
"392000,0:0039207030::",precipice,Ruin-Strewn Precipice,Ancient Dragon Lansseax,390001,Ruin-Strewn Precipice,60,1,2field,160
"392000,0:0039207040::",precipice,Ruin-Strewn Precipice,Ancient Dragon Lansseax,390001,Ruin-Strewn Precipice,128,1,2field,113
"392000,0:0039207050::",precipice,Ruin-Strewn Precipice,Ancient Dragon Lansseax,62385001,Ravine-Veiled Village,57,1,2field,239
"392000,0:0039207060::",precipice,Ruin-Strewn Precipice,Ancient Dragon Lansseax,390001,Ruin-Strewn Precipice,61,1,2field,151
"392000,0:0039207070::",precipice,Ruin-Strewn Precipice,Ancient Dragon Lansseax,390002,Ruin-Strewn Precipice Overlook,122,1,2field,134
"392000,0:0039207080::",precipice,Ruin-Strewn Precipice,Ancient Dragon Lansseax,390002,Ruin-Strewn Precipice Overlook,56,1,2field,213
"392000,0:0039207090::",precipice,Ruin-Strewn Precipice,Ancient Dragon Lansseax,390001,Ruin-Strewn Precipice,18,1,2field,219
"392000,0:0039207100::",precipice,Ruin-Strewn Precipice,Ancient Dragon Lansseax,390001,Ruin-Strewn Precipice,78,1,2field,267
"392000,0:0039207110::",precipice,Ruin-Strewn Precipice,Ancient Dragon Lansseax,390001,Ruin-Strewn Precipice,122,1,2field,106
"392000,0:0039207120::",precipice,Ruin-Strewn Precipice,Onyx Lord,390002,Ruin-Strewn Precipice Overlook,41,1,2field,196
"392000,0:0039207130::",precipice,Ruin-Strewn Precipice,Onyx Lord,390002,Ruin-Strewn Precipice Overlook,48,1,2field,202
"392000,0:0039207140::",precipice,Ruin-Strewn Precipice,Ancient Dragon Lansseax,390001,Ruin-Strewn Precipice,127,1,2field,119
"392000,0:0039207150::",precipice,Ruin-Strewn Precipice,Ancient Dragon Lansseax,62385001,Ravine-Veiled Village,100,1,2field,240
"392000,0:0039207160::",precipice,Ruin-Strewn Precipice,Ancient Dragon Lansseax,390001,Ruin-Strewn Precipice,59,1,2field,254
"392000,0:0039207500::",precipice,Ruin-Strewn Precipice,Onyx Lord,390000,Magma Wyrm Makar,40,1,2field,129
"392000,0:0039207970::",precipice,Ruin-Strewn Precipice,Onyx Lord,390002,Ruin-Strewn Precipice Overlook,42,1,2field,203
"392000,0:0039207980::",precipice,Ruin-Strewn Precipice,Onyx Lord,390002,Ruin-Strewn Precipice Overlook,41,1,2field,199
"392000,0:0039207990::",precipice,Ruin-Strewn Precipice,Ancient Dragon Lansseax,390002,Ruin-Strewn Precipice Overlook,127,1,2field,141
"400000,0:0040007000::",gravesite_catacombs,,Twin Axe Death Knight,120600,,0,1,1mini,
"400000,0:0040007020::",gravesite_catacombs,,Twin Axe Death Knight,120600,,0,1,1mini,
"400000,0:0040007040::",gravesite_catacombs,,Twin Axe Death Knight,120600,,0,1,1mini,
"400000,0:0040007050::",gravesite_catacombs,,Twin Axe Death Knight,120600,,0,1,1mini,
"400000,0:0040007060::",gravesite_catacombs,,Twin Axe Death Knight,120600,,0,1,1mini,
"400000,0:0040007070::",gravesite_catacombs,,Twin Axe Death Knight,120600,,0,1,1mini,
"400000,0:0040007080::",gravesite_catacombs,,Twin Axe Death Knight,120600,,0,1,1mini,
"400000,0:0040007090::",gravesite_catacombs,,Twin Axe Death Knight,120600,,0,1,1mini,
"400000,0:0040007100::",gravesite_catacombs,,Twin Axe Death Knight,120600,,0,1,1mini,
"400000,0:0040007120::",gravesite_catacombs,,Twin Axe Death Knight,120600,,0,1,1mini,
"400000,0:0040007800::",gravesite_catacombs,,Twin Axe Death Knight,120600,,0,1,1mini,
"400000,0:0040007810::",gravesite_catacombs,,Twin Axe Death Knight,120600,,0,1,1mini,
"400000,0:0040007820::",gravesite_catacombs,,Twin Axe Death Knight,120600,,0,1,1mini,
"400000,0:0040007900::",gravesite_catacombs,,Twin Axe Death Knight,120600,,0,1,1mini,
"400100,0:0040017000::",rauhbase_catacombs,,Longhaft Death Knight,120600,,0,1,1mini,
"400100,0:0040017010::",rauhbase_catacombs,,Longhaft Death Knight,120600,,0,1,1mini,
"400100,0:0040017020::",rauhbase_catacombs,,Longhaft Death Knight,120600,,0,1,1mini,
"400100,0:0040017030::",rauhbase_catacombs,,Longhaft Death Knight,120600,,0,1,1mini,
"400100,0:0040017040::",rauhbase_catacombs,,Longhaft Death Knight,120600,,0,1,1mini,
"400100,0:0040017050::",rauhbase_catacombs,,Longhaft Death Knight,120600,,0,1,1mini,
"400100,0:0040017060::",rauhbase_catacombs,,Longhaft Death Knight,120600,,0,1,1mini,
"400100,0:0040017070::",rauhbase_catacombs,,Longhaft Death Knight,120600,,0,1,1mini,
"400100,0:0040017080::",rauhbase_catacombs,,Longhaft Death Knight,120600,,0,1,1mini,
"400100,0:0040017090::",rauhbase_catacombs,,Longhaft Death Knight,120600,,0,1,1mini,
"400100,0:0040017100::",rauhbase_catacombs,,Longhaft Death Knight,120600,,0,1,1mini,
"400100,0:0040017110::",rauhbase_catacombs,,Longhaft Death Knight,120600,,0,1,1mini,
"400100,0:0040017120::",rauhbase_catacombs,,Longhaft Death Knight,120600,,0,1,1mini,
"400100,0:0040017130::",rauhbase_catacombs,,Longhaft Death Knight,120600,,0,1,1mini,
"400100,0:0040017140::",rauhbase_catacombs,,Longhaft Death Knight,120600,,0,1,1mini,
"400100,0:0040017150::",rauhbase_catacombs,,Longhaft Death Knight,120600,,0,1,1mini,
"400200,0:0040027000::",scadualtus_catacombs,,[no boss] scadualtus_catacombs,120600,,0,1,1mini,
"400200,0:0040027010::",scadualtus_catacombs,,[no boss] scadualtus_catacombs,120600,,0,1,1mini,
"400200,0:0040027020::",scadualtus_catacombs,,[no boss] scadualtus_catacombs,120600,,0,1,1mini,
"400200,0:0040027100::",scadualtus_catacombs,,[no boss] scadualtus_catacombs,120600,,0,1,1mini,
"400200,0:0040027110::",scadualtus_catacombs,,[no boss] scadualtus_catacombs,120600,,0,1,1mini,
"400200,0:0040027120::",scadualtus_catacombs,,[no boss] scadualtus_catacombs,120600,,0,1,1mini,
"400200,0:0040027130::",scadualtus_catacombs,,[no boss] scadualtus_catacombs,120600,,0,1,1mini,
"400200,0:0040027140::",scadualtus_catacombs,,[no boss] scadualtus_catacombs,120600,,0,1,1mini,
"400200,0:0040027200::",scadualtus_catacombs,,[no boss] scadualtus_catacombs,120600,,0,1,1mini,
"400200,0:0040027210::",scadualtus_catacombs,,[no boss] scadualtus_catacombs,120600,,0,1,1mini,
"400200,0:0040027220::",scadualtus_catacombs,,[no boss] scadualtus_catacombs,120600,,0,1,1mini,
"400200,0:0040027900::",scadualtus_catacombs,,[no boss] scadualtus_catacombs,120600,,0,1,1mini,
"410000,0:0041007000::",gravesite_gaol,,Demi-Human Swordmaster Onze,120600,,0,1,1mini,
"410000,0:0041007010::",gravesite_gaol,,Demi-Human Swordmaster Onze,120600,,0,1,1mini,
"410000,0:0041007020::",gravesite_gaol,,Demi-Human Swordmaster Onze,120600,,0,1,1mini,
"410000,0:0041007100::",gravesite_gaol,,Demi-Human Swordmaster Onze,120600,,0,1,1mini,
"410000,0:0041007110::",gravesite_gaol,,Demi-Human Swordmaster Onze,120600,,0,1,1mini,
"410000,0:0041007120::",gravesite_gaol,,Demi-Human Swordmaster Onze,120600,,0,1,1mini,
"410000,0:0041007130::",gravesite_gaol,,Demi-Human Swordmaster Onze,120600,,0,1,1mini,
"410000,0:0041007200::",gravesite_gaol,,Demi-Human Swordmaster Onze,120600,,0,1,1mini,
"410000,0:0041007210::",gravesite_gaol,,Demi-Human Swordmaster Onze,120600,,0,1,1mini,
"410000,0:0041007250::",gravesite_gaol,,Demi-Human Swordmaster Onze,120600,,0,1,1mini,
"410000,0:0041007260::",gravesite_gaol,,Demi-Human Swordmaster Onze,120600,,0,1,1mini,
"410000,0:0041007270::",gravesite_gaol,,Demi-Human Swordmaster Onze,120600,,0,1,1mini,
"410000,0:0041007970::",gravesite_gaol,,Demi-Human Swordmaster Onze,120600,,0,1,1mini,
"410000,0:0041007975::",gravesite_gaol,,Demi-Human Swordmaster Onze,120600,,0,1,1mini,
"410000,0:0041007985::",gravesite_gaol,,Demi-Human Swordmaster Onze,120600,,0,1,1mini,
"410100,0:0041017010::",scadualtus_gaol,,Curseblade Labirith,120600,,0,1,1mini,
"410100,0:0041017020::",scadualtus_gaol,,Curseblade Labirith,120600,,0,1,1mini,
"410100,0:0041017030::",scadualtus_gaol,,Curseblade Labirith,120600,,0,1,1mini,
"410100,0:0041017100::",scadualtus_gaol,,Curseblade Labirith,120600,,0,1,1mini,
"410100,0:0041017110::",scadualtus_gaol,,Curseblade Labirith,120600,,0,1,1mini,
"410100,0:0041017120::",scadualtus_gaol,,Curseblade Labirith,120600,,0,1,1mini,
"410100,0:0041017130::",scadualtus_gaol,,Curseblade Labirith,120600,,0,1,1mini,
"410100,0:0041017200::",scadualtus_gaol,,Curseblade Labirith,120600,,0,1,1mini,
"410100,0:0041017210::",scadualtus_gaol,,Curseblade Labirith,120600,,0,1,1mini,
"410100,0:0041017220::",scadualtus_gaol,,Curseblade Labirith,120600,,0,1,1mini,
"410100,0:0041017230::",scadualtus_gaol,,Curseblade Labirith,120600,,0,1,1mini,
"410100,0:0041017240::",scadualtus_gaol,,Curseblade Labirith,120600,,0,1,1mini,
"410100,0:0041017300::",scadualtus_gaol,,Curseblade Labirith,120600,,0,1,1mini,
"410100,0:0041017310::",scadualtus_gaol,,Curseblade Labirith,120600,,0,1,1mini,
"410100,0:0041017980::",scadualtus_gaol,,Curseblade Labirith,120600,,0,1,1mini,
"410100,0:0041017990::",scadualtus_gaol,,Curseblade Labirith,120600,,0,1,1mini,
"410100,0:0041017995::",scadualtus_gaol,,Curseblade Labirith,120600,,0,1,1mini,
"410200,0:0041027000::",charo_gaol,,Lamenter,120600,,0,1,1mini,
"410200,0:0041027010::",charo_gaol,,Lamenter,120600,,0,1,1mini,
"410200,0:0041027100::",charo_gaol_lower,,Lamenter,120600,,0,1,1mini,
"410200,0:0041027110::",charo_gaol_lower,,Lamenter,120600,,0,1,1mini,
"410200,0:0041027120::",charo_gaol_lower,,Lamenter,120600,,0,1,1mini,
"410200,0:0041027130::",charo_gaol_lower,,Lamenter,120600,,0,1,1mini,
"410200,0:0041027200::",charo_gaol_lower,,Lamenter,120600,,0,1,1mini,
"410200,0:0041027210::",charo_gaol_lower,,Lamenter,120600,,0,1,1mini,
"410200,0:0041027300::",charo_gaol_lower,,Lamenter,120600,,0,1,1mini,
"410200,0:0041027320::",charo_gaol_lower,,Lamenter,120600,,0,1,1mini,
"410200,0:0041027985::",charo_gaol_lower,,Lamenter,120600,,0,1,1mini,
"410200,0:0041027990::",charo_gaol_lower,,Lamenter,120600,,0,1,1mini,
"410200,0:0041027995::",charo_gaol_lower,,Lamenter,120600,,0,1,1mini,
"420000,0:0042007100::",gravesite_forge,,[no boss] gravesite_forge,120600,,0,1,1mini,
"420000,0:0042007110::",gravesite_forge,,[no boss] gravesite_forge,120600,,0,1,1mini,
"420000,0:0042007130::",gravesite_forge,,[no boss] gravesite_forge,120600,,0,1,1mini,
"420000,0:0042007140::",gravesite_forge,,[no boss] gravesite_forge,120600,,0,1,1mini,
"420000,0:0042007150::",gravesite_forge,,[no boss] gravesite_forge,120600,,0,1,1mini,
"420000,0:0042007160::",gravesite_forge,,[no boss] gravesite_forge,120600,,0,1,1mini,
"420000,0:0042007170::",gravesite_forge,,[no boss] gravesite_forge,120600,,0,1,1mini,
"420000,0:0042007180::",gravesite_forge,,[no boss] gravesite_forge,120600,,0,1,1mini,
"420200,0:0042027010::",scadualtus_forge,,[no boss] scadualtus_forge,120600,,0,1,1mini,
"420200,0:0042027020::",scadualtus_forge,,[no boss] scadualtus_forge,120600,,0,1,1mini,
"420200,0:0042027030::",scadualtus_forge,,[no boss] scadualtus_forge,120600,,0,1,1mini,
"420200,0:0042027040::",scadualtus_forge,,[no boss] scadualtus_forge,120600,,0,1,1mini,
"420200,0:0042027050::",scadualtus_forge,,[no boss] scadualtus_forge,120600,,0,1,1mini,
"420200,0:0042027060::",scadualtus_forge,,[no boss] scadualtus_forge,120600,,0,1,1mini,
"420200,0:0042027070::",scadualtus_forge,,[no boss] scadualtus_forge,120600,,0,1,1mini,
"420200,0:0042027080::",scadualtus_forge,,[no boss] scadualtus_forge,120600,,0,1,1mini,
"420300,0:0042037100::",rauhbase_forge,,[no boss] rauhbase_forge,120600,,0,1,1mini,
"420300,0:0042037110::",rauhbase_forge,,[no boss] rauhbase_forge,120600,,0,1,1mini,
"420300,0:0042037120::",rauhbase_forge,,[no boss] rauhbase_forge,120600,,0,1,1mini,
"420300,0:0042037130::",rauhbase_forge,,[no boss] rauhbase_forge,120600,,0,1,1mini,
"420300,0:0042037140::",rauhbase_forge,,[no boss] rauhbase_forge,120600,,0,1,1mini,
"420300,0:0042037150::",rauhbase_forge,,[no boss] rauhbase_forge,120600,,0,1,1mini,
"420300,0:0042037160::",rauhbase_forge,,[no boss] rauhbase_forge,120600,,0,1,1mini,
"420300,0:0042037170::",rauhbase_forge,,[no boss] rauhbase_forge,120600,,0,1,1mini,
"420300,0:0042037180::",rauhbase_forge,,[no boss] rauhbase_forge,120600,,0,1,1mini,
"430000,0:0043007000::",ellac_cave,,Chief Bloodfiend Boss,120600,,0,1,1mini,
"430000,0:0043007010::",ellac_cave,,Chief Bloodfiend Boss,120600,,0,1,1mini,
"430000,0:0043007020::",ellac_cave,,Chief Bloodfiend Boss,120600,,0,1,1mini,
"430000,0:0043007030::",ellac_cave,,Chief Bloodfiend Boss,120600,,0,1,1mini,
"430000,0:0043007040::",ellac_cave,,Chief Bloodfiend Boss,120600,,0,1,1mini,
"430000,0:0043007050::",ellac_cave,,Chief Bloodfiend Boss,120600,,0,1,1mini,
"430100,0:0043017000::",gravesite_dragonpit,,Ancient Dragon-Man,120600,,0,1,1mini,
"430100,0:0043017010::",gravesite_dragonpit,,Ancient Dragon-Man,120600,,0,1,1mini,
"430100,0:0043017020::",gravesite_dragonpit,,Ancient Dragon-Man,120600,,0,1,1mini,
"430100,0:0043017030::",gravesite_dragonpit,,Ancient Dragon-Man,120600,,0,1,1mini,
"430100,0:0043017040::",gravesite_dragonpit,,Ancient Dragon-Man,120600,,0,1,1mini,
"603340,0:1033407100::",moonlight,Moonlight Altar,"Alecto, Black Knife Ringleader",62334000,Altar South,60,1,2field,572
"603341,0:1033417000::",moonlight,Moonlight Altar,"Alecto, Black Knife Ringleader",62334000,Altar South,201,0,2field,367
"603341,0:1033417010::",moonlight,Moonlight Altar,"Alecto, Black Knife Ringleader",62334000,Altar South,190,0,2field,377
"603341,0:1033417020::",moonlight,Moonlight Altar,"Alecto, Black Knife Ringleader",62334000,Altar South,200,0,2field,365
"603341,0:1033417400::",moonlight,Moonlight Altar,"Alecto, Black Knife Ringleader",62344100,Moonlight Altar,167,0,2field,268
"603341,0:1033417410::",moonlight,Moonlight Altar,Glintstone Dragon Adula,62344100,Moonlight Altar,147,1,2field,314
"603344,0:1033447000::",liurnia,Liurnia of The Lakes,"Bols, Carian Knight",62334400,Revenger's Shack,6,1,2field,212
"603344,0:1033447010::",liurnia,Liurnia of The Lakes,"Bols, Carian Knight",62334400,Revenger's Shack,11,1,2field,208
"603344,0:1033447020::",liurnia,Liurnia of The Lakes,"Bols, Carian Knight",62334400,Revenger's Shack,9,1,2field,210
"603344,0:1033447030::",liurnia,Liurnia of The Lakes,"Bols, Carian Knight",62334400,Revenger's Shack,7,1,2field,212
"603344,0:1033447040::",liurnia,Liurnia of The Lakes,"Bols, Carian Knight",62334400,Revenger's Shack,10,1,2field,208
"603345,0:1033457990::",liurnia,Lake of Rot,Glintstone Dragon Smarag,62334600,Foot of the Four Belfries,129,1,2field,231
"603346,0:1033467000::",liurnia,Lake of Rot,Glintstone Dragon Smarag,62334600,Foot of the Four Belfries,148,1,2field,193
"603346,0:1033467030::",liurnia,Lake of Rot,Glintstone Dragon Smarag,62334600,Foot of the Four Belfries,133,1,2field,387
"603346,0:1033467040::",liurnia,Lake of Rot,Glintstone Dragon Smarag,62334600,Foot of the Four Belfries,135,1,2field,391
"603347,0:1033477000::",liurnia,Lake of Rot,Glintstone Dragon Smarag,62334700,The Four Belfries,145,1,2field,432
"603347,0:1033477010::",liurnia,Lake of Rot,Glintstone Dragon Smarag,62334700,The Four Belfries,88,1,2field,419
"603347,0:1033477020::",liurnia,Lake of Rot,Glintstone Dragon Smarag,62334700,The Four Belfries,26,1,2field,418
"603347,0:1033477030::",liurnia,Lake of Rot,Glintstone Dragon Smarag,62334700,The Four Belfries,151,1,2field,473
"603347,0:1033477200::",liurnia,Lake of Rot,Glintstone Dragon Smarag,62334700,The Four Belfries,144,1,2field,489
"603347,0:1033477900::",liurnia,Lake of Rot,Glintstone Dragon Smarag,62334700,The Four Belfries,90,1,2field,417
"603347,0:1033477910::",liurnia,Lake of Rot,Glintstone Dragon Smarag,62334700,The Four Belfries,135,1,2field,463
"603441,0:1034417000::",moonlight,Moonlight Altar,Glintstone Dragon Adula,62344100,Moonlight Altar,126,1,2field,266
"603442,0:1034427000::",moonlight,Moonlight Altar,Glintstone Dragon Adula,62344100,Moonlight Altar,134,1,2field,135
"603442,0:1034427010::",moonlight,Moonlight Altar,Glintstone Dragon Adula,62344100,Moonlight Altar,174,0,2field,143
"603442,0:1034427020::",liurnia,Moonlight Altar,Glintstone Dragon Adula,62344200,Village of the Albinaurics,103,1,2field,90
"603442,0:1034427030::",liurnia,Moonlight Altar,Glintstone Dragon Adula,62344200,Village of the Albinaurics,56,1,2field,93
"603442,0:1034427040::",moonlight,Moonlight Altar,Glintstone Dragon Adula,62344100,Moonlight Altar,139,1,2field,140
"603442,0:1034427050::",liurnia,Moonlight Altar,Glintstone Dragon Adula,62344200,Village of the Albinaurics,131,1,2field,80
"603442,0:1034427060::",liurnia,Moonlight Altar,Glintstone Dragon Adula,62344200,Village of the Albinaurics,47,1,2field,59
"603442,0:1034427100::",moonlight,Moonlight Altar,Glintstone Dragon Adula,62344200,Village of the Albinaurics,166,0,2field,88
"603442,0:1034427400::",moonlight,Moonlight Altar,Glintstone Dragon Adula,62344100,Moonlight Altar,126,1,2field,252
"603443,0:1034437000::",liurnia,Moonlight Altar,Erdtree Avatar,62344300,Converted Tower,36,1,2field,160
"603443,0:1034437200::",liurnia,Moonlight Altar,Erdtree Avatar,62344300,Converted Tower,164,0,2field,158
"603443,0:1034437300::",liurnia,Moonlight Altar,Erdtree Avatar,62344300,Converted Tower,28,1,2field,169
"603444,0:1034447000::",liurnia,Liurnia of The Lakes,"Bols, Carian Knight",62344400,Temple Quarter,103,1,2field,388
"603444,0:1034447010::",liurnia,Liurnia of The Lakes,"Bols, Carian Knight",62344400,Temple Quarter,234,0,2field,436
"603444,0:1034447900::",liurnia,Liurnia of The Lakes,"Bols, Carian Knight",62344400,Temple Quarter,115,1,2field,394
"603445,0:1034457010::",liurnia,Lake of Rot,Glintstone Dragon Smarag,62344600,Crystalline Woods,143,1,2field,17
"603445,0:1034457020::",liurnia,Lake of Rot,Glintstone Dragon Smarag,310600,Academy Crystal Cave,138,1,2field,17
"603445,0:1034457100::",liurnia,Lake of Rot,Glintstone Dragon Smarag,62344600,Crystalline Woods,137,1,2field,24
"603446,0:1034467100::",liurnia,Lake of Rot,Glintstone Dragon Smarag,62344600,Crystalline Woods,79,1,2field,230
"603447,0:1034477000::",liurnia,Lake of Rot,Glintstone Dragon Smarag,62334700,The Four Belfries,185,0,2field,473
"603447,0:1034477110::",liurnia,Lake of Rot,Glintstone Dragon Smarag,62344701,Sorcerer's Isle,156,1,2field,390
"603447,0:1034477120::",liurnia,Lake of Rot,Glintstone Dragon Smarag,62344701,Sorcerer's Isle,161,0,2field,386
"603447,0:1034477130::",liurnia,Lake of Rot,Glintstone Dragon Smarag,62344701,Sorcerer's Isle,172,0,2field,376
"603447,0:1034477140::",liurnia,Lake of Rot,Glintstone Dragon Smarag,62344701,Sorcerer's Isle,172,0,2field,381
"603447,0:1034477150::",liurnia,Lake of Rot,Glintstone Dragon Smarag,62344701,Sorcerer's Isle,167,0,2field,385
"603447,0:1034477160::",liurnia,Lake of Rot,Glintstone Dragon Smarag,62344701,Sorcerer's Isle,161,0,2field,390
"603447,0:1034477170::",liurnia,Lake of Rot,Glintstone Dragon Smarag,62344701,Sorcerer's Isle,151,1,2field,404
"603447,0:1034477180::",liurnia,Lake of Rot,Glintstone Dragon Smarag,62344701,Sorcerer's Isle,157,1,2field,399
"603447,0:1034477190::",liurnia,Lake of Rot,Glintstone Dragon Smarag,62344701,Sorcerer's Isle,162,0,2field,394
"603447,0:1034477200::",liurnia,Lake of Rot,Glintstone Dragon Smarag,62344701,Sorcerer's Isle,168,0,2field,389
"603447,0:1034477210::",liurnia,Lake of Rot,Glintstone Dragon Smarag,62344701,Sorcerer's Isle,169,0,2field,393
"603447,0:1034477220::",liurnia,Lake of Rot,Glintstone Dragon Smarag,62344701,Sorcerer's Isle,163,0,2field,398
