kind	group	flag	ap_ids	name	status	region	maps	evidence	sites	graces	note	question
region	ground-m60_46_39	1046397010	7772958	Caelid :: Golden Rune [2] - near Gael Tunnel, may be sweep-granted by Putrid Avatar (m60_47_40) [f1046397010]	review	Caelid	m60_46_39	tile-default buckets=32070; tile-default buckets=32070	m60_46_39:treasure:lot1046390010	Gael Tunnel via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_46_39	1046397020	7772959	Caelid :: Golden Rune [3] - near Gael Tunnel, may be sweep-granted by Putrid Avatar (m60_47_40) [f1046397020]	review	Caelid	m60_46_39	seam:プレイ領域 平原側崖上 6400000 {2}@6.9m buckets=64000; seam:プレイ領域 平原側崖上 6400000 {2}@6.9m buckets=64000	m60_46_39:treasure:lot1046390020	Gael Tunnel via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_46_40	1046407000	7772960	Caelid :: Nascent Butterfly - near Rotview Balcony, may be sweep-granted by Putrid Avatar (m60_47_40) [f1046407000]	review	Caelid	m60_46_40	none buckets=-	m60_46_40:treasure:lot1046400000	Rotview Balcony via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_46_40	1046407010	7772961	Caelid :: Rune Arc - near Rotview Balcony, may be sweep-granted by Putrid Avatar (m60_47_40) [f1046407010]	review	Caelid	m60_46_40	none buckets=-	m60_46_40:treasure:lot1046400010	Rotview Balcony via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_46_40	1046407020	7772962	Caelid :: Golden Rune [3] - near Rotview Balcony, may be sweep-granted by Putrid Avatar (m60_47_40) [f1046407020]	review	Caelid	m60_46_40	none buckets=-	m60_46_40:treasure:lot1046400020	Rotview Balcony via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_46_40	1046407040	7772963	Caelid :: Preserving Boluses - near Rotview Balcony, may be sweep-granted by Putrid Avatar (m60_47_40) [f1046407040]	review	Caelid	m60_46_40	none buckets=-	m60_46_40:treasure:lot1046400040	Rotview Balcony via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_46_40	1046407060	7772964	Caelid :: Drawstring Lightning Grease - near Rotview Balcony, may be sweep-granted by Putrid Avatar (m60_47_40) [f1046407060]	review	Caelid	m60_46_40	none buckets=-	m60_46_40:treasure:lot1046400060	Rotview Balcony via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_46_40	1046407700	7772965	Caelid :: Sacred Scorpion Charm - around Smoldering Church, may be sweep-granted by Putrid Avatar (m60_47_40) [f1046407700]	review	Caelid	m60_46_40		m60_46_40:event:lot1046400700		No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_50_56	1050567300	7773098	Consecrated Snowfield :: Tarnished Golden Sunflower - near Inner Consecrated Snowfield (region unconfirmed), may be sweep-granted by Great Wyrm Theodorix (m60_50_56) [f1050567300]	review	Consecrated Snowfield	m60_50_56	none buckets=-	m60_50_56:treasure:lot1050560300	Inner Consecrated Snowfield via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_50_56	1050567600	7773102	Consecrated Snowfield :: Ancient Dragon Smithing Stone - near Consecrated Snowfield Catacombs (region unconfirmed), may be sweep-granted by Great Wyrm Theodorix (m60_50_56) [f1050567600]	confirmed	Consecrated Snowfield	m60_50_56	volume:プレイ領域 6503000 構成パーツ1 buckets=65030	m60_50_56:treasure:lot1050560600	Consecrated Snowfield Catacombs via=	All available placement maps covered by exact point-in-volume rows agreeing with the current region.	
region	ground-m60_50_56	1050567700	7774491	Consecrated Snowfield :: Hoslow's Petal Whip - near Consecrated Snowfield Catacombs (region unconfirmed), may be sweep-granted by Great Wyrm Theodorix (m60_50_56) [f1050567700]	confirmed	Consecrated Snowfield	m60_50_56		m60_50_56:event:lot1050560700	Consecrated Snowfield Catacombs via=boss_arena	Retain the documented grace-ground/access ruling in gen_data.FLAG_REGION_OVERRIDE and region_overrides.tsv.	
region	ground-m60_50_56	1050567700	7900271	Consecrated Snowfield :: Hoslow's Helm - near Consecrated Snowfield Catacombs (region unconfirmed), may be sweep-granted by Great Wyrm Theodorix (m60_50_56) [f1050567700]	confirmed	Consecrated Snowfield	m60_50_56		m60_50_56:event:lot1050560700	Consecrated Snowfield Catacombs via=boss_arena	Retain the documented grace-ground/access ruling in gen_data.FLAG_REGION_OVERRIDE and region_overrides.tsv.	
region	ground-m60_50_56	1050567700	7900272	Consecrated Snowfield :: Hoslow's Armor - near Consecrated Snowfield Catacombs (region unconfirmed), may be sweep-granted by Great Wyrm Theodorix (m60_50_56) [f1050567700]	confirmed	Consecrated Snowfield	m60_50_56		m60_50_56:event:lot1050560700	Consecrated Snowfield Catacombs via=boss_arena	Retain the documented grace-ground/access ruling in gen_data.FLAG_REGION_OVERRIDE and region_overrides.tsv.	
region	ground-m60_50_56	1050567700	7900273	Consecrated Snowfield :: Hoslow's Gauntlets - near Consecrated Snowfield Catacombs (region unconfirmed), may be sweep-granted by Great Wyrm Theodorix (m60_50_56) [f1050567700]	confirmed	Consecrated Snowfield	m60_50_56		m60_50_56:event:lot1050560700	Consecrated Snowfield Catacombs via=boss_arena	Retain the documented grace-ground/access ruling in gen_data.FLAG_REGION_OVERRIDE and region_overrides.tsv.	
region	ground-m60_50_56	1050567700	7900274	Consecrated Snowfield :: Hoslow's Greaves - near Consecrated Snowfield Catacombs (region unconfirmed), may be sweep-granted by Great Wyrm Theodorix (m60_50_56) [f1050567700]	confirmed	Consecrated Snowfield	m60_50_56		m60_50_56:event:lot1050560700	Consecrated Snowfield Catacombs via=boss_arena	Retain the documented grace-ground/access ruling in gen_data.FLAG_REGION_OVERRIDE and region_overrides.tsv.	
region	ground-m60_50_56	1050567800	7773104	Consecrated Snowfield :: Smithing Stone [8] - near Inner Consecrated Snowfield (region unconfirmed), may be sweep-granted by Great Wyrm Theodorix (m60_50_56) [f1050567800]	review	Consecrated Snowfield	m60_50_56	none buckets=-	m60_50_56:treasure:lot1050560800	Inner Consecrated Snowfield via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_51_55	1051557300	7773136	Consecrated Snowfield :: Golden Rune [7] - near Consecrated Snowfield Catacombs (region unconfirmed), may be sweep-granted by Great Wyrm Theodorix (m60_50_56) [f1051557300]	review	Consecrated Snowfield	m60_51_55	none buckets=-	m60_51_55:treasure:lot1051550300	Consecrated Snowfield Catacombs via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_44_47	2044477050	7773226	Rauh Base :: Somber Smithing Stone [9] - near Ravine North, may be sweep-granted by Rugalea the Great Red Bear (m61_44_47) [f2044477050]	review	Rauh Base	m61_44_47	none buckets=-; none buckets=-	m61_44_47:treasure:lot2044470050	Ravine North via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_45_46	2045467020	7773249	Rauh Base :: Smithing Stone [7] - near Rauh Ancient Ruins, West, may be sweep-granted by Red Bear (m61_46_45) [f2045467020]	review	Rauh Base	m61_45_46	none buckets=-; none buckets=-	m61_45_46:treasure:lot2045460020	Rauh Ancient Ruins, West via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_45_46	2045467040	7773250	Rauh Base :: Golden Horn Tender - near Church of the Bud, Main Entrance, may be sweep-granted by Rugalea the Great Red Bear (m61_44_47) [f2045467040]	review	Rauh Base	m61_45_46	none buckets=-; none buckets=-	m61_45_46:treasure:lot2045460040	Church of the Bud, Main Entrance via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_45_46	2045467995	7773259	Rauh Base :: Sacred Bloody Flesh - around Temple Town Ruins, may be sweep-granted by Red Bear (m61_46_45) [f2045467995]	review	Rauh Base	m61_45_46	none buckets=-; none buckets=-	m61_45_46:enemy:lot508100700		No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_45_47	2045477010	7773260	Rauh Base :: Shadow Realm Rune [7] - near Rauh Ancient Ruins, East, may be sweep-granted by Rugalea the Great Red Bear (m61_44_47) [f2045477010]	review	Rauh Base	m61_45_47	none buckets=-; none buckets=-	m61_45_47:treasure:lot2045470010	Rauh Ancient Ruins, East via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_45_47	2045477040	7773262	Rauh Base :: [Incantation] Aspects of the Crucible: Bloom - near Ravine North, may be sweep-granted by Rugalea the Great Red Bear (m61_44_47) [f2045477040]	review	Rauh Base	m61_45_47	none buckets=-; none buckets=-	m61_45_47:treasure:lot2045470040	Ravine North via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_45_47	2045477050	7773263	Rauh Base :: Broken Rune - near Rauh Ancient Ruins, East, may be sweep-granted by Rugalea the Great Red Bear (m61_44_47) [f2045477050]	review	Rauh Base	m61_45_47	none buckets=-; none buckets=-	m61_45_47:treasure:lot2045470050	Rauh Ancient Ruins, East via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_45_47	2045477060	7773264	Rauh Base :: Dewgem - near Rauh Ancient Ruins, East, may be sweep-granted by Rugalea the Great Red Bear (m61_44_47) [f2045477060]	review	Rauh Base	m61_45_47	none buckets=-; none buckets=-	m61_45_47:treasure:lot2045470060	Rauh Ancient Ruins, East via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_45_47	2045477070	7773265	Rauh Base :: Rauh Burrow - near Rauh Ancient Ruins, East, may be sweep-granted by Rugalea the Great Red Bear (m61_44_47) [f2045477070]	review	Rauh Base	m61_45_47	none buckets=-; none buckets=-	m61_45_47:treasure:lot2045470070	Rauh Ancient Ruins, East via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_45_47	2045477400	7773266	Rauh Base :: Devonia's Hammer - around Ravine North, may be sweep-granted by Rugalea the Great Red Bear (m61_44_47) [f2045477400]	review	Rauh Base	m61_45_47		m61_45_47:event:lot2045470400		No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_45_47	2045477400	7900280	Rauh Base :: Crucible Hammer-Helm - around Ravine North, may be sweep-granted by Rugalea the Great Red Bear (m61_44_47) [f2045477400]	review	Rauh Base	m61_45_47		m61_45_47:event:lot2045470400		No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	route-2045477500	2045477500	7773267	Rauh Base :: Sword of Light - around Ravine North (1), may be sweep-granted by Rugalea the Great Red Bear (m61_44_47) [f2045477500]	review	Rauh Base	m61_45_47;m61_50_46		m61_45_47:event:lot2045470500; m61_50_46:event:lot2045470500		No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	Which acquisition site and prerequisite chain should define the AP check, including relocation/death and existing sweeps?
region	route-2045477510	2045477510	7773268	Rauh Base :: Sword of Light - around Ravine North (2), may be sweep-granted by Rugalea the Great Red Bear (m61_44_47) [f2045477510]	review	Rauh Base	m61_45_47;m61_50_46		m61_45_47:event:lot2045470510; m61_50_46:event:lot2045470510		No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	Which acquisition site and prerequisite chain should define the AP check, including relocation/death and existing sweeps?
region	route-2045477520	2045477520	7773269	Rauh Base :: Sword of Light - around Ravine North (3), may be sweep-granted by Rugalea the Great Red Bear (m61_44_47) [f2045477520]	review	Rauh Base	m61_45_47;m61_50_46		m61_45_47:event:lot2045470520; m61_50_46:event:lot2045470520		No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	Which acquisition site and prerequisite chain should define the AP check, including relocation/death and existing sweeps?
region	route-2045477530	2045477530	7773270	Rauh Base :: Sword of Light - around Ravine North (4), may be sweep-granted by Rugalea the Great Red Bear (m61_44_47) [f2045477530]	review	Rauh Base	m61_45_47;m61_50_46		m61_45_47:event:lot2045470530; m61_50_46:event:lot2045470530		No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	Which acquisition site and prerequisite chain should define the AP check, including relocation/death and existing sweeps?
region	route-2045477540	2045477540	7773271	Rauh Base :: Sword of Light - around Ravine North (5), may be sweep-granted by Rugalea the Great Red Bear (m61_44_47) [f2045477540]	review	Rauh Base	m61_45_47;m61_50_46		m61_45_47:event:lot2045470540; m61_50_46:event:lot2045470540		No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	Which acquisition site and prerequisite chain should define the AP check, including relocation/death and existing sweeps?
region	route-2045477550	2045477550	7773272	Rauh Base :: Sword of Light - around Ravine North (6), may be sweep-granted by Rugalea the Great Red Bear (m61_44_47) [f2045477550]	review	Rauh Base	m61_45_47;m61_50_46		m61_45_47:event:lot2045470550; m61_50_46:event:lot2045470550		No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	Which acquisition site and prerequisite chain should define the AP check, including relocation/death and existing sweeps?
region	route-2045477560	2045477560	7773273	Rauh Base :: Sword of Light - around Ravine North (7), may be sweep-granted by Rugalea the Great Red Bear (m61_44_47) [f2045477560]	review	Rauh Base	m61_45_47;m61_50_46		m61_45_47:event:lot2045470560; m61_50_46:event:lot2045470560		No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	Which acquisition site and prerequisite chain should define the AP check, including relocation/death and existing sweeps?
region	route-2045477570	2045477570	7773274	Rauh Base :: Sword of Light - around Ravine North (8), may be sweep-granted by Rugalea the Great Red Bear (m61_44_47) [f2045477570]	review	Rauh Base	m61_45_47;m61_50_46		m61_45_47:event:lot2045470570; m61_50_46:event:lot2045470570		No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	Which acquisition site and prerequisite chain should define the AP check, including relocation/death and existing sweeps?
region	route-2045477580	2045477580	7773275	Rauh Base :: Sword of Light - around Ravine North (9), may be sweep-granted by Rugalea the Great Red Bear (m61_44_47) [f2045477580]	review	Rauh Base	m61_45_47;m61_50_46		m61_45_47:event:lot2045470580; m61_50_46:event:lot2045470580		No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	Which acquisition site and prerequisite chain should define the AP check, including relocation/death and existing sweeps?
region	route-2045477590	2045477590	7773276	Rauh Base :: Sword of Light - around Ravine North (10), may be sweep-granted by Rugalea the Great Red Bear (m61_44_47) [f2045477590]	review	Rauh Base	m61_45_47;m61_50_46		m61_45_47:event:lot2045470590; m61_50_46:event:lot2045470590		No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	Which acquisition site and prerequisite chain should define the AP check, including relocation/death and existing sweeps?
region	route-2045477600	2045477600	7773277	Rauh Base :: Sword of Light - around Ravine North (11), may be sweep-granted by Rugalea the Great Red Bear (m61_44_47) [f2045477600]	review	Rauh Base	m61_45_47;m61_50_46		m61_45_47:event:lot2045470600; m61_50_46:event:lot2045470600		No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	Which acquisition site and prerequisite chain should define the AP check, including relocation/death and existing sweeps?
region	ground-m61_46_46	2046467020	7773337	Ancient Ruins :: Smithing Stone [8] - near Temple Town Ruins, may be sweep-granted by Divine Beast Dancing Lion (m61_46_46) [f2046467020]	review	Ancient Ruins	m61_46_46	none buckets=-; none buckets=-	m61_46_46:treasure:lot2046460020	Temple Town Ruins via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	route-2046477970	2046477970	7773357	Ancient Ruins :: Fire Spritestone - around Rauh Ancient Ruins, East, may be sweep-granted by Divine Beast Dancing Lion (m61_46_46) [f2046477970]	review	Ancient Ruins					No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	Which acquisition site and prerequisite chain should define the AP check, including relocation/death and existing sweeps?
region	ground-m61_47_40	2047407010	7773373	Cerulean :: Black Pyrefly - near Ellac River Downstream, may be sweep-granted by Death Rite Bird (m61_47_39) [f2047407010]	review	Cerulean	m61_47_40	none buckets=-	m61_47_40:treasure:lot2047400010	Ellac River Downstream via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_47_40	2047407020	7773374	Cerulean :: Arrow - near Ellac River Downstream, may be sweep-granted by Demi-Human Queen Marigga (m61_46_40) [f2047407020]	review	Cerulean	m61_47_40	none buckets=-	m61_47_40:treasure:lot2047400020	Ellac River Downstream via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_47_40	2047407980	7773378	Cerulean :: Beast Claw with Ash of War: Savage Claws - m61_47_40, may be sweep-granted by Demi-Human Queen Marigga (m61_46_40) [f2047407980]	review	Cerulean	m61_47_40		m61_47_40:event:lot2047400980		No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_47_41	2047417110	7773385	Cerulean :: Mushroom-Seller's Bell Bearing [2] - near Ellac River Downstream, may be sweep-granted by Demi-Human Queen Marigga (m61_46_40) [f2047417110]	confirmed	Cerulean	m61_47_41	volume:領域 マルチプレイエリア上書き パーツ② 墓地平原・箱舟 buckets=68300	m61_47_41:treasure:lot2047410110	Ellac River Downstream via=	All available placement maps covered by exact point-in-volume rows agreeing with the current region.	
region	ground-m61_47_44	2047447730	7773426	Gravesite :: Starlight Shards - near Castle Ensis Checkpoint, may be sweep-granted by Ghostflame Dragon (m61_45_44) [f2047447730]	review	Gravesite	m61_47_44	tile-default buckets=68100;68200; tile-default buckets=68100;68200	m61_47_44:treasure:lot2047440730	Castle Ensis Checkpoint via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_47_44	2047447820	7773428	Gravesite :: Carian Sorcery Sword - near Castle Ensis Checkpoint, may be sweep-granted by Ghostflame Dragon (m61_45_44) [f2047447820]	review	Gravesite	m61_47_44	tile-default buckets=68100;68200; tile-default buckets=68100;68200	m61_47_44:treasure:lot2047440820	Castle Ensis Checkpoint via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_47_45	2047457000	7773432	Scadu Altus :: Black Pyrefly - near Scadu Altus, West, may be sweep-granted by Black Knight Garrew (m61_47_45) [f2047457000]	confirmed	Scadu Altus	m61_47_45	none buckets=-; none buckets=-	m61_47_45:treasure:lot2047450000	Scadu Altus, West via=	Retain the documented grace-ground/access ruling in gen_data.FLAG_REGION_OVERRIDE and region_overrides.tsv.	
region	ground-m61_47_45	2047457010	7773433	Scadu Altus :: Smithing Stone [7] - near Scadu Altus, West, may be sweep-granted by Black Knight Garrew (m61_47_45) [f2047457010]	confirmed	Scadu Altus	m61_47_45	none buckets=-; none buckets=-	m61_47_45:treasure:lot2047450010	Scadu Altus, West via=	Retain the documented grace-ground/access ruling in gen_data.FLAG_REGION_OVERRIDE and region_overrides.tsv.	
region	ground-m61_47_44	2047457180	7773438	Gravesite :: Grave Glovewort [8] - near Castle Ensis Checkpoint, may be sweep-granted by Ghostflame Dragon (m61_45_44) [f2047457180]	review	Gravesite	m61_47_44	tile-default buckets=68100;68200; tile-default buckets=68100;68200	m61_47_44:treasure:lot2047440180	Castle Ensis Checkpoint via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_47_46	2047467010	7773443	Scadu Altus :: Rauh Burrow - near Ancient Ruins Base (1), may be sweep-granted by Black Knight Garrew (m61_47_45) [f2047467010]	review	Scadu Altus	m61_47_46	none buckets=-; none buckets=-	m61_47_46:treasure:lot2047460010	Ancient Ruins Base via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_47_46	2047467030	7773444	Scadu Altus :: Rauh Burrow - near Ancient Ruins Base (2), may be sweep-granted by Black Knight Garrew (m61_47_45) [f2047467030]	review	Scadu Altus	m61_47_46	none buckets=-; none buckets=-	m61_47_46:treasure:lot2047460030	Ancient Ruins Base via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_47_47	2047477030	7773448	Ancient Ruins :: Sacred Bloody Flesh - near Ancient Ruins Base, may be sweep-granted by Divine Beast Dancing Lion (m61_46_46) [f2047477030]	review	Ancient Ruins	m61_47_47	none buckets=-; none buckets=-	m61_47_47:treasure:lot2047470030	Ancient Ruins Base via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_47_47	2047477040	7773449	Ancient Ruins :: Sanguine Amaryllis - near Ancient Ruins Base, may be sweep-granted by Divine Beast Dancing Lion (m61_46_46) [f2047477040]	review	Ancient Ruins	m61_47_47	none buckets=-; none buckets=-	m61_47_47:treasure:lot2047470040	Ancient Ruins Base via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_47_47	2047477050	7774548	Ancient Ruins :: Smithing Stone [7] - near Ancient Ruins Base, may be sweep-granted by Divine Beast Dancing Lion (m61_46_46) [f2047477050]	review	Ancient Ruins	m61_47_47	none buckets=-; none buckets=-	m61_47_47:treasure:lot2047470050	Ancient Ruins Base via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_47_47	2047477070	7773450	Ancient Ruins :: Shadow Realm Rune [3] - near Ancient Ruins Base, may be sweep-granted by Divine Beast Dancing Lion (m61_46_46) [f2047477070]	review	Ancient Ruins	m61_47_47	none buckets=-; none buckets=-	m61_47_47:treasure:lot2047470070	Ancient Ruins Base via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_47_47	2047477900	7773451	Ancient Ruins :: Pearl Shield Talisman - near Ancient Ruins Base, may be sweep-granted by Divine Beast Dancing Lion (m61_46_46) [f2047477900]	review	Ancient Ruins	m61_47_47	none buckets=-; none buckets=-	m61_47_47:treasure:lot2047470900	Ancient Ruins Base via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	route-2047477950	2047477950	7773452	Ancient Ruins :: Bloodfiend's Sacred Spear - around Viaduct Minor Tower, may be sweep-granted by Divine Beast Dancing Lion (m61_46_46) [f2047477950]	review	Ancient Ruins					No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	Which acquisition site and prerequisite chain should define the AP check, including relocation/death and existing sweeps?
region	ground-m61_47_47	2047477995	7773453	Ancient Ruins :: Sacred Bloody Flesh - around Viaduct Minor Tower, may be sweep-granted by Divine Beast Dancing Lion (m61_46_46) [f2047477995]	review	Ancient Ruins	m61_47_47	none buckets=-; none buckets=-	m61_47_47:enemy:lot508100710		No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m61_48_40	2048407000	7773467	Cerulean :: Lightning Perfume Bottle - near Charo's Hidden Grave, may be sweep-granted by Death Rite Bird (m61_47_39) [f2048407000]	confirmed	Cerulean	m61_48_40	volume:領域 マルチプレイエリア上書き パーツ① 墓地平原・箱舟 buckets=68300	m61_48_40:treasure:lot2048400000	Charo's Hidden Grave via=	All available placement maps covered by exact point-in-volume rows agreeing with the current region.	
region	ground-m61_48_40	2048407020	7773469	Cerulean :: Furnace Visage - near Ellac River Downstream, may be sweep-granted by Death Rite Bird (m61_47_39) [f2048407020]	confirmed	Cerulean	m61_48_40	volume:領域 マルチプレイエリア上書き パーツ② 墓地平原・箱舟 buckets=68300	m61_48_40:event:lot2048400020; m61_48_40:treasure:lot2048400020	Ellac River Downstream via=	All available placement maps covered by exact point-in-volume rows agreeing with the current region.	
