evidence_id	claim_id	source_id	stance	value	citation	method	independence_notes	valid_from	valid_to	notes
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771016:region	check:7771016/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Leyndell"""	greenfield/eldenring/data.py:LOCATIONS['Leyndell'] ap_id=7771016	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771017:identity	check:7771017/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7771017,""flag"":11007940,""id"":11007940,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7771017 flag=11007940	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771017:region	check:7771017/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Leyndell"""	greenfield/eldenring/data.py:LOCATIONS['Leyndell'] ap_id=7771017	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771018:identity	check:7771018/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7771018,""flag"":11007950,""id"":11007950,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7771018 flag=11007950	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771018:region	check:7771018/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Leyndell"""	greenfield/eldenring/data.py:LOCATIONS['Leyndell'] ap_id=7771018	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771019:identity	check:7771019/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7771019,""flag"":11007960,""id"":11007960,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7771019 flag=11007960	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771019:region	check:7771019/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Leyndell"""	greenfield/eldenring/data.py:LOCATIONS['Leyndell'] ap_id=7771019	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771020:identity	check:7771020/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7771020,""flag"":11007970,""id"":11007970,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7771020 flag=11007970	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771020:region	check:7771020/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Leyndell"""	greenfield/eldenring/data.py:LOCATIONS['Leyndell'] ap_id=7771020	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771021:identity	check:7771021/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7771021,""flag"":11007983,""id"":11007983,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7771021 flag=11007983	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771021:region	check:7771021/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Leyndell"""	greenfield/eldenring/data.py:LOCATIONS['Leyndell'] ap_id=7771021	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771022:identity	check:7771022/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7771022,""flag"":11007985,""id"":11007985,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7771022 flag=11007985	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771022:region	check:7771022/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Leyndell"""	greenfield/eldenring/data.py:LOCATIONS['Leyndell'] ap_id=7771022	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771023:identity	check:7771023/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7771023,""flag"":11007987,""id"":11007987,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7771023 flag=11007987	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771023:region	check:7771023/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Leyndell"""	greenfield/eldenring/data.py:LOCATIONS['Leyndell'] ap_id=7771023	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771024:identity	check:7771024/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7771024,""flag"":11007989,""id"":11007989,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7771024 flag=11007989	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771024:region	check:7771024/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Leyndell"""	greenfield/eldenring/data.py:LOCATIONS['Leyndell'] ap_id=7771024	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771025:identity	check:7771025/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7771025,""flag"":11007991,""id"":11007991,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7771025 flag=11007991	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771025:region	check:7771025/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Leyndell"""	greenfield/eldenring/data.py:LOCATIONS['Leyndell'] ap_id=7771025	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771026:identity	check:7771026/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7771026,""flag"":11007992,""id"":11007992,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7771026 flag=11007992	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771026:region	check:7771026/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Leyndell"""	greenfield/eldenring/data.py:LOCATIONS['Leyndell'] ap_id=7771026	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771027:identity	check:7771027/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7771027,""flag"":11007993,""id"":11007993,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7771027 flag=11007993	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771027:region	check:7771027/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Leyndell"""	greenfield/eldenring/data.py:LOCATIONS['Leyndell'] ap_id=7771027	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771028:identity	check:7771028/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7771028,""flag"":11007994,""id"":11007994,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7771028 flag=11007994	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771028:region	check:7771028/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Leyndell"""	greenfield/eldenring/data.py:LOCATIONS['Leyndell'] ap_id=7771028	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771029:identity	check:7771029/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7771029,""flag"":11007996,""id"":11007996,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7771029 flag=11007996	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771029:region	check:7771029/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Leyndell"""	greenfield/eldenring/data.py:LOCATIONS['Leyndell'] ap_id=7771029	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771030:identity	check:7771030/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7771030,""flag"":11007997,""id"":11007997,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7771030 flag=11007997	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771030:region	check:7771030/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Leyndell"""	greenfield/eldenring/data.py:LOCATIONS['Leyndell'] ap_id=7771030	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771031:identity	check:7771031/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7771031,""flag"":11007998,""id"":11007998,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7771031 flag=11007998	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771031:region	check:7771031/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Leyndell"""	greenfield/eldenring/data.py:LOCATIONS['Leyndell'] ap_id=7771031	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771032:identity	check:7771032/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7771032,""flag"":11057000,""id"":11057000,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7771032 flag=11057000	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771032:region	check:7771032/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Ashen Capital"""	greenfield/eldenring/data.py:LOCATIONS['Ashen Capital'] ap_id=7771032	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771033:identity	check:7771033/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7771033,""flag"":11057010,""id"":11057010,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7771033 flag=11057010	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771033:region	check:7771033/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Ashen Capital"""	greenfield/eldenring/data.py:LOCATIONS['Ashen Capital'] ap_id=7771033	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771034:identity	check:7771034/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7771034,""flag"":11057020,""id"":11057020,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7771034 flag=11057020	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771034:region	check:7771034/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Ashen Capital"""	greenfield/eldenring/data.py:LOCATIONS['Ashen Capital'] ap_id=7771034	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771035:identity	check:7771035/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7771035,""flag"":11057040,""id"":11057040,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7771035 flag=11057040	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771035:region	check:7771035/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Ashen Capital"""	greenfield/eldenring/data.py:LOCATIONS['Ashen Capital'] ap_id=7771035	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771036:identity	check:7771036/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7771036,""flag"":11057050,""id"":11057050,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7771036 flag=11057050	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771036:region	check:7771036/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Ashen Capital"""	greenfield/eldenring/data.py:LOCATIONS['Ashen Capital'] ap_id=7771036	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771037:identity	check:7771037/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7771037,""flag"":11057100,""id"":11057100,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7771037 flag=11057100	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771037:region	check:7771037/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Ashen Capital"""	greenfield/eldenring/data.py:LOCATIONS['Ashen Capital'] ap_id=7771037	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771038:identity	check:7771038/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7771038,""flag"":11107000,""id"":11107000,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7771038 flag=11107000	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771038:region	check:7771038/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Roundtable Hold"""	greenfield/eldenring/data.py:LOCATIONS['Roundtable Hold'] ap_id=7771038	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771039:identity	check:7771039/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7771039,""flag"":11107700,""id"":11107700,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7771039 flag=11107700	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771039:region	check:7771039/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Roundtable Hold"""	greenfield/eldenring/data.py:LOCATIONS['Roundtable Hold'] ap_id=7771039	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771040:identity	check:7771040/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7771040,""flag"":11107710,""id"":11107710,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7771040 flag=11107710	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771040:region	check:7771040/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Roundtable Hold"""	greenfield/eldenring/data.py:LOCATIONS['Roundtable Hold'] ap_id=7771040	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771041:identity	check:7771041/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7771041,""flag"":11107900,""id"":11107900,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7771041 flag=11107900	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771041:region	check:7771041/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Roundtable Hold"""	greenfield/eldenring/data.py:LOCATIONS['Roundtable Hold'] ap_id=7771041	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771042:identity	check:7771042/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7771042,""flag"":12017030,""id"":12017030,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7771042 flag=12017030	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771042:region	check:7771042/region	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"""Ainsel River"""	greenfield/eldenring/data.py:LOCATIONS['Ainsel River'] ap_id=7771042	tools/build_v060_current_evidence.py:current_locations	Current region is generated; its provenance inputs are not independent witnesses.	1.17		Current runtime filing; this adapter does not promote it into generation.
project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0:check-7771043:identity	check:7771043/identity	project:data.py:48c209237f3a54dd9e3916cbd8c01174ba050315be1254ae3889f9f3487d61d0	supports	"{""ap_id"":7771043,""flag"":12017040,""id"":12017040,""namespace"":""flag""}"	greenfield/eldenring/data.py:LOCATIONS ap_id=7771043 flag=12017040	tools/build_v060_current_evidence.py:current_locations	Generated location snapshot; downstream views of data.py are this same family.	1.17		Legacy current-corpus key: data.py exposes an event flag, not a vanilla lot/shop id.
