check_id	confidence	access_status	external_family_count	external_families	identity_region_lead_ids	basis	limitations
7772693	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772694	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772695	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772696	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772697	hold	unknown	1	gameplay-wiki:fextralife	fextralife-acquisition-page-21380-revision-756653-check-7772697	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772698	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772699	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772700	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772701	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772702	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	eldenpedia-page-7922-revision-29870-check-7772702;redmaw-w32-8-check-7772702	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772703	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772704	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772705	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772706	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772707	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772708	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	fextralife-page-26973-revision-757546-check-7772708;redmaw-w32-16-check-7772708	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772709	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772710	hold	unknown	1	gameplay-wiki:fextralife	fextralife-acquisition-page-22902-revision-757436-check-7772710;fextralife-linked-place-page-22902-revision-757436-check-7772710	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772711	hold	unknown	1	gameplay-guide:redmaw	redmaw-w3-9-check-7772711	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772712	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772713	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772714	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772715	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772716	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772717	hold	unknown	1	gameplay-wiki:fextralife	fextralife-acquisition-page-26753-revision-756611-check-7772717	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772718	hold	unknown	1	gameplay-wiki:fextralife	fextralife-acquisition-page-21411-revision-756657-check-7772718	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772719	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772720	hold	unknown	1	gameplay-guide:redmaw	redmaw-w14-12-check-7772720	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772721	hold	unknown	1	gameplay-guide:redmaw	redmaw-w14-32-check-7772721	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772722	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772723	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772724	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772725	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772726	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772727	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772728	hold	unknown	1	gameplay-wiki:fextralife	fextralife-acquisition-page-20735-revision-756722-check-7772728	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772729	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	fextralife-page-22945-revision-756876-check-7772729;redmaw-w14-33-check-7772729	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772730	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772731	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772732	hold	unknown	1	gameplay-guide:redmaw	redmaw-w14-46-check-7772732	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772733	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772734	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772735	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772736	hold	unknown	1	gameplay-guide:redmaw	redmaw-w14-92-check-7772736	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772737	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	eldenpedia-page-3228-revision-12530-check-7772737;redmaw-w28-44-check-7772737	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772738	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772739	hold	unknown	1	gameplay-guide:redmaw	redmaw-w28-42-check-7772739	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772740	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772741	hold	unknown	1	gameplay-guide:redmaw	redmaw-w30-13-check-7772741	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772742	hold	unknown	1	gameplay-wiki:fextralife	fextralife-page-23215-revision-756910-check-7772742	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772743	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772744	trusted_identity_region	unknown	2	gameplay-wiki:eldenpedia;gameplay-wiki:fextralife	eldenpedia-repeated-page-2393-revision-9278-check-7772744;fextralife-acquisition-page-22902-revision-757436-check-7772744;fextralife-linked-place-page-22902-revision-757436-check-7772744	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772745	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772746	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772747	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772748	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772749	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772750	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772751	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772752	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772753	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772754	hold	unknown	1	gameplay-guide:redmaw	redmaw-w33-22-check-7772754	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772755	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772756	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772757	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772758	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	eldenpedia-page-3438-revision-13564-check-7772758;redmaw-w28-93-check-7772758	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772759	hold	unknown	1	gameplay-wiki:eldenpedia	eldenpedia-page-3438-revision-13564-check-7772759	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772760	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772761	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772762	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772763	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772764	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	eldenpedia-page-245-revision-862-check-7772764;redmaw-w31-18-check-7772764	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772765	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772766	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772767	trusted_identity_region	unknown	2	gameplay-wiki:eldenpedia;gameplay-wiki:fextralife	eldenpedia-repeated-page-245-revision-862-check-7772767;fextralife-acquisition-page-22902-revision-757436-check-7772767;fextralife-linked-place-page-22902-revision-757436-check-7772767	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772768	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772769	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	eldenpedia-page-7908-revision-73651-check-7772769;redmaw-w31-48-check-7772769	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772770	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772771	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772772	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772773	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772774	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772775	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772776	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772777	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	fextralife-page-27586-revision-758551-check-7772777;redmaw-w31-42-check-7772777	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772778	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	eldenpedia-page-4356-revision-16931-check-7772778;redmaw-w30-67-check-7772778	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772779	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772780	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772781	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772782	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772783	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772784	hold	unknown	1	gameplay-guide:redmaw	redmaw-w6-63-check-7772784	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772785	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772786	hold	unknown	1	gameplay-wiki:fextralife	fextralife-acquisition-page-22902-revision-757436-check-7772786;fextralife-linked-place-page-22902-revision-757436-check-7772786	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772787	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772788	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772789	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772790	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772791	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772792	hold	unknown	1	gameplay-guide:redmaw	redmaw-w31-10-check-7772792	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772793	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772794	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772795	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772796	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772797	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772798	hold	unknown	1	gameplay-guide:redmaw	redmaw-w31-12-check-7772798	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772799	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772800	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772801	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772802	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772803	hold	unknown	1	gameplay-guide:redmaw	redmaw-w6-45-check-7772803	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772804	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	fextralife-page-27379-revision-757727-check-7772804;redmaw-w6-50-check-7772804	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772805	hold	unknown	1	gameplay-wiki:fextralife	fextralife-acquisition-page-27595-revision-756606-check-7772805;fextralife-linked-place-page-27595-revision-756606-check-7772805	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772806	hold	unknown	1	gameplay-guide:redmaw	redmaw-w6-47-check-7772806	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772807	hold	unknown	1	gameplay-wiki:fextralife	fextralife-acquisition-page-21380-revision-756653-check-7772807;fextralife-linked-place-page-21380-revision-756653-check-7772807	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772808	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772809	hold	unknown	1	gameplay-guide:redmaw	redmaw-w6-48-check-7772809	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772810	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772811	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772812	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772813	hold	unknown	1	gameplay-wiki:fextralife	fextralife-acquisition-page-26480-revision-756604-check-7772813;fextralife-linked-place-page-26480-revision-756604-check-7772813	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772814	hold	unknown	1	gameplay-wiki:fextralife	fextralife-acquisition-page-26065-revision-756714-check-7772814	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772815	hold	unknown	1	gameplay-wiki:fextralife	fextralife-acquisition-page-21380-revision-756653-check-7772815;fextralife-linked-place-page-21380-revision-756653-check-7772815	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772816	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772817	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772818	hold	unknown	1	gameplay-guide:redmaw	redmaw-location-walkthrough-w2-5-check-7772818	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772819	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772820	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772821	trusted_identity_region	unknown	2	gameplay-guide:powerpyx;gameplay-guide:redmaw	powerpyx-limgrave-check-7772821;redmaw-w2-94-check-7772821	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772822	hold	unknown	1	gameplay-guide:redmaw	redmaw-w2-90-check-7772822	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772823	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	eldenpedia-page-13853-revision-51769-check-7772823;redmaw-w5-18-check-7772823	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772824	trusted_identity_region	unknown	2	gameplay-guide:powerpyx;gameplay-guide:redmaw	powerpyx-limgrave-check-7772824;redmaw-w4-28-check-7772824	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772825	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772826	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772827	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772828	hold	unknown	1	gameplay-wiki:fextralife	fextralife-acquisition-page-21403-revision-756656-check-7772828;fextralife-linked-place-page-21403-revision-756656-check-7772828	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772829	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772830	hold	unknown	1	gameplay-wiki:fextralife	fextralife-acquisition-page-21388-revision-756654-check-7772830;fextralife-linked-place-page-21388-revision-756654-check-7772830	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772831	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772832	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772833	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772834	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772835	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772836	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772837	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772838	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772839	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	eldenpedia-boss-page-3010-revision-99528-check-7772839;redmaw-w5-49-check-7772839	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772840	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	eldenpedia-page-11744-revision-44190-check-7772840;redmaw-w5-48-check-7772840	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772841	hold	unknown	1	gameplay-wiki:eldenpedia	eldenpedia-upgrade-page-14861-revision-100372-check-7772841	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772842	hold	unknown	1	gameplay-guide:redmaw	redmaw-w5-25-check-7772842	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772843	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772844	hold	unknown	1	gameplay-guide:redmaw	redmaw-w5-20-check-7772844	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772845	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772846	hold	unknown	1	gameplay-wiki:fextralife	fextralife-acquisition-page-27254-revision-756669-check-7772846	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772847	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772848	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772849	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	fextralife-page-27196-revision-758317-check-7772849;redmaw-w34-31-check-7772849	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772850	hold	unknown	1	gameplay-wiki:fextralife	fextralife-linked-place-page-21459-revision-752209-check-7772850	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772851	trusted_identity_region	unknown	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	eldenpedia-page-1572-revision-66617-check-7772851;redmaw-w30-54-check-7772851	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772852	hold	unknown	1	gameplay-guide:redmaw	redmaw-w6-26-check-7772852	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772853	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772854	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772855	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772856	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772857	hold	unknown	1	gameplay-wiki:eldenpedia	eldenpedia-upgrade-page-7911-revision-100390-check-7772857	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772858	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772859	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772860	trusted_identity_region	unknown	2	gameplay-wiki:eldenpedia;gameplay-wiki:fextralife	eldenpedia-acquisition-page-9805-revision-100701-check-7772860;fextralife-acquisition-page-21007-revision-753555-check-7772860	identity_region leads from at least two declared external source families	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772861	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772862	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772863	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772864	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772865	hold	unknown	1	gameplay-guide:redmaw	redmaw-w7-5-check-7772865	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772866	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772867	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772868	hold	unknown	1	gameplay-guide:redmaw	redmaw-w7-16-check-7772868	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772869	hold	unknown	1	gameplay-wiki:fextralife	fextralife-linked-place-page-21342-revision-756648-check-7772869	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772870	hold	unknown	1	gameplay-guide:redmaw	redmaw-w7-13-check-7772870	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772871	hold	unknown	1	gameplay-guide:redmaw	redmaw-w7-4-check-7772871	fewer than two declared external families support identity_region	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
7772872	hold	unknown	0			no external identity_region lead	External identity and region corroboration only. This does not prove access, route order, progression-host safety, or exclusion.
