check_id	category	region	item_name	flag	map_id	review_status	external_family_count	external_families	next_evidence
7770092	unique_dungeon_pickup	Mt. Gelmir	Nomadic Warrior's Cookbook [21]	67120	m16_00	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7770016	unique_dungeon_pickup	Mt. Gelmir	Recusant Finger	60260	m16_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7770568	unique_dungeon_pickup	Mt. Gelmir	Red Letter	400075	m16_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7772062	unique_dungeon_pickup	Mt. Gelmir	Ringed Finger	30097010	m30_09	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7771717	unique_dungeon_pickup	Mt. Gelmir	Serpent's Amnion	16007710	m16_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7771715	unique_dungeon_pickup	Mt. Gelmir	Serpent-Hunter	16007690	m16_00	audited_one_family	1	gameplay-guide:powerpyx	second_independent_identity_region_source
7770570	unique_dungeon_pickup	Mt. Gelmir	Serpentbone Blade	400077	m16_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7771713	unique_dungeon_pickup	Mt. Gelmir	Smoldering Shield	16007610	m16_00	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7770571	unique_dungeon_pickup	Mt. Gelmir	Taker's Cameo	400078	m16_00	remaining_unreviewed	0		first_independent_identity_region_source
7773707	unique_dungeon_pickup	Mt. Gelmir	Volcano Manor Invitation	400090	m16_00	remaining_unreviewed	0		first_independent_identity_region_source
7770573	unique_dungeon_pickup	Mt. Gelmir	Zorayas's Letter	400091	m16_00	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7770161	unique_dungeon_pickup	Rauh Base	Ancient Dragon Knight's Cookbook [2]	68780	m40_01	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7774033	unique_dungeon_pickup	Rauh Base	Black Knight Captain Huw	40017050	m40_01	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7774035	unique_dungeon_pickup	Rauh Base	Imp Head (Lion)	40017070	m40_01	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7774036	unique_dungeon_pickup	Rauh Base	Knight's Lightning Spear	40017080	m40_01	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7774037	unique_dungeon_pickup	Rauh Base	Yellow Fulgurbloom	40017090	m40_01	remaining_unreviewed	0		first_independent_identity_region_source
7772550	unique_dungeon_pickup	Raya Lucaria Academy	Ash of War: Raptor of the Mists	1035467700	m14_00	remaining_unreviewed	0		first_independent_identity_region_source
7770753	unique_dungeon_pickup	Raya Lucaria Academy	Ash of War: Spectral Lance	540272	m14_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7771508	unique_dungeon_pickup	Raya Lucaria Academy	Avionette Soldier Ashes	14007290	m14_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7771542	unique_dungeon_pickup	Raya Lucaria Academy	Azur's Glintstone Staff	14007840	m14_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7900194	unique_dungeon_pickup	Raya Lucaria Academy	Carian Knight Armor	14007850	m14_00	trusted	2	gameplay-guide:game8;gameplay-wiki:fextralife	none_identity_region_trusted
7900286	unique_dungeon_pickup	Raya Lucaria Academy	Carian Knight Gauntlets	14007850	m14_00	audited_one_family	1	gameplay-wiki:fextralife	second_independent_identity_region_source
7900287	unique_dungeon_pickup	Raya Lucaria Academy	Carian Knight Greaves	14007850	m14_00	audited_one_family	1	gameplay-wiki:fextralife	second_independent_identity_region_source
7771543	unique_dungeon_pickup	Raya Lucaria Academy	Carian Knight Helm	14007850	m14_00	audited_one_family	1	gameplay-wiki:fextralife	second_independent_identity_region_source
7771552	unique_dungeon_pickup	Raya Lucaria Academy	Carian Knight's Shield	14007980	m14_00	trusted	3	gameplay-guide:game8;gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7771546	unique_dungeon_pickup	Raya Lucaria Academy	Comet	14007880	m14_00	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7771513	unique_dungeon_pickup	Raya Lucaria Academy	Conspectus Scroll	14007360	m14_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7770000	unique_dungeon_pickup	Raya Lucaria Academy	Dark Moon Ring	114	m14_00	remaining_unreviewed	0		first_independent_identity_region_source
7900044	unique_dungeon_pickup	Raya Lucaria Academy	Eccentric's Armor	400401	m14_00	audited_one_family	1	gameplay-wiki:fextralife	second_independent_identity_region_source
7900046	unique_dungeon_pickup	Raya Lucaria Academy	Eccentric's Breeches	400401	m14_00	audited_one_family	1	gameplay-wiki:fextralife	second_independent_identity_region_source
7770618	unique_dungeon_pickup	Raya Lucaria Academy	Eccentric's Hood	400401	m14_00	audited_one_family	1	gameplay-wiki:fextralife	second_independent_identity_region_source
7900045	unique_dungeon_pickup	Raya Lucaria Academy	Eccentric's Manchettes	400401	m14_00	audited_one_family	1	gameplay-wiki:fextralife	second_independent_identity_region_source
7771551	unique_dungeon_pickup	Raya Lucaria Academy	Full Moon Crossbow	14007970	m14_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7770107	unique_dungeon_pickup	Raya Lucaria Academy	Glintstone Craftsman's Cookbook [5]	67420	m14_00	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7773708	unique_dungeon_pickup	Raya Lucaria Academy	Glintstone Kris	400101	m14_00	remaining_unreviewed	0		first_independent_identity_region_source
7771548	unique_dungeon_pickup	Raya Lucaria Academy	Glintstone Scarab	14007910	m14_00	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7770044	unique_dungeon_pickup	Raya Lucaria Academy	Glintstone Whetblade	65680	m14_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7771547	unique_dungeon_pickup	Raya Lucaria Academy	Graven-School Talisman	14007890	m14_00	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7771554	unique_dungeon_pickup	Raya Lucaria Academy	Gravity Well	14007995	m14_00	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7771496	unique_dungeon_pickup	Raya Lucaria Academy	Karolos Glintstone Crown	14007035	m14_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7771494	unique_dungeon_pickup	Raya Lucaria Academy	Lazuli Glintstone Crown	14007025	m14_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7771510	unique_dungeon_pickup	Raya Lucaria Academy	Longtail Cat Talisman	14007320	m14_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7771501	unique_dungeon_pickup	Raya Lucaria Academy	Marionette Soldier Ashes	14007150	m14_00	trusted	3	gameplay-guide:game8;gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7772549	unique_dungeon_pickup	Raya Lucaria Academy	Meeting Place Map	1035457100	m14_00	audited_one_family	1	gameplay-guide:game8	second_independent_identity_region_source
7771534	unique_dungeon_pickup	Raya Lucaria Academy	Meteor Bolt	14007660	m14_00	remaining_unreviewed	0		first_independent_identity_region_source
7771492	unique_dungeon_pickup	Raya Lucaria Academy	Olivinus Glintstone Crown	14007015	m14_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7771550	unique_dungeon_pickup	Raya Lucaria Academy	Radagon Icon	14007940	m14_00	trusted	2	gameplay-guide:game8;gameplay-guide:redmaw	none_identity_region_trusted
7770574	unique_dungeon_pickup	Raya Lucaria Academy	Sellen's Bell Bearing	400106	m14_00	remaining_unreviewed	0		first_independent_identity_region_source
7771541	unique_dungeon_pickup	Raya Lucaria Academy	Shattering Crystal	14007770	m14_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7771549	unique_dungeon_pickup	Raya Lucaria Academy	Terra Magica	14007920	m14_00	remaining_unreviewed	0		first_independent_identity_region_source
7770611	unique_dungeon_pickup	Raya Lucaria Academy	Thops's Barrier	400362	m14_00	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7770610	unique_dungeon_pickup	Raya Lucaria Academy	Thops's Bell Bearing	400360	m14_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7771491	unique_dungeon_pickup	Raya Lucaria Academy	Twinsage Glintstone Crown	14007005	m14_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7770575	unique_dungeon_pickup	Raya Lucaria Academy	Witch's Glintstone Crown	400107	m14_00	remaining_unreviewed	0		first_independent_identity_region_source
7770800	unique_dungeon_pickup	Scadu Altus	"""Domain of Dragons"" Painting"	580120	m21_00	remaining_unreviewed	0		first_independent_identity_region_source
7900228	unique_dungeon_pickup	Scadu Altus	Armor of Night	41017300	m41_01	remaining_unreviewed	0		first_independent_identity_region_source
7770629	unique_dungeon_pickup	Scadu Altus	Ash of War: Swift Slash	400594	m21_00	remaining_unreviewed	0		first_independent_identity_region_source
7771900	unique_dungeon_pickup	Scadu Altus	Bone Dart	21007170	m21_00	remaining_unreviewed	0		first_independent_identity_region_source
7900227	unique_dungeon_pickup	Scadu Altus	Death Knight Greaves	40027130	m21_00	remaining_unreviewed	0		first_independent_identity_region_source
7771931	unique_dungeon_pickup	Scadu Altus	Death Mask Helm	21007995	m21_00	remaining_unreviewed	0		first_independent_identity_region_source
7770643	unique_dungeon_pickup	Scadu Altus	Fire Knight Queelign	400690	m21_00	remaining_unreviewed	0		first_independent_identity_region_source
7771925	unique_dungeon_pickup	Scadu Altus	Fire Knight's Seal	21007650	m21_00	remaining_unreviewed	0		first_independent_identity_region_source
7900229	unique_dungeon_pickup	Scadu Altus	Gauntlets of Night	41017300	m41_01	remaining_unreviewed	0		first_independent_identity_region_source
7900230	unique_dungeon_pickup	Scadu Altus	Greaves of Night	41017300	m41_01	remaining_unreviewed	0		first_independent_identity_region_source
7772444	unique_dungeon_pickup	Scadu Altus	Helm of Night	41017300	m41_01	remaining_unreviewed	0		first_independent_identity_region_source
7771887	unique_dungeon_pickup	Scadu Altus	Main-gauche	21007020	m21_00	remaining_unreviewed	0		first_independent_identity_region_source
7771929	unique_dungeon_pickup	Scadu Altus	Mantle of Thorns	21007991	m21_00	remaining_unreviewed	0		first_independent_identity_region_source
7770644	unique_dungeon_pickup	Scadu Altus	Queelign's Greatsword	400692	m21_00	remaining_unreviewed	0		first_independent_identity_region_source
7772442	unique_dungeon_pickup	Scadu Altus	Shield of Night	41017220	m41_01	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7772435	unique_dungeon_pickup	Scadu Altus	Stalwart Horn Charm +2	41017020	m41_01	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7771891	unique_dungeon_pickup	Scadu Altus	Talisman of Lord's Bestowal	21007070	m21_00	remaining_unreviewed	0		first_independent_identity_region_source
7774045	unique_dungeon_pickup	Scadu Altus	Viridian Amber Medallion +3	40027020	m21_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7900198	unique_dungeon_pickup	Shadow Keep	Ash of War: Flame Spear	21017991	m21_01	trusted	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7771941	unique_dungeon_pickup	Shadow Keep	Boltdrake Talisman +3	21017100	m21_01	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7771970	unique_dungeon_pickup	Shadow Keep	Carian Thrusting Shield	21017620	m21_01	trusted	3	gameplay-guide:game8;gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7771946	unique_dungeon_pickup	Shadow Keep	Dueling Shield with Ash of War: Shield Strike	21017150	m21_01	trusted	2	gameplay-guide:game8;gameplay-guide:redmaw	none_identity_region_trusted
7771981	unique_dungeon_pickup	Shadow Keep	Fire Knight Hilde	21017800	m21_01	trusted	3	gameplay-guide:game8;gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7771973	unique_dungeon_pickup	Shadow Keep	Fire Serpent	21017650	m21_01	trusted	3	gameplay-guide:game8;gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7771967	unique_dungeon_pickup	Shadow Keep	Impenetrable Thorns	21017510	m21_01	trusted	3	gameplay-guide:game8;gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7771943	unique_dungeon_pickup	Shadow Keep	Pearldrake Talisman +3	21017120	m21_01	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7771949	unique_dungeon_pickup	Shadow Keep	Storehouse Cross Message	21017180	m21_01	trusted	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7771982	unique_dungeon_pickup	Shadow Keep	Winged Serpent Helm	21017991	m21_01	trusted	3	gameplay-guide:game8;gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7771979	unique_dungeon_pickup	Shadow Keep	Wrath from Afar	21017780	m21_01	trusted	3	gameplay-guide:game8;gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7773783	unique_dungeon_pickup	Siofra River	Abandoned Merchant's Bell Bearing	400917	m12_02	audited_one_family	1	gameplay-wiki:fextralife	second_independent_identity_region_source
7771153	unique_dungeon_pickup	Siofra River	Ancestral Infant's Head	12027090	m12_02	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7770103	unique_dungeon_pickup	Siofra River	Armorer's Cookbook [6]	67300	m12_02	remaining_unreviewed	0		first_independent_identity_region_source
7770783	unique_dungeon_pickup	Siofra River	Ash of War: Enchanted Shot	540646	m12_02	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7770781	unique_dungeon_pickup	Siofra River	Ash of War: Square Off	540630	m12_02	remaining_unreviewed	0		first_independent_identity_region_source
7770045	unique_dungeon_pickup	Siofra River	Black Whetblade	65720	m12_02	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7771192	unique_dungeon_pickup	Siofra River	Clarifying Horn Charm	12027470	m12_02	remaining_unreviewed	0		first_independent_identity_region_source
7771194	unique_dungeon_pickup	Siofra River	Clarifying Horn Charm +1	12027490	m12_02	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7771187	unique_dungeon_pickup	Siofra River	Crucible Hornshield	12027435	m12_02	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7771389	unique_dungeon_pickup	Siofra River	Ghost-Glovewort Picker's Bell Bearing [1]	12077400	m12_09	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7771399	unique_dungeon_pickup	Siofra River	Ghostflame Torch	12077500	m12_09	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7770780	unique_dungeon_pickup	Siofra River	Great Oracular Bubble	540610	m12_02	audited_one_family	1	gameplay-wiki:fextralife	second_independent_identity_region_source
7771393	unique_dungeon_pickup	Siofra River	Greatshield Soldier Ashes	12077440	m12_08	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7771185	unique_dungeon_pickup	Siofra River	Horn Bow	12027420	m12_02	audited_one_family	1	gameplay-wiki:fextralife	second_independent_identity_region_source
7771157	unique_dungeon_pickup	Siofra River	Inverted Hawk Heater Shield	12027140	m12_02	audited_one_family	1	gameplay-wiki:fextralife	second_independent_identity_region_source
7771150	unique_dungeon_pickup	Siofra River	Marika's Scarseal	12027050	m12_02	audited_one_family	1	gameplay-wiki:fextralife	second_independent_identity_region_source
7771232	unique_dungeon_pickup	Siofra River	Mimic Tear Ashes	12027880	m12_02	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7770116	unique_dungeon_pickup	Siofra River	Missionary's Cookbook [5]	67630	m12_02	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7771147	unique_dungeon_pickup	Siofra River	Mottled Necklace	12027000	m12_02	remaining_unreviewed	0		first_independent_identity_region_source
7771207	unique_dungeon_pickup	Siofra River	Mottled Necklace +1	12027620	m12_02	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7771235	unique_dungeon_pickup	Siofra River	Nox Flowing Hammer	12027910	m12_02	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7770785	unique_dungeon_pickup	Siofra River	Oracle Bubbles	540652	m12_08	audited_one_family	1	gameplay-wiki:fextralife	second_independent_identity_region_source
7770784	unique_dungeon_pickup	Siofra River	Order Healing	540648	m12_02	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7770798	unique_dungeon_pickup	Stormveil	"""Prophecy"" Painting"	580040	m10_00	trusted	2	gameplay-guide:powerpyx;gameplay-guide:redmaw	none_identity_region_trusted
7770867	unique_dungeon_pickup	Stormveil	Arbalest	10007550	m10_00	trusted	3	gameplay-guide:powerpyx;gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7770731	unique_dungeon_pickup	Stormveil	Ash of War: Storm Assault	540170	m10_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7770732	unique_dungeon_pickup	Stormveil	Ash of War: Stormcaller	540172	m10_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7770843	unique_dungeon_pickup	Stormveil	Aspects of the Crucible: Horns	10007295	m10_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7770815	unique_dungeon_pickup	Stormveil	Brick Hammer	10007035	m10_00	trusted	3	gameplay-guide:powerpyx;gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7770858	unique_dungeon_pickup	Stormveil	Chrysalids' Memento	10007450	m10_00	audited_one_family	1	gameplay-wiki:fextralife	second_independent_identity_region_source
7770836	unique_dungeon_pickup	Stormveil	Claw Talisman	10007230	m10_00	trusted	3	gameplay-guide:powerpyx;gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7770868	unique_dungeon_pickup	Stormveil	Commoner's Simple Garb	10007560	m10_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7770910	unique_dungeon_pickup	Stormveil	Curved Sword Talisman	10007975	m10_00	trusted	3	gameplay-guide:powerpyx;gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7770912	unique_dungeon_pickup	Stormveil	Godskin Prayerbook	10007990	m10_00	trusted	3	gameplay-guide:powerpyx;gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7770908	unique_dungeon_pickup	Stormveil	Godslayer's Seal	10007965	m10_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7773705	unique_dungeon_pickup	Stormveil	Gostoc's Bell Bearing	400051	m10_00	remaining_unreviewed	0		first_independent_identity_region_source
7770812	unique_dungeon_pickup	Stormveil	Hawk Crest Wooden Shield	10007015	m10_00	trusted	3	gameplay-guide:powerpyx;gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7770848	unique_dungeon_pickup	Stormveil	Highland Axe	10007340	m10_00	trusted	3	gameplay-guide:powerpyx;gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7770830	unique_dungeon_pickup	Stormveil	Hookclaws	10007180	m10_00	trusted	3	gameplay-guide:powerpyx;gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7770041	unique_dungeon_pickup	Stormveil	Iron Whetblade	65610	m10_00	trusted	3	gameplay-guide:powerpyx;gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7770821	unique_dungeon_pickup	Stormveil	Manor Towershield	10007090	m10_00	trusted	3	gameplay-guide:powerpyx;gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7770822	unique_dungeon_pickup	Stormveil	Marred Leather Shield	10007100	m10_00	trusted	3	gameplay-guide:powerpyx;gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7770846	unique_dungeon_pickup	Stormveil	Marred Wooden Shield	10007320	m10_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7770909	unique_dungeon_pickup	Stormveil	Mimic's Veil	10007970	m10_00	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7770813	unique_dungeon_pickup	Stormveil	Misericorde	10007025	m10_00	trusted	2	gameplay-guide:powerpyx;gameplay-guide:redmaw	none_identity_region_trusted
7770084	unique_dungeon_pickup	Stormveil	Nomadic Warrior's Cookbook [10]	67030	m10_00	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7770874	unique_dungeon_pickup	Stormveil	Pike	10007620	m10_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7770905	unique_dungeon_pickup	Stormveil	Prince of Death's Pustule	10007940	m10_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7770811	unique_dungeon_pickup	Stormveil	Wooden Greatshield	10007005	m10_00	trusted	3	gameplay-guide:powerpyx;gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7770794	unique_dungeon_pickup	Weeping	About Stakes of Marika	550050	m30_00	remaining_unreviewed	0		first_independent_identity_region_source
7770125	unique_dungeon_pickup	Weeping	Nomadic Warrior's Cookbook [8]	67880	m31_02	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7770108	unique_dungeon_pickup	Weeping	Nomadic Warrior's Cookbook [9]	67430	m30_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7772028	unique_dungeon_pickup	Weeping	"Prattling Pate ""Please help"""	30017020	m30_01	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7772026	unique_dungeon_pickup	Weeping	"Prattling Pate ""Thank you"""	30007040	m30_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7774281	unique_field_pickup	Altus	Amber Starlight	1040527000	m60_40_52	audited_one_family	1	gameplay-wiki:fextralife	second_independent_identity_region_source
7770742	unique_field_pickup	Altus	Ash of War: Barbaric Roar	540224	m60_38_51	remaining_unreviewed	0		first_independent_identity_region_source
7770758	unique_field_pickup	Altus	Ash of War: Blood Blade	540306	m60_40_52	trusted	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7770757	unique_field_pickup	Altus	Ash of War: Earthshaker	540304	m60_39_51	remaining_unreviewed	0		first_independent_identity_region_source
7770763	unique_field_pickup	Altus	Ash of War: Golden Parry	540316	m60_44_53	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7770759	unique_field_pickup	Altus	Ash of War: Golden Slam	540308	m60_41_53	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7770760	unique_field_pickup	Altus	Ash of War: Lightning Ram	540310	m60_41_51	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7770764	unique_field_pickup	Altus	Ash of War: Lightning Slash	540318	m60_43_53	trusted	3	gameplay-guide:redmaw;gameplay-wiki:eldenpedia;gameplay-wiki:fextralife	none_identity_region_trusted
7770762	unique_field_pickup	Altus	Ash of War: Prayerful Strike	540314	m60_45_52	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7770755	unique_field_pickup	Altus	Ash of War: Sacred Order	540300	m60_38_51	trusted	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7770756	unique_field_pickup	Altus	Ash of War: Shield Crash	540302	m60_38_51	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7900249	unique_field_pickup	Altus	Battlemage Legwraps	1040557700	m60_39_54	remaining_unreviewed	0		first_independent_identity_region_source
7900248	unique_field_pickup	Altus	Battlemage Manchettes	1040557700	m60_39_54	remaining_unreviewed	0		first_independent_identity_region_source
7900247	unique_field_pickup	Altus	Battlemage Robe	1040557700	m60_39_54	remaining_unreviewed	0		first_independent_identity_region_source
7772769	unique_field_pickup	Altus	Bloody Helice	1040537010	m60_40_53	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7772851	unique_field_pickup	Altus	Celebrant's Skull	1042557000	m60_42_55	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7774254	unique_field_pickup	Altus	Eleonora's Poleblade	1039527700	m60_40_52	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7770709	unique_field_pickup	Altus	Erdtree Greatshield	530335	m60_41_51	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7770806	unique_field_pickup	Altus	Fire's Deadly Sin	580350	m60_43_53	remaining_unreviewed	0		first_independent_identity_region_source
7772849	unique_field_pickup	Altus	Gargoyle's Great Axe	1042517900	m60_41_52	trusted	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7772778	unique_field_pickup	Altus	Giant Rat Ashes	1040557000	m60_39_54	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7774321	unique_field_pickup	Altus	Giant-Crusher	1042507000	m60_41_51	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7772893	unique_field_pickup	Altus	Golden Order Seal	1043507000	m60_41_51	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7774336	unique_field_pickup	Altus	Greatbow	1042547060	m60_42_55	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7774231	unique_field_pickup	Altus	Greatshield Talisman	1038517030	m60_38_51	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7774290	unique_field_pickup	Altus	Haima Glintstone Crown	1040557700	m60_39_54	remaining_unreviewed	0		first_independent_identity_region_source
7770803	unique_field_pickup	Altus	Harp Bow	580320	m60_41_52	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7773776	unique_field_pickup	Altus	Hermit Merchant's Bell Bearing [1]	400909	m60_43_53	remaining_unreviewed	0		first_independent_identity_region_source
7774312	unique_field_pickup	Altus	Icon Shield	1041537080	m60_41_53	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7770117	unique_field_pickup	Altus	Missionary's Cookbook [4]	67640	m60_41_51	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7770578	unique_field_pickup	Altus	Nagakiba with Ash of War: Piercing Fang	400163	m60_40_52	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7774317	unique_field_pickup	Altus	Navy Hood	1041557020	m60_42_55	audited_one_family	1	gameplay-wiki:eldenpedia	second_independent_identity_region_source
