param	ordinal	column	type
HitEffectSeParam	61	None_Thrust_LL	UNKNOWN
HitEffectSeParam	62	None_Blow_S	UNKNOWN
HitEffectSeParam	63	None_Blow_L	UNKNOWN
HitEffectSeParam	64	None_Blow_LL	UNKNOWN
HitEffectSeParam	65	Dmy1_Slash_S	UNKNOWN
HitEffectSeParam	66	Dmy1_Slash_L	UNKNOWN
HitEffectSeParam	67	Dmy1_Slash_LL	UNKNOWN
HitEffectSeParam	68	Dmy1_Thrust_S	UNKNOWN
HitEffectSeParam	69	Dmy1_Thrust_L	UNKNOWN
HitEffectSeParam	70	Dmy1_Thrust_LL	UNKNOWN
HitEffectSeParam	71	Dmy1_Blow_S	UNKNOWN
HitEffectSeParam	72	Dmy1_Blow_L	UNKNOWN
HitEffectSeParam	73	Dmy1_Blow_LL	UNKNOWN
HitEffectSeParam	74	Dmy2_Slash_S	UNKNOWN
HitEffectSeParam	75	Dmy2_Slash_L	UNKNOWN
HitEffectSeParam	76	Dmy2_Slash_LL	UNKNOWN
HitEffectSeParam	77	Dmy2_Thrust_S	UNKNOWN
HitEffectSeParam	78	Dmy2_Thrust_L	UNKNOWN
HitEffectSeParam	79	Dmy2_Thrust_LL	UNKNOWN
HitEffectSeParam	80	Dmy2_Blow_S	UNKNOWN
HitEffectSeParam	81	Dmy2_Blow_L	UNKNOWN
HitEffectSeParam	82	Dmy2_Blow_LL	UNKNOWN
HitEffectSeParam	83	Dmy3_Slash_S	UNKNOWN
HitEffectSeParam	84	Dmy3_Slash_L	UNKNOWN
HitEffectSeParam	85	Dmy3_Slash_LL	UNKNOWN
HitEffectSeParam	86	Dmy3_Thrust_S	UNKNOWN
HitEffectSeParam	87	Dmy3_Thrust_L	UNKNOWN
HitEffectSeParam	88	Dmy3_Thrust_LL	UNKNOWN
HitEffectSeParam	89	Dmy3_Blow_S	UNKNOWN
HitEffectSeParam	90	Dmy3_Blow_L	UNKNOWN
HitEffectSeParam	91	Dmy3_Blow_LL	UNKNOWN
HitEffectSeParam	92	Maggot_Slash_S	UNKNOWN
HitEffectSeParam	93	Maggot_Slash_L	UNKNOWN
HitEffectSeParam	94	Maggot_Slash_LL	UNKNOWN
HitEffectSeParam	95	Maggot_Thrust_S	UNKNOWN
HitEffectSeParam	96	Maggot_Thrust_L	UNKNOWN
HitEffectSeParam	97	Maggot_Thrust_LL	UNKNOWN
HitEffectSeParam	98	Maggot_Blow_S	UNKNOWN
HitEffectSeParam	99	Maggot_Blow_L	UNKNOWN
HitEffectSeParam	100	Maggot_Blow_LL	UNKNOWN
HitEffectSeParam	101	Wax_Slash_S	UNKNOWN
HitEffectSeParam	102	Wax_Slash_L	UNKNOWN
HitEffectSeParam	103	Wax_Slash_LL	UNKNOWN
HitEffectSeParam	104	Wax_Thrust_S	UNKNOWN
HitEffectSeParam	105	Wax_Thrust_L	UNKNOWN
HitEffectSeParam	106	Wax_Thrust_LL	UNKNOWN
HitEffectSeParam	107	Wax_Blow_S	UNKNOWN
HitEffectSeParam	108	Wax_Blow_L	UNKNOWN
HitEffectSeParam	109	Wax_Blow_LL	UNKNOWN
HitEffectSeParam	110	FireFlame_Slash_S	UNKNOWN
HitEffectSeParam	111	FireFlame_Slash_L	UNKNOWN
HitEffectSeParam	112	FireFlame_Slash_LL	UNKNOWN
HitEffectSeParam	113	FireFlame_Thrust_S	UNKNOWN
HitEffectSeParam	114	FireFlame_Thrust_L	UNKNOWN
HitEffectSeParam	115	FireFlame_Thrust_LL	UNKNOWN
HitEffectSeParam	116	FireFlame_Blow_S	UNKNOWN
HitEffectSeParam	117	FireFlame_Blow_L	UNKNOWN
HitEffectSeParam	118	FireFlame_Blow_LL	UNKNOWN
HitEffectSeParam	119	EclipseGas_Slash_S	UNKNOWN
HitEffectSeParam	120	EclipseGas_Slash_L	UNKNOWN
HitEffectSeParam	121	EclipseGas_Slash_LL	UNKNOWN
HitEffectSeParam	122	EclipseGas_Thrust_S	UNKNOWN
HitEffectSeParam	123	EclipseGas_Thrust_L	UNKNOWN
HitEffectSeParam	124	EclipseGas_Thrust_LL	UNKNOWN
HitEffectSeParam	125	EclipseGas_Blow_S	UNKNOWN
HitEffectSeParam	126	EclipseGas_Blow_L	UNKNOWN
HitEffectSeParam	127	EclipseGas_Blow_LL	UNKNOWN
HitEffectSeParam	128	EnergyStrong_Slash_S	UNKNOWN
HitEffectSeParam	129	EnergyStrong_Slash_L	UNKNOWN
HitEffectSeParam	130	EnergyStrong_Slash_LL	UNKNOWN
HitEffectSeParam	131	EnergyStrong_Thrust_S	UNKNOWN
HitEffectSeParam	132	EnergyStrong_Thrust_L	UNKNOWN
HitEffectSeParam	133	EnergyStrong_Thrust_LL	UNKNOWN
HitEffectSeParam	134	EnergyStrong_Blow_S	UNKNOWN
HitEffectSeParam	135	EnergyStrong_Blow_L	UNKNOWN
HitEffectSeParam	136	EnergyStrong_Blow_LL	UNKNOWN
HitEffectSeParam	137	reserve	UNKNOWN
HitEffectSeParam	138		UNKNOWN
HitEffectSfxConceptParam	0	ID	UNKNOWN
HitEffectSfxConceptParam	1	Name	UNKNOWN
HitEffectSfxConceptParam	2	atkIron_1	UNKNOWN
HitEffectSfxConceptParam	3	atkIron_2	UNKNOWN
HitEffectSfxConceptParam	4	atkLeather_1	UNKNOWN
HitEffectSfxConceptParam	5	atkLeather_2	UNKNOWN
HitEffectSfxConceptParam	6	atkWood_1	UNKNOWN
HitEffectSfxConceptParam	7	atkWood_2	UNKNOWN
HitEffectSfxConceptParam	8	atkBody_1	UNKNOWN
HitEffectSfxConceptParam	9	atkBody_2	UNKNOWN
HitEffectSfxConceptParam	10	atkStone_1	UNKNOWN
HitEffectSfxConceptParam	11	atkStone_2	UNKNOWN
HitEffectSfxConceptParam	12	pad	UNKNOWN
HitEffectSfxConceptParam	13	atkNone_1	UNKNOWN
HitEffectSfxConceptParam	14	atkNone_2	UNKNOWN
HitEffectSfxConceptParam	15	reserve	UNKNOWN
HitEffectSfxConceptParam	16		UNKNOWN
HitEffectSfxParam	0	ID	UNKNOWN
HitEffectSfxParam	1	Name	UNKNOWN
HitEffectSfxParam	2	Slash_Normal	UNKNOWN
HitEffectSfxParam	3	Slash_S	UNKNOWN
HitEffectSfxParam	4	Slash_L	UNKNOWN
HitEffectSfxParam	5	Slash_Specific1	UNKNOWN
HitEffectSfxParam	6	Slash_Specific2	UNKNOWN
HitEffectSfxParam	7	Blow_Normal	UNKNOWN
HitEffectSfxParam	8	Blow_S	UNKNOWN
HitEffectSfxParam	9	Blow_L	UNKNOWN
HitEffectSfxParam	10	Blow_Specific1	UNKNOWN
HitEffectSfxParam	11	Blow_Specific2	UNKNOWN
HitEffectSfxParam	12	Thrust_Normal	UNKNOWN
HitEffectSfxParam	13	Thrust_S	UNKNOWN
HitEffectSfxParam	14	Thrust_L	UNKNOWN
HitEffectSfxParam	15	Thrust_Specific1	UNKNOWN
HitEffectSfxParam	16	Thrust_Specific2	UNKNOWN
HitEffectSfxParam	17	Neutral_Normal	UNKNOWN
HitEffectSfxParam	18	Neutral_S	UNKNOWN
HitEffectSfxParam	19	Neutral_L	UNKNOWN
HitEffectSfxParam	20	Neutral_Specific1	UNKNOWN
HitEffectSfxParam	21	Neutral_Specific2	UNKNOWN
HitEffectSfxParam	22		UNKNOWN
HitMtrlParam	0	ID	UNKNOWN
HitMtrlParam	1	Name	UNKNOWN
HitMtrlParam	2	aiVolumeRate	UNKNOWN
HitMtrlParam	3	spEffectIdOnHit0	UNKNOWN
HitMtrlParam	4	spEffectIdOnHit1	UNKNOWN
HitMtrlParam	5	footEffectHeightType	UNKNOWN
HitMtrlParam	6	footEffectDirType	UNKNOWN
HitMtrlParam	7	floorHeightType	UNKNOWN
HitMtrlParam	8	disableFallDamage	UNKNOWN
HitMtrlParam	9	isHardnessForSoundReverb	UNKNOWN
HitMtrlParam	10	hardnessType	UNKNOWN
HitMtrlParam	11	pad2	UNKNOWN
HitMtrlParam	12	spEffectIdOnHit0_ClearCount_2	UNKNOWN
HitMtrlParam	13	spEffectIdOnHit0_ClearCount_3	UNKNOWN
HitMtrlParam	14	spEffectIdOnHit0_ClearCount_4	UNKNOWN
HitMtrlParam	15	spEffectIdOnHit0_ClearCount_5	UNKNOWN
HitMtrlParam	16	spEffectIdOnHit0_ClearCount_6	UNKNOWN
HitMtrlParam	17	spEffectIdOnHit0_ClearCount_7	UNKNOWN
HitMtrlParam	18	spEffectIdOnHit0_ClearCount_8	UNKNOWN
HitMtrlParam	19	spEffectIdOnHit1_ClearCount_2	UNKNOWN
HitMtrlParam	20	spEffectIdOnHit1_ClearCount_3	UNKNOWN
HitMtrlParam	21	spEffectIdOnHit1_ClearCount_4	UNKNOWN
HitMtrlParam	22	spEffectIdOnHit1_ClearCount_5	UNKNOWN
HitMtrlParam	23	spEffectIdOnHit1_ClearCount_6	UNKNOWN
HitMtrlParam	24	spEffectIdOnHit1_ClearCount_7	UNKNOWN
HitMtrlParam	25	spEffectIdOnHit1_ClearCount_8	UNKNOWN
HitMtrlParam	26	replaceMateiralId_Rain	UNKNOWN
HitMtrlParam	27	pad4	UNKNOWN
HitMtrlParam	28	spEffectId_forWet00	UNKNOWN
HitMtrlParam	29	spEffectId_forWet01	UNKNOWN
HitMtrlParam	30	spEffectId_forWet02	UNKNOWN
HitMtrlParam	31	spEffectId_forWet03	UNKNOWN
HitMtrlParam	32	spEffectId_forWet04	UNKNOWN
HitMtrlParam	33		UNKNOWN
HPEstusFlaskRecoveryParam	0	ID	UNKNOWN
HPEstusFlaskRecoveryParam	1	Name	UNKNOWN
HPEstusFlaskRecoveryParam	2	host	UNKNOWN
HPEstusFlaskRecoveryParam	3	invadeOrb_None	UNKNOWN
HPEstusFlaskRecoveryParam	4	invadeOrb_Umbasa	UNKNOWN
HPEstusFlaskRecoveryParam	5	invadeOrb_Berserker	UNKNOWN
HPEstusFlaskRecoveryParam	6	invadeOrb_Sinners	UNKNOWN
HPEstusFlaskRecoveryParam	7	invadeSign_None	UNKNOWN
HPEstusFlaskRecoveryParam	8	invadeSign_Umbasa	UNKNOWN
HPEstusFlaskRecoveryParam	9	invadeSign_Berserker	UNKNOWN
HPEstusFlaskRecoveryParam	10	invadeSign_Sinners	UNKNOWN
HPEstusFlaskRecoveryParam	11	invadeRing_Sinners	UNKNOWN
HPEstusFlaskRecoveryParam	12	invadeRing_Rosalia	UNKNOWN
HPEstusFlaskRecoveryParam	13	invadeRing_Forest	UNKNOWN
HPEstusFlaskRecoveryParam	14	coopSign_None	UNKNOWN
HPEstusFlaskRecoveryParam	15	coopSign_Umbasa	UNKNOWN
HPEstusFlaskRecoveryParam	16	coopSign_Berserker	UNKNOWN
HPEstusFlaskRecoveryParam	17	coopSign_Sinners	UNKNOWN
HPEstusFlaskRecoveryParam	18	coopRing_RedHunter	UNKNOWN
HPEstusFlaskRecoveryParam	19	invadeRing_Anor	UNKNOWN
HPEstusFlaskRecoveryParam	20	paramReplaceRate	UNKNOWN
HPEstusFlaskRecoveryParam	21	paramReplaceId	UNKNOWN
HPEstusFlaskRecoveryParam	22	pad	UNKNOWN
HPEstusFlaskRecoveryParam	23		UNKNOWN
ItemLotParam_enemy	0	ID	UNKNOWN
ItemLotParam_enemy	1	Name	UNKNOWN
ItemLotParam_enemy	2	lotItemId01	UNKNOWN
ItemLotParam_enemy	3	lotItemId02	UNKNOWN
ItemLotParam_enemy	4	lotItemId03	UNKNOWN
ItemLotParam_enemy	5	lotItemId04	UNKNOWN
ItemLotParam_enemy	6	lotItemId05	UNKNOWN
ItemLotParam_enemy	7	lotItemId06	UNKNOWN
ItemLotParam_enemy	8	lotItemId07	UNKNOWN
ItemLotParam_enemy	9	lotItemId08	UNKNOWN
ItemLotParam_enemy	10	lotItemCategory01	UNKNOWN
ItemLotParam_enemy	11	lotItemCategory02	UNKNOWN
ItemLotParam_enemy	12	lotItemCategory03	UNKNOWN
ItemLotParam_enemy	13	lotItemCategory04	UNKNOWN
ItemLotParam_enemy	14	lotItemCategory05	UNKNOWN
ItemLotParam_enemy	15	lotItemCategory06	UNKNOWN
ItemLotParam_enemy	16	lotItemCategory07	UNKNOWN
ItemLotParam_enemy	17	lotItemCategory08	UNKNOWN
ItemLotParam_enemy	18	lotItemBasePoint01	UNKNOWN
ItemLotParam_enemy	19	lotItemBasePoint02	UNKNOWN
ItemLotParam_enemy	20	lotItemBasePoint03	UNKNOWN
ItemLotParam_enemy	21	lotItemBasePoint04	UNKNOWN
ItemLotParam_enemy	22	lotItemBasePoint05	UNKNOWN
ItemLotParam_enemy	23	lotItemBasePoint06	UNKNOWN
ItemLotParam_enemy	24	lotItemBasePoint07	UNKNOWN
ItemLotParam_enemy	25	lotItemBasePoint08	UNKNOWN
ItemLotParam_enemy	26	cumulateLotPoint01	UNKNOWN
ItemLotParam_enemy	27	cumulateLotPoint02	UNKNOWN
ItemLotParam_enemy	28	cumulateLotPoint03	UNKNOWN
ItemLotParam_enemy	29	cumulateLotPoint04	UNKNOWN
ItemLotParam_enemy	30	cumulateLotPoint05	UNKNOWN
ItemLotParam_enemy	31	cumulateLotPoint06	UNKNOWN
ItemLotParam_enemy	32	cumulateLotPoint07	UNKNOWN
ItemLotParam_enemy	33	cumulateLotPoint08	UNKNOWN
ItemLotParam_enemy	34	getItemFlagId01	UNKNOWN
ItemLotParam_enemy	35	getItemFlagId02	UNKNOWN
ItemLotParam_enemy	36	getItemFlagId03	UNKNOWN
ItemLotParam_enemy	37	getItemFlagId04	UNKNOWN
ItemLotParam_enemy	38	getItemFlagId05	UNKNOWN
ItemLotParam_enemy	39	getItemFlagId06	UNKNOWN
ItemLotParam_enemy	40	getItemFlagId07	UNKNOWN
ItemLotParam_enemy	41	getItemFlagId08	UNKNOWN
ItemLotParam_enemy	42	getItemFlagId	UNKNOWN
ItemLotParam_enemy	43	cumulateNumFlagId	UNKNOWN
ItemLotParam_enemy	44	cumulateNumMax	UNKNOWN
ItemLotParam_enemy	45	lotItem_Rarity	UNKNOWN
ItemLotParam_enemy	46	lotItemNum01	UNKNOWN
ItemLotParam_enemy	47	lotItemNum02	UNKNOWN
ItemLotParam_enemy	48	lotItemNum03	UNKNOWN
ItemLotParam_enemy	49	lotItemNum04	UNKNOWN
ItemLotParam_enemy	50	lotItemNum05	UNKNOWN
ItemLotParam_enemy	51	lotItemNum06	UNKNOWN
ItemLotParam_enemy	52	lotItemNum07	UNKNOWN
ItemLotParam_enemy	53	lotItemNum08	UNKNOWN
ItemLotParam_enemy	54	enableLuck01	UNKNOWN
ItemLotParam_enemy	55	enableLuck02	UNKNOWN
ItemLotParam_enemy	56	enableLuck03	UNKNOWN
ItemLotParam_enemy	57	enableLuck04	UNKNOWN
ItemLotParam_enemy	58	enableLuck05	UNKNOWN
ItemLotParam_enemy	59	enableLuck06	UNKNOWN
ItemLotParam_enemy	60	enableLuck07	UNKNOWN
ItemLotParam_enemy	61	enableLuck08	UNKNOWN
ItemLotParam_enemy	62	cumulateReset01	UNKNOWN
ItemLotParam_enemy	63	cumulateReset02	UNKNOWN
ItemLotParam_enemy	64	cumulateReset03	UNKNOWN
ItemLotParam_enemy	65	cumulateReset04	UNKNOWN
ItemLotParam_enemy	66	cumulateReset05	UNKNOWN
ItemLotParam_enemy	67	cumulateReset06	UNKNOWN
ItemLotParam_enemy	68	cumulateReset07	UNKNOWN
ItemLotParam_enemy	69	cumulateReset08	UNKNOWN
ItemLotParam_enemy	70	GameClearOffset	UNKNOWN
ItemLotParam_enemy	71	canExecByFriendlyGhost	UNKNOWN
ItemLotParam_enemy	72	canExecByHostileGhost	UNKNOWN
ItemLotParam_enemy	73	PAD1	UNKNOWN
ItemLotParam_enemy	74	PAD2	UNKNOWN
ItemLotParam_enemy	75		UNKNOWN
ItemLotParam_map	0	ID	UNKNOWN
ItemLotParam_map	1	Name	UNKNOWN
ItemLotParam_map	2	lotItemId01	UNKNOWN
ItemLotParam_map	3	lotItemId02	UNKNOWN
ItemLotParam_map	4	lotItemId03	UNKNOWN
ItemLotParam_map	5	lotItemId04	UNKNOWN
ItemLotParam_map	6	lotItemId05	UNKNOWN
ItemLotParam_map	7	lotItemId06	UNKNOWN
ItemLotParam_map	8	lotItemId07	UNKNOWN
ItemLotParam_map	9	lotItemId08	UNKNOWN
ItemLotParam_map	10	lotItemCategory01	UNKNOWN
ItemLotParam_map	11	lotItemCategory02	UNKNOWN
ItemLotParam_map	12	lotItemCategory03	UNKNOWN
ItemLotParam_map	13	lotItemCategory04	UNKNOWN
ItemLotParam_map	14	lotItemCategory05	UNKNOWN
ItemLotParam_map	15	lotItemCategory06	UNKNOWN
ItemLotParam_map	16	lotItemCategory07	UNKNOWN
ItemLotParam_map	17	lotItemCategory08	UNKNOWN
ItemLotParam_map	18	lotItemBasePoint01	UNKNOWN
ItemLotParam_map	19	lotItemBasePoint02	UNKNOWN
ItemLotParam_map	20	lotItemBasePoint03	UNKNOWN
ItemLotParam_map	21	lotItemBasePoint04	UNKNOWN
ItemLotParam_map	22	lotItemBasePoint05	UNKNOWN
ItemLotParam_map	23	lotItemBasePoint06	UNKNOWN
ItemLotParam_map	24	lotItemBasePoint07	UNKNOWN
ItemLotParam_map	25	lotItemBasePoint08	UNKNOWN
ItemLotParam_map	26	cumulateLotPoint01	UNKNOWN
ItemLotParam_map	27	cumulateLotPoint02	UNKNOWN
ItemLotParam_map	28	cumulateLotPoint03	UNKNOWN
ItemLotParam_map	29	cumulateLotPoint04	UNKNOWN
ItemLotParam_map	30	cumulateLotPoint05	UNKNOWN
ItemLotParam_map	31	cumulateLotPoint06	UNKNOWN
ItemLotParam_map	32	cumulateLotPoint07	UNKNOWN
ItemLotParam_map	33	cumulateLotPoint08	UNKNOWN
ItemLotParam_map	34	getItemFlagId01	UNKNOWN
ItemLotParam_map	35	getItemFlagId02	UNKNOWN
ItemLotParam_map	36	getItemFlagId03	UNKNOWN
ItemLotParam_map	37	getItemFlagId04	UNKNOWN
ItemLotParam_map	38	getItemFlagId05	UNKNOWN
ItemLotParam_map	39	getItemFlagId06	UNKNOWN
ItemLotParam_map	40	getItemFlagId07	UNKNOWN
ItemLotParam_map	41	getItemFlagId08	UNKNOWN
ItemLotParam_map	42	getItemFlagId	UNKNOWN
ItemLotParam_map	43	cumulateNumFlagId	UNKNOWN
ItemLotParam_map	44	cumulateNumMax	UNKNOWN
ItemLotParam_map	45	lotItem_Rarity	UNKNOWN
ItemLotParam_map	46	lotItemNum01	UNKNOWN
ItemLotParam_map	47	lotItemNum02	UNKNOWN
ItemLotParam_map	48	lotItemNum03	UNKNOWN
ItemLotParam_map	49	lotItemNum04	UNKNOWN
ItemLotParam_map	50	lotItemNum05	UNKNOWN
ItemLotParam_map	51	lotItemNum06	UNKNOWN
ItemLotParam_map	52	lotItemNum07	UNKNOWN
ItemLotParam_map	53	lotItemNum08	UNKNOWN
ItemLotParam_map	54	enableLuck01	UNKNOWN
ItemLotParam_map	55	enableLuck02	UNKNOWN
ItemLotParam_map	56	enableLuck03	UNKNOWN
ItemLotParam_map	57	enableLuck04	UNKNOWN
ItemLotParam_map	58	enableLuck05	UNKNOWN
ItemLotParam_map	59	enableLuck06	UNKNOWN
ItemLotParam_map	60	enableLuck07	UNKNOWN
ItemLotParam_map	61	enableLuck08	UNKNOWN
ItemLotParam_map	62	cumulateReset01	UNKNOWN
ItemLotParam_map	63	cumulateReset02	UNKNOWN
ItemLotParam_map	64	cumulateReset03	UNKNOWN
ItemLotParam_map	65	cumulateReset04	UNKNOWN
ItemLotParam_map	66	cumulateReset05	UNKNOWN
ItemLotParam_map	67	cumulateReset06	UNKNOWN
ItemLotParam_map	68	cumulateReset07	UNKNOWN
ItemLotParam_map	69	cumulateReset08	UNKNOWN
ItemLotParam_map	70	GameClearOffset	UNKNOWN
ItemLotParam_map	71	canExecByFriendlyGhost	UNKNOWN
ItemLotParam_map	72	canExecByHostileGhost	UNKNOWN
ItemLotParam_map	73	PAD1	UNKNOWN
ItemLotParam_map	74	PAD2	UNKNOWN
ItemLotParam_map	75		UNKNOWN
KeyAssignMenuItemParam	0	ID	UNKNOWN
KeyAssignMenuItemParam	1	Name	UNKNOWN
KeyAssignMenuItemParam	2	textID	UNKNOWN
KeyAssignMenuItemParam	3	key	UNKNOWN
KeyAssignMenuItemParam	4	enableUnassign	UNKNOWN
KeyAssignMenuItemParam	5	enablePadConfig	UNKNOWN
KeyAssignMenuItemParam	6	enableMouseConfig	UNKNOWN
KeyAssignMenuItemParam	7	group	UNKNOWN
KeyAssignMenuItemParam	8	mappingTextID	UNKNOWN
KeyAssignMenuItemParam	9	viewPad	UNKNOWN
KeyAssignMenuItemParam	10	viewKeyboardMouse	UNKNOWN
KeyAssignMenuItemParam	11	padding	UNKNOWN
KeyAssignMenuItemParam	12		UNKNOWN
KeyAssignParam_TypeA	0	ID	UNKNOWN
KeyAssignParam_TypeA	1	Name	UNKNOWN
KeyAssignParam_TypeA	2	padKeyId	UNKNOWN
KeyAssignParam_TypeA	3	keyboardModifyKey	UNKNOWN
KeyAssignParam_TypeA	4	keyboardKeyId	UNKNOWN
KeyAssignParam_TypeA	5	mouseModifyKey	UNKNOWN
KeyAssignParam_TypeA	6	mouseKeyId	UNKNOWN
KeyAssignParam_TypeA	7	reserved	UNKNOWN
KeyAssignParam_TypeA	8		UNKNOWN
KeyAssignParam_TypeB	0	ID	UNKNOWN
KeyAssignParam_TypeB	1	Name	UNKNOWN
KeyAssignParam_TypeB	2	padKeyId	UNKNOWN
KeyAssignParam_TypeB	3	keyboardModifyKey	UNKNOWN
KeyAssignParam_TypeB	4	keyboardKeyId	UNKNOWN
KeyAssignParam_TypeB	5	mouseModifyKey	UNKNOWN
KeyAssignParam_TypeB	6	mouseKeyId	UNKNOWN
KeyAssignParam_TypeB	7	reserved	UNKNOWN
KeyAssignParam_TypeB	8		UNKNOWN
KeyAssignParam_TypeC	0	ID	UNKNOWN
KeyAssignParam_TypeC	1	Name	UNKNOWN
KeyAssignParam_TypeC	2	padKeyId	UNKNOWN
KeyAssignParam_TypeC	3	keyboardModifyKey	UNKNOWN
KeyAssignParam_TypeC	4	keyboardKeyId	UNKNOWN
KeyAssignParam_TypeC	5	mouseModifyKey	UNKNOWN
KeyAssignParam_TypeC	6	mouseKeyId	UNKNOWN
KeyAssignParam_TypeC	7	reserved	UNKNOWN
KeyAssignParam_TypeC	8		UNKNOWN
KnockBackParam	0	ID	UNKNOWN
KnockBackParam	1	Name	UNKNOWN
KnockBackParam	2	damage_Min_ContTime	UNKNOWN
KnockBackParam	3	damage_S_ContTime	UNKNOWN
KnockBackParam	4	damage_M_ContTime	UNKNOWN
KnockBackParam	5	damage_L_ContTime	UNKNOWN
KnockBackParam	6	damage_BlowS_ContTime	UNKNOWN
KnockBackParam	7	damage_BlowM_ContTime	UNKNOWN
KnockBackParam	8	damage_Strike_ContTime	UNKNOWN
KnockBackParam	9	damage_Uppercut_ContTime	UNKNOWN
KnockBackParam	10	damage_Push_ContTime	UNKNOWN
KnockBackParam	11	damage_Breath_ContTime	UNKNOWN
KnockBackParam	12	damage_HeadShot_ContTime	UNKNOWN
KnockBackParam	13	guard_S_ContTime	UNKNOWN
KnockBackParam	14	guard_L_ContTime	UNKNOWN
KnockBackParam	15	guard_LL_ContTime	UNKNOWN
KnockBackParam	16	guardBrake_ContTime	UNKNOWN
KnockBackParam	17	damage_Min_DecTime	UNKNOWN
KnockBackParam	18	damage_S_DecTime	UNKNOWN
KnockBackParam	19	damage_M_DecTime	UNKNOWN
KnockBackParam	20	damage_L_DecTime	UNKNOWN
KnockBackParam	21	damage_BlowS_DecTime	UNKNOWN
KnockBackParam	22	damage_BlowM_DecTime	UNKNOWN
KnockBackParam	23	damage_Strike_DecTime	UNKNOWN
KnockBackParam	24	damage_Uppercut_DecTime	UNKNOWN
KnockBackParam	25	damage_Push_DecTime	UNKNOWN
KnockBackParam	26	damage_Breath_DecTime	UNKNOWN
KnockBackParam	27	damage_HeadShot_DecTime	UNKNOWN
KnockBackParam	28	guard_S_DecTime	UNKNOWN
KnockBackParam	29	guard_L_DecTime	UNKNOWN
KnockBackParam	30	guard_LL_DecTime	UNKNOWN
KnockBackParam	31	guardBrake_DecTime	UNKNOWN
KnockBackParam	32	pad	UNKNOWN
KnockBackParam	33		UNKNOWN
KnowledgeLoadScreenItemParam	0	ID	UNKNOWN
KnowledgeLoadScreenItemParam	1	Name	UNKNOWN
KnowledgeLoadScreenItemParam	2	disableParam_NT	UNKNOWN
KnowledgeLoadScreenItemParam	3	disableParamReserve1	UNKNOWN
KnowledgeLoadScreenItemParam	4	disableParamReserve2	UNKNOWN
KnowledgeLoadScreenItemParam	5	unlockFlagId	UNKNOWN
KnowledgeLoadScreenItemParam	6	invalidFlagId	UNKNOWN
KnowledgeLoadScreenItemParam	7	msgId	UNKNOWN
KnowledgeLoadScreenItemParam	8		UNKNOWN
LegacyDistantViewPartsReplaceParam	0	ID	UNKNOWN
LegacyDistantViewPartsReplaceParam	1	Name	UNKNOWN
LegacyDistantViewPartsReplaceParam	2	TargetMapId	UNKNOWN
LegacyDistantViewPartsReplaceParam	3	TargetEventId	UNKNOWN
LegacyDistantViewPartsReplaceParam	4	SrcAssetId	UNKNOWN
LegacyDistantViewPartsReplaceParam	5	SrcAssetPartsNo	UNKNOWN
LegacyDistantViewPartsReplaceParam	6	DstAssetId	UNKNOWN
LegacyDistantViewPartsReplaceParam	7	DstAssetPartsNo	UNKNOWN
LegacyDistantViewPartsReplaceParam	8	SrcAssetIdRangeMin	UNKNOWN
LegacyDistantViewPartsReplaceParam	9	SrcAssetIdRangeMax	UNKNOWN
LegacyDistantViewPartsReplaceParam	10	DstAssetIdRangeMin	UNKNOWN
LegacyDistantViewPartsReplaceParam	11	DstAssetIdRangeMax	UNKNOWN
LegacyDistantViewPartsReplaceParam	12	LimitedMapRegionId0	UNKNOWN
LegacyDistantViewPartsReplaceParam	13	LimitedMapRegionId1	UNKNOWN
LegacyDistantViewPartsReplaceParam	14	LimitedMapRegionId2	UNKNOWN
LegacyDistantViewPartsReplaceParam	15	LimitedMapRegionId3	UNKNOWN
LegacyDistantViewPartsReplaceParam	16	reserve	UNKNOWN
LegacyDistantViewPartsReplaceParam	17	LimitedMapRegionAssetId	UNKNOWN
LegacyDistantViewPartsReplaceParam	18	LimitedMapRegioAssetPartsNo	UNKNOWN
LegacyDistantViewPartsReplaceParam	19	LimitedMapRegioAssetIdRangeMin	UNKNOWN
LegacyDistantViewPartsReplaceParam	20	LimitedMapRegioAssetIdRangeMax	UNKNOWN
LegacyDistantViewPartsReplaceParam	21		UNKNOWN
LoadBalancerDrawDistScaleParam	0	ID	UNKNOWN
LoadBalancerDrawDistScaleParam	1	Name	UNKNOWN
LoadBalancerDrawDistScaleParam	2	Lv00	UNKNOWN
LoadBalancerDrawDistScaleParam	3	Lv01	UNKNOWN
LoadBalancerDrawDistScaleParam	4	Lv02	UNKNOWN
LoadBalancerDrawDistScaleParam	5	Lv03	UNKNOWN
LoadBalancerDrawDistScaleParam	6	Lv04	UNKNOWN
LoadBalancerDrawDistScaleParam	7	Lv05	UNKNOWN
LoadBalancerDrawDistScaleParam	8	Lv06	UNKNOWN
LoadBalancerDrawDistScaleParam	9	Lv07	UNKNOWN
LoadBalancerDrawDistScaleParam	10	Lv08	UNKNOWN
LoadBalancerDrawDistScaleParam	11	Lv09	UNKNOWN
LoadBalancerDrawDistScaleParam	12	Lv10	UNKNOWN
LoadBalancerDrawDistScaleParam	13	Lv11	UNKNOWN
LoadBalancerDrawDistScaleParam	14	Lv12	UNKNOWN
LoadBalancerDrawDistScaleParam	15	Lv13	UNKNOWN
LoadBalancerDrawDistScaleParam	16	Lv14	UNKNOWN
