column	n_params	params
guardStatusCorrect_MaxStatusVal	1	PlayerCommonParam
guard_LL_ContTime	1	KnockBackParam
guard_LL_DecTime	1	KnockBackParam
guard_L_ContTime	1	KnockBackParam
guard_L_DecTime	1	KnockBackParam
guard_S_ContTime	1	KnockBackParam
guard_S_DecTime	1	KnockBackParam
guardianOfAnolisVisitor	1	NetworkMsgParam
guardianOfBossVisitor	1	NetworkMsgParam
guardianOfForestMapVisitor	1	NetworkMsgParam
guardmotionCategory	1	EquipParamWeapon
guestLeaveSessionDist	1	GameSystemCommonParam
guestLeavingMessageDistMax	1	GameSystemCommonParam
guestLeavingMessageDistMin	1	GameSystemCommonParam
guestPlayerNoTimeOutTime	1	NetworkParam
guestResummonDist	1	GameSystemCommonParam
guestUpdateTime	1	NetworkParam
h	1	MenuColorTableParam
hair_color_B	2	FaceParam,FaceRangeParam
hair_color_G	2	FaceParam,FaceRangeParam
hair_color_R	2	FaceParam,FaceRangeParam
hair_partsId	2	FaceParam,FaceRangeParam
hair_rootBlack	2	FaceParam,FaceRangeParam
hair_shininess	2	FaceParam,FaceRangeParam
hair_whiteDensity	2	FaceParam,FaceRangeParam
halfCamouflage	1	SpEffectVfxParam
hangPosType	1	WepAbsorpPosParam
hardnessType	1	HitMtrlParam
hasSpEffectType	1	Magic
hasTarget	1	SpEffectParam
haveSoulRate	1	SpEffectParam
havok_anim	1	BudgetParam
havok_hit	1	BudgetParam
havok_ins	1	BudgetParam
havok_navimesh	1	BudgetParam
headEquip	1	EquipParamProtector
hearingAiSoundLevel	1	SpEffectParam
hearingHeadSize	1	NpcParam
hearingSearchAdd	1	SpEffectParam
hearingSearchCutIgnore	1	SpEffectParam
hearingSearchEnemyAdd	1	SpEffectParam
hearingSearchEnemyRate	1	SpEffectParam
hearingSearchRate	1	SpEffectParam
height	1	ActionButtonParam
heightTextureId	1	DecalParam
helpTextId	1	CharMakeMenuTopParam
heroPoint	2	BehaviorParam,BehaviorParam_PC
heroPointDamage	1	SpEffectParam
highPrecisionNormalEnabled	3	Gconfig_ShaderQuality,Gconfig_ShaderQuality_ps4,Gconfig_ShaderQuality_xboxone
hit0_DmyPoly1	2	AtkParam_Npc,AtkParam_Pc
hit0_DmyPoly2	2	AtkParam_Npc,AtkParam_Pc
hit0_Radius	2	AtkParam_Npc,AtkParam_Pc
hit0_hitType	2	AtkParam_Npc,AtkParam_Pc
hit10_DmyPoly1	2	AtkParam_Npc,AtkParam_Pc
hit10_DmyPoly2	2	AtkParam_Npc,AtkParam_Pc
hit10_Radius	2	AtkParam_Npc,AtkParam_Pc
hit10_hitType	2	AtkParam_Npc,AtkParam_Pc
hit11_DmyPoly1	2	AtkParam_Npc,AtkParam_Pc
hit11_DmyPoly2	2	AtkParam_Npc,AtkParam_Pc
hit11_Radius	2	AtkParam_Npc,AtkParam_Pc
hit11_hitType	2	AtkParam_Npc,AtkParam_Pc
hit12_DmyPoly1	2	AtkParam_Npc,AtkParam_Pc
hit12_DmyPoly2	2	AtkParam_Npc,AtkParam_Pc
hit12_Radius	2	AtkParam_Npc,AtkParam_Pc
hit12_hitType	2	AtkParam_Npc,AtkParam_Pc
hit13_DmyPoly1	2	AtkParam_Npc,AtkParam_Pc
hit13_DmyPoly2	2	AtkParam_Npc,AtkParam_Pc
hit13_Radius	2	AtkParam_Npc,AtkParam_Pc
hit13_hitType	2	AtkParam_Npc,AtkParam_Pc
hit14_DmyPoly1	2	AtkParam_Npc,AtkParam_Pc
hit14_DmyPoly2	2	AtkParam_Npc,AtkParam_Pc
hit14_Radius	2	AtkParam_Npc,AtkParam_Pc
hit14_hitType	2	AtkParam_Npc,AtkParam_Pc
hit15_DmyPoly1	2	AtkParam_Npc,AtkParam_Pc
hit15_DmyPoly2	2	AtkParam_Npc,AtkParam_Pc
hit15_Radius	2	AtkParam_Npc,AtkParam_Pc
hit15_hitType	2	AtkParam_Npc,AtkParam_Pc
hit1_DmyPoly1	2	AtkParam_Npc,AtkParam_Pc
hit1_DmyPoly2	2	AtkParam_Npc,AtkParam_Pc
hit1_Radius	2	AtkParam_Npc,AtkParam_Pc
hit1_hitType	2	AtkParam_Npc,AtkParam_Pc
hit2_DmyPoly1	2	AtkParam_Npc,AtkParam_Pc
hit2_DmyPoly2	2	AtkParam_Npc,AtkParam_Pc
hit2_Radius	2	AtkParam_Npc,AtkParam_Pc
hit2_hitType	2	AtkParam_Npc,AtkParam_Pc
hit3_DmyPoly1	2	AtkParam_Npc,AtkParam_Pc
hit3_DmyPoly2	2	AtkParam_Npc,AtkParam_Pc
hit3_Radius	2	AtkParam_Npc,AtkParam_Pc
hit3_hitType	2	AtkParam_Npc,AtkParam_Pc
hit4_DmyPoly1	2	AtkParam_Npc,AtkParam_Pc
hit4_DmyPoly2	2	AtkParam_Npc,AtkParam_Pc
hit4_Radius	2	AtkParam_Npc,AtkParam_Pc
hit4_hitType	2	AtkParam_Npc,AtkParam_Pc
hit5_DmyPoly1	2	AtkParam_Npc,AtkParam_Pc
hit5_DmyPoly2	2	AtkParam_Npc,AtkParam_Pc
hit5_Radius	2	AtkParam_Npc,AtkParam_Pc
hit5_hitType	2	AtkParam_Npc,AtkParam_Pc
hit6_DmyPoly1	2	AtkParam_Npc,AtkParam_Pc
hit6_DmyPoly2	2	AtkParam_Npc,AtkParam_Pc
hit6_Radius	2	AtkParam_Npc,AtkParam_Pc
hit6_hitType	2	AtkParam_Npc,AtkParam_Pc
hit7_DmyPoly1	2	AtkParam_Npc,AtkParam_Pc
hit7_DmyPoly2	2	AtkParam_Npc,AtkParam_Pc
hit7_Radius	2	AtkParam_Npc,AtkParam_Pc
hit7_hitType	2	AtkParam_Npc,AtkParam_Pc
hit8_DmyPoly1	2	AtkParam_Npc,AtkParam_Pc
hit8_DmyPoly2	2	AtkParam_Npc,AtkParam_Pc
hit8_Radius	2	AtkParam_Npc,AtkParam_Pc
hit8_hitType	2	AtkParam_Npc,AtkParam_Pc
hit9_DmyPoly1	2	AtkParam_Npc,AtkParam_Pc
hit9_DmyPoly2	2	AtkParam_Npc,AtkParam_Pc
hit9_Radius	2	AtkParam_Npc,AtkParam_Pc
hit9_hitType	2	AtkParam_Npc,AtkParam_Pc
hitBulletDecalOffset_HitIns	1	GraphicsCommonParam
hitCarverCancelAreaFlag	1	AssetEnvironmentGeometryParam
hitCreateType	1	AssetEnvironmentGeometryParam
hitHeight	1	NpcParam
hitRadius	2	Bullet,NpcParam
hitRadiusMax	1	Bullet
hitSourceType	2	AtkParam_Npc,AtkParam_Pc
hitStopTime	2	AtkParam_Npc,AtkParam_Pc
hitStopType	1	NpcParam
hitYOffset	1	NpcParam
homeBonfireParamId	1	GameSystemCommonParam
homingAngle	1	Bullet
homingAngleX	1	Bullet
homingBeginDist	1	Bullet
hormingOffsetRange	1	Bullet
hormingStopRange	1	Bullet
host	5	HPEstusFlaskRecoveryParam,MPEstusFlaskRecoveryParam,MultiHPEstusFlaskBonusParam,MultiMPEstusFlaskBonusParam,MultiSoulBonusRateParam
hostModeCostItemId	1	GameSystemCommonParam
hostPlayerNoTimeOutTime	1	NetworkParam
hostRegisterUpdateTime	1	NetworkParam
hostTimeOutTime	1	NetworkParam
howitzerInitMaxVelocity	1	Bullet
howitzerInitMinVelocity	1	Bullet
howitzerShootAngleXMax	1	Bullet
howitzerShootAngleXMin	1	Bullet
hp	2	AssetEnvironmentGeometryParam,NpcParam
hpBurnDamageRate	1	NpcParam
hpEstusFlaskAllocateOffsetForYellowMonk	1	PlayerCommonParam
hpEstusFlaskAllocateRateForYellowMonk	1	PlayerCommonParam
hpEstusFlaskLotPoint	1	NpcParam
hpEstusFlaskRecovery_failedLotPointAdd	1	NpcParam
hpRecoverRate	1	SpEffectParam
hti0_Priority	2	AtkParam_Npc,AtkParam_Pc
hti10_Priority	2	AtkParam_Npc,AtkParam_Pc
hti11_Priority	2	AtkParam_Npc,AtkParam_Pc
hti12_Priority	2	AtkParam_Npc,AtkParam_Pc
hti13_Priority	2	AtkParam_Npc,AtkParam_Pc
hti14_Priority	2	AtkParam_Npc,AtkParam_Pc
hti15_Priority	2	AtkParam_Npc,AtkParam_Pc
hti1_Priority	2	AtkParam_Npc,AtkParam_Pc
hti2_Priority	2	AtkParam_Npc,AtkParam_Pc
hti3_Priority	2	AtkParam_Npc,AtkParam_Pc
hti4_Priority	2	AtkParam_Npc,AtkParam_Pc
hti5_Priority	2	AtkParam_Npc,AtkParam_Pc
hti6_Priority	2	AtkParam_Npc,AtkParam_Pc
hti7_Priority	2	AtkParam_Npc,AtkParam_Pc
hti8_Priority	2	AtkParam_Npc,AtkParam_Pc
hti9_Priority	2	AtkParam_Npc,AtkParam_Pc
hugeEnemyPickupHeightOverwrite	1	SpEffectParam
humanityDropPoint1	1	GameAreaParam
humanityDropPoint10	1	GameAreaParam
humanityDropPoint2	1	GameAreaParam
humanityDropPoint3	1	GameAreaParam
humanityDropPoint4	1	GameAreaParam
humanityDropPoint5	1	GameAreaParam
humanityDropPoint6	1	GameAreaParam
humanityDropPoint7	1	GameAreaParam
humanityDropPoint8	1	GameAreaParam
humanityDropPoint9	1	GameAreaParam
humanityLotId	1	NpcParam
humanityPointCountFlagIdTop	1	GameAreaParam
iconId	13	BonfireWarpParam,BonfireWarpTabParam,CharMakeMenuListItemParam,EquipParamAccessory,EquipParamGem,EquipParamGoods,EquipParamWeapon,Magic,ShopLineupParam,ShopLineupParam_Recipe,SpEffectParam,SwordArtsParam,WorldMapPointParam
iconIdF	1	EquipParamProtector
iconIdM	1	EquipParamProtector
idAttackCannotMove	1	NpcThinkParam
ignorNetStateSyncTime_ForThrow	1	GameSystemCommonParam
ignoreDistNumForMax	1	SoundAutoReverbEvaluationDistParam
imageId	2	BaseChrSelectMenuParam,TutorialParam
inclinationJitter	3	GrassTypeParam,GrassTypeParam_Lv1,GrassTypeParam_Lv2
inclinationMax	3	GrassTypeParam,GrassTypeParam_Lv1,GrassTypeParam_Lv2
initDmyId	1	SpEffectVfxParam
initSeId	1	SpEffectVfxParam
initSfxId	1	SpEffectVfxParam
initVellocity	1	Bullet
init_inclination_soul	1	CalcCorrectGraph
insideDurability	1	SpEffectParam
interactionEnabled	1	Gconfig_WaterQuality
intervalCreateBulletId	1	Bullet
intervalCreateTimeMax	1	Bullet
intervalCreateTimeMin	1	Bullet
intervalCreateWaitTime	1	Bullet
intpIntervalDist	1	DecalParam
invadeOrb_Berserker	2	HPEstusFlaskRecoveryParam,MPEstusFlaskRecoveryParam
invadeOrb_None	2	HPEstusFlaskRecoveryParam,MPEstusFlaskRecoveryParam
invadeOrb_Sinners	2	HPEstusFlaskRecoveryParam,MPEstusFlaskRecoveryParam
invadeOrb_Umbasa	2	HPEstusFlaskRecoveryParam,MPEstusFlaskRecoveryParam
invadeRing_Anor	2	HPEstusFlaskRecoveryParam,MPEstusFlaskRecoveryParam
invadeRing_Forest	2	HPEstusFlaskRecoveryParam,MPEstusFlaskRecoveryParam
invadeRing_Rosalia	2	HPEstusFlaskRecoveryParam,MPEstusFlaskRecoveryParam
invadeRing_Sinners	2	HPEstusFlaskRecoveryParam,MPEstusFlaskRecoveryParam
invadeSign_Berserker	2	HPEstusFlaskRecoveryParam,MPEstusFlaskRecoveryParam
invadeSign_None	2	HPEstusFlaskRecoveryParam,MPEstusFlaskRecoveryParam
invadeSign_Sinners	2	HPEstusFlaskRecoveryParam,MPEstusFlaskRecoveryParam
invadeSign_Umbasa	2	HPEstusFlaskRecoveryParam,MPEstusFlaskRecoveryParam
invalidFlag	1	ActionButtonParam
invalidFlagId	1	KnowledgeLoadScreenItemParam
invincibleTimer_forNetPC	1	GameSystemCommonParam
invincibleTimer_forNetPC_initSync	1	GameSystemCommonParam
invisibleAtFriendCamouflage	1	SpEffectVfxParam
invisibleFlag48	1	EquipParamProtector
invisibleFlag49	1	EquipParamProtector
invisibleFlag50	1	EquipParamProtector
invisibleFlag51	1	EquipParamProtector
invisibleFlag52	1	EquipParamProtector
invisibleFlag53	1	EquipParamProtector
invisibleFlag54	1	EquipParamProtector
invisibleFlag55	1	EquipParamProtector
invisibleFlag56	1	EquipParamProtector
invisibleFlag57	1	EquipParamProtector
invisibleFlag58	1	EquipParamProtector
invisibleFlag59	1	EquipParamProtector
invisibleFlag60	1	EquipParamProtector
invisibleFlag61	1	EquipParamProtector
invisibleFlag62	1	EquipParamProtector
invisibleFlag63	1	EquipParamProtector
invisibleFlag64	1	EquipParamProtector
invisibleFlag65	1	EquipParamProtector
invisibleFlag66	1	EquipParamProtector
invisibleFlag67	1	EquipParamProtector
invisibleFlag68	1	EquipParamProtector
invisibleFlag69	1	EquipParamProtector
invisibleFlag70	1	EquipParamProtector
invisibleFlag71	1	EquipParamProtector
invisibleFlag72	1	EquipParamProtector
invisibleFlag73	1	EquipParamProtector
invisibleFlag74	1	EquipParamProtector
invisibleFlag75	1	EquipParamProtector
invisibleFlag76	1	EquipParamProtector
invisibleFlag77	1	EquipParamProtector
invisibleFlag78	1	EquipParamProtector
invisibleFlag79	1	EquipParamProtector
invisibleFlag80	1	EquipParamProtector
invisibleFlag_SexVer00	1	EquipParamProtector
invisibleFlag_SexVer01	1	EquipParamProtector
invisibleFlag_SexVer02	1	EquipParamProtector
invisibleFlag_SexVer03	1	EquipParamProtector
invisibleFlag_SexVer04	1	EquipParamProtector
invisibleFlag_SexVer05	1	EquipParamProtector
invisibleFlag_SexVer06	1	EquipParamProtector
invisibleFlag_SexVer07	1	EquipParamProtector
invisibleFlag_SexVer08	1	EquipParamProtector
invisibleFlag_SexVer09	1	EquipParamProtector
invisibleFlag_SexVer10	1	EquipParamProtector
invisibleFlag_SexVer11	1	EquipParamProtector
invisibleFlag_SexVer12	1	EquipParamProtector
invisibleFlag_SexVer13	1	EquipParamProtector
invisibleFlag_SexVer14	1	EquipParamProtector
invisibleFlag_SexVer15	1	EquipParamProtector
invisibleFlag_SexVer16	1	EquipParamProtector
invisibleFlag_SexVer17	1	EquipParamProtector
invisibleFlag_SexVer18	1	EquipParamProtector
invisibleFlag_SexVer19	1	EquipParamProtector
invisibleFlag_SexVer20	1	EquipParamProtector
invisibleFlag_SexVer21	1	EquipParamProtector
invisibleFlag_SexVer22	1	EquipParamProtector
invisibleFlag_SexVer23	1	EquipParamProtector
invisibleFlag_SexVer24	1	EquipParamProtector
invisibleFlag_SexVer25	1	EquipParamProtector
invisibleFlag_SexVer26	1	EquipParamProtector
invisibleFlag_SexVer27	1	EquipParamProtector
invisibleFlag_SexVer28	1	EquipParamProtector
invisibleFlag_SexVer29	1	EquipParamProtector
invisibleFlag_SexVer30	1	EquipParamProtector
invisibleFlag_SexVer31	1	EquipParamProtector
invisibleFlag_SexVer32	1	EquipParamProtector
invisibleFlag_SexVer33	1	EquipParamProtector
invisibleFlag_SexVer34	1	EquipParamProtector
invisibleFlag_SexVer35	1	EquipParamProtector
invisibleFlag_SexVer36	1	EquipParamProtector
invisibleFlag_SexVer37	1	EquipParamProtector
invisibleFlag_SexVer38	1	EquipParamProtector
invisibleFlag_SexVer39	1	EquipParamProtector
invisibleFlag_SexVer40	1	EquipParamProtector
invisibleFlag_SexVer41	1	EquipParamProtector
invisibleFlag_SexVer42	1	EquipParamProtector
invisibleFlag_SexVer43	1	EquipParamProtector
invisibleFlag_SexVer44	1	EquipParamProtector
invisibleFlag_SexVer45	1	EquipParamProtector
invisibleFlag_SexVer46	1	EquipParamProtector
invisibleFlag_SexVer47	1	EquipParamProtector
invisibleFlag_SexVer48	1	EquipParamProtector
invisibleFlag_SexVer49	1	EquipParamProtector
invisibleFlag_SexVer50	1	EquipParamProtector
invisibleFlag_SexVer51	1	EquipParamProtector
invisibleFlag_SexVer52	1	EquipParamProtector
invisibleFlag_SexVer53	1	EquipParamProtector
invisibleFlag_SexVer54	1	EquipParamProtector
invisibleFlag_SexVer55	1	EquipParamProtector
invisibleFlag_SexVer56	1	EquipParamProtector
invisibleFlag_SexVer57	1	EquipParamProtector
invisibleFlag_SexVer58	1	EquipParamProtector
invisibleFlag_SexVer59	1	EquipParamProtector
invisibleFlag_SexVer60	1	EquipParamProtector
invisibleFlag_SexVer61	1	EquipParamProtector
invisibleFlag_SexVer62	1	EquipParamProtector
invisibleFlag_SexVer63	1	EquipParamProtector
invisibleFlag_SexVer64	1	EquipParamProtector
invisibleFlag_SexVer65	1	EquipParamProtector
invisibleFlag_SexVer66	1	EquipParamProtector
invisibleFlag_SexVer67	1	EquipParamProtector
invisibleFlag_SexVer68	1	EquipParamProtector
invisibleFlag_SexVer69	1	EquipParamProtector
invisibleFlag_SexVer70	1	EquipParamProtector
invisibleFlag_SexVer71	1	EquipParamProtector
invisibleFlag_SexVer72	1	EquipParamProtector
invisibleFlag_SexVer73	1	EquipParamProtector
invisibleFlag_SexVer74	1	EquipParamProtector
invisibleFlag_SexVer75	1	EquipParamProtector
invisibleFlag_SexVer76	1	EquipParamProtector
invisibleFlag_SexVer77	1	EquipParamProtector
invisibleFlag_SexVer78	1	EquipParamProtector
invisibleFlag_SexVer79	1	EquipParamProtector
invisibleFlag_SexVer80	1	EquipParamProtector
invisibleFlag_SexVer81	1	EquipParamProtector
invisibleFlag_SexVer82	1	EquipParamProtector
invisibleFlag_SexVer83	1	EquipParamProtector
invisibleFlag_SexVer84	1	EquipParamProtector
invisibleFlag_SexVer85	1	EquipParamProtector
invisibleFlag_SexVer86	1	EquipParamProtector
invisibleFlag_SexVer87	1	EquipParamProtector
invisibleFlag_SexVer88	1	EquipParamProtector
invisibleFlag_SexVer89	1	EquipParamProtector
invisibleFlag_SexVer90	1	EquipParamProtector
invisibleFlag_SexVer91	1	EquipParamProtector
invisibleFlag_SexVer92	1	EquipParamProtector
invisibleFlag_SexVer93	1	EquipParamProtector
invisibleFlag_SexVer94	1	EquipParamProtector
invisibleFlag_SexVer95	1	EquipParamProtector
invisibleOnRemo	1	EquipParamWeapon
invocationConditionsStateChange1	1	SpEffectParam
invocationConditionsStateChange2	1	SpEffectParam
invocationConditionsStateChange3	1	SpEffectParam
isAddBaseAtk	2	AtkParam_Npc,AtkParam_Pc
isAiInterruptShootNoDamageBullet	1	Bullet
isAnalog_0	1	DefaultKeyAssign
isAnalog_1	1	DefaultKeyAssign
isAnalog_2	1	DefaultKeyAssign
isAnalog_3	1	DefaultKeyAssign
isAnalog_4	1	DefaultKeyAssign
isAnalog_5	1	DefaultKeyAssign
isAnalog_6	1	DefaultKeyAssign
isAnalog_7	1	DefaultKeyAssign
isAnimBreak	1	AssetEnvironmentGeometryParam
isAnimPauseOnRemoPlay	1	AssetEnvironmentGeometryParam
isApplySpecialEffect	1	EquipParamGoods
isAreaIcon	1	WorldMapPointParam
isArrowAtk	2	AtkParam_Npc,AtkParam_Pc
isAttackBacklash	1	AssetEnvironmentGeometryParam
isAttackSFX	1	Bullet
isAutoEquip	2	EquipParamGoods,EquipParamWeapon
isAutoIntrudePoint	1	PlayRegionParam
isBasePoint	1	WorldMapLegacyConvParam
isBlowAttackType	1	EquipParamWeapon
isBonfireWarpItem	1	EquipParamGoods
isBreakByEnemyCollide	1	AssetEnvironmentGeometryParam
isBreakByHugeenemyCollide	1	AssetEnvironmentGeometryParam
isBreakByPlayerCollide	1	AssetEnvironmentGeometryParam
isBreakOnPickUp	1	AssetEnvironmentGeometryParam
isBreak_ByChrRide	1	AssetEnvironmentGeometryParam
isBuddyAI	1	NpcThinkParam
isBulletOwner_byObject	1	NpcParam
isBurn	1	AssetEnvironmentGeometryParam
isBushesForDamage	1	AssetEnvironmentGeometryParam
isCalculatePvPDamage	1	NpcParam
isChangeWanderGhost	1	NpcParam
isCheckAboveShadowTest	1	SpEffectParam
isCheckDoorPenetration	2	AtkParam_Npc,AtkParam_Pc
isCheckWall_byCenterRay	1	Bullet
isCollectFloorPoint	1	SoundAutoReverbEvaluationDistParam
isCollectNoHitPoint	1	SoundAutoReverbEvaluationDistParam
isCollectOutdoorPoint	1	SoundAutoReverbEvaluationDistParam
isConsideredUndead	1	NpcParam
isConsume	1	EquipParamGoods
isContractSpEffectLife	1	SpEffectParam
isCreateMultiPlayOnly	1	AssetEnvironmentGeometryParam
isCrowd	1	NpcParam
isCustom	1	EquipParamWeapon
isDamageCover	1	AssetEnvironmentGeometryParam
isDarkHand	1	EquipParamWeapon
isDeposit	5	EquipParamAccessory,EquipParamGem,EquipParamGoods,EquipParamProtector,EquipParamWeapon
isDestinedDeathHpMult	1	SpEffectParam
isDexterityCorrect_byDark	1	AttackElementCorrectParam
isDexterityCorrect_byFire	1	AttackElementCorrectParam
isDexterityCorrect_byMagic	1	AttackElementCorrectParam
isDexterityCorrect_byPhysics	1	AttackElementCorrectParam
isDexterityCorrect_byThunder	1	AttackElementCorrectParam
isDirLightShadowSrc	1	PartsDrawParam
isDisableAiProjectileDodge	1	Bullet
isDisableAutoCliffWind	1	MapDefaultInfoParam
isDisableBothHandsAtkBonus	2	AtkParam_Npc,AtkParam_Pc
isDisableBreakForFirstAppear	1	AssetEnvironmentGeometryParam
isDisableBulletHitSfx	1	AssetEnvironmentGeometryParam
isDisableDispNum01	1	EquipMtrlSetParam
isDisableDispNum02	1	EquipMtrlSetParam
isDisableDispNum03	1	EquipMtrlSetParam
isDisableDispNum04	1	EquipMtrlSetParam
isDisableDispNum05	1	EquipMtrlSetParam
isDisableDispNum06	1	EquipMtrlSetParam
isDisableHand	1	EquipParamGoods
isDisableHitSfx_byChrAndObj	1	Bullet
isDisableIV	1	AssetModelSfxParam
isDisableNetSync	1	SpEffectParam
isDisableNoDamage	2	AtkParam_Npc,AtkParam_Pc
isDisableParry	2	AtkParam_Npc,AtkParam_Pc
isDiscard	5	EquipParamAccessory,EquipParamGem,EquipParamGoods,EquipParamProtector,EquipParamWeapon
isDlcTab	1	SignPuddleTabParam
isDragonSlayer	1	EquipParamWeapon
isDrop	5	EquipParamAccessory,EquipParamGem,EquipParamGoods,EquipParamProtector,EquipParamWeapon
isDualBlade	1	EquipParamWeapon
isEdgeSubtract	1	PhantomParam
isEnableAutoHoming	1	Bullet
isEnableCalcDamageForBushesObj	2	AtkParam_Npc,AtkParam_Pc
isEnableCorrectPos_forThrowAdjust	1	ThrowParam
isEnableEmergencyStep	1	EquipParamWeapon
isEnableFastUseItem	1	EquipParamGoods
isEnableNeckTurn	1	NpcParam
isEnableNoText	1	WorldMapPointParam
isEnableRepick	1	AssetEnvironmentGeometryParam
isEnableSignPostBreak	1	AssetEnvironmentGeometryParam
isEnableSignPreBreak	1	AssetEnvironmentGeometryParam
isEnableStepDispInterpolate	1	NpcParam
isEnableThrowFollowingFallAssist	1	ThrowParam
isEnableThrowFollowingFeedback	1	ThrowParam
isEnabledBreakSync	1	AssetEnvironmentGeometryParam
isEnchant	1	Magic
isEndlessHit	1	Bullet
isEnhance	2	EquipParamGoods,EquipParamWeapon
isEquip	1	EquipParamGoods
isEquipOutBrake	1	EquipParamAccessory
isEstablishment	1	EquipParamGoods
isEventKickSync	1	ObjActParam
isExtendSpEffectLife	1	SpEffectParam
isFaithCorrect_byDark	1	AttackElementCorrectParam
isFaithCorrect_byFire	1	AttackElementCorrectParam
isFaithCorrect_byMagic	1	AttackElementCorrectParam
isFaithCorrect_byPhysics	1	AttackElementCorrectParam
isFaithCorrect_byThunder	1	AttackElementCorrectParam
isFinishFullbody	1	SpEffectVfxParam
isFireAsh	1	WeatherAssetReplaceParam
isFixItem	1	EquipParamGoods
isForceDisp	1	TalkParam
isFrontSubtract	1	PhantomParam
isFullBodyTransformProtectorId	1	SpEffectVfxParam
isFullSuppleItem	1	EquipParamGoods
isGhost	1	NpcParam
isGhostAtk	2	AtkParam_Npc,AtkParam_Pc
isGrayoutBothHand	1	SwordArtsParam
isGrayoutForCrouching	1	ActionButtonParam
isGrayoutForRide	1	ActionButtonParam
isGrayoutLeftHand	1	SwordArtsParam
isGrayoutRightHand	1	SwordArtsParam
isGuard_Act	1	NpcThinkParam
isHardnessForSoundReverb	1	HitMtrlParam
isHeroPointCorrect	1	EquipParamWeapon
isHiddenOnRepick	1	AssetEnvironmentGeometryParam
isHideFootEffect_forCamouflage	1	SpEffectVfxParam
isHitBothTeam	1	Bullet
isHitDarkForceMagic	1	Bullet
isHitFlare	1	Bullet
isHitForceMagic	1	Bullet
isHitOtherBulletForceEraseA	1	Bullet
isHitOtherBulletForceEraseB	1	Bullet
isHitRumble	1	NpcParam
isHostSyncChr	1	NpcParam
isHpBurnEffect	1	SpEffectParam
isIgnoreMoveStateIfHitWater	1	Bullet
isIgnoreNoDamage	1	SpEffectParam
isIgnoreSfxIfHitWater	1	Bullet
isInheritSfxToChild	1	Bullet
isInheritSpeedToChild	1	Bullet
isInitFullbody	1	SpEffectVfxParam
isInvalidForCrouching	1	ActionButtonParam
isInvalidForRide	1	ActionButtonParam
isInvalidatedByNoDamageInAir	2	AtkParam_Npc,AtkParam_Pc
isInvisibleWeapon	1	SpEffectVfxParam
isKeepHitOnRide	1	NpcParam
isLadder	1	AssetEnvironmentGeometryParam
isLimitEachOwner	1	BulletCreateLimitParam
isLuckCorrect_byDark	1	AttackElementCorrectParam
isLuckCorrect_byFire	1	AttackElementCorrectParam
isLuckCorrect_byMagic	1	AttackElementCorrectParam
isLuckCorrect_byPhysics	1	AttackElementCorrectParam
isLuckCorrect_byThunder	1	AttackElementCorrectParam
isMagicCorrect_byDark	1	AttackElementCorrectParam
isMagicCorrect_byFire	1	AttackElementCorrectParam
isMagicCorrect_byMagic	1	AttackElementCorrectParam
isMagicCorrect_byPhysics	1	AttackElementCorrectParam
isMagicCorrect_byThunder	1	AttackElementCorrectParam
isMidstFullbody	1	SpEffectVfxParam
isMoveAnimWait	1	NpcParam
isMoveObj	1	AssetEnvironmentGeometryParam
isNo2Pass	1	PhantomParam
isNoAvoidHugeEnemy	1	NpcThinkParam
isNoDamageMotion	1	NpcParam
isNoFarClipDraw	1	PartsDrawParam
isNonDependenceMagicForFunnleNum	1	Bullet
isNonEffectiveCorrectionForMin	1	ToughnessParam
isNormalAttackType	1	EquipParamWeapon
isOnlyOne	1	EquipParamGoods
isOverrideDistViewMarkPos	1	WorldMapPointParam
isOwnerOverrideInitAngle	1	Bullet
isPenetrateChr	1	Bullet
isPenetrateMap	1	Bullet
isPenetrateObj	1	Bullet
isPointLightShadowSrc	1	PartsDrawParam
isRefRightArts	1	SwordArtsParam
isRemoveItem_forGameClear	1	EquipParamGoods
isRideAtkTarget	1	NpcParam
isShadowDst	1	PartsDrawParam
isShadowOnly	1	PartsDrawParam
isShieldEnchant	2	EquipParamGoods,Magic
isSilence	1	SpEffectVfxParam
isSkeletonBind	1	WepAbsorpPosParam
isSkipSphereCast	1	ThrowParam
isSkipWeakDamageAnim	2	EquipParamProtector,NpcParam
isSkipWepCate	1	ThrowParam
isSkydomeDrawPhase	1	PartsDrawParam
isSkydomeFlag	1	AssetEnvironmentGeometryParam
isSlashAttackType	1	EquipParamWeapon
isSleepCollectionItem	1	EquipParamGoods
isSmoothTurn	1	NpcParam
isSoulGetByBoss	1	NpcParam
isSoulParamIdChange_model0	1	EquipParamWeapon
isSoulParamIdChange_model1	1	EquipParamWeapon
isSoulParamIdChange_model2	1	EquipParamWeapon
isSoulParamIdChange_model3	1	EquipParamWeapon
isSpCollide	1	NpcParam
isSpecial	1	BuddyStoneParam
isSpecialSwordArt	1	EquipParamGem
isStealthTarget	1	NpcParam
isStopSearchedNotify	1	SpEffectParam
isStrengthCorrect_byDark	1	AttackElementCorrectParam
isStrengthCorrect_byFire	1	AttackElementCorrectParam
isStrengthCorrect_byMagic	1	AttackElementCorrectParam
isStrengthCorrect_byPhysics	1	AttackElementCorrectParam
isStrengthCorrect_byThunder	1	AttackElementCorrectParam
isSummonHorse	1	EquipParamGoods
