# AUTO-GENERATED by tools/build_check_maps.py -- DO NOT EDIT.
# One row per (check flag, PHYSICAL POSITION), map-granular. A check on N maps
# gets N rows: the model is one-to-many by design (Alaric 2026-07-25). Derived
# ONLY from committed tsvs -- no elden_ring_artifacts, runs anywhere.
# source=msb -> detail is event|treasure|enemy; source=merchant -> detail is the
# merchant, avail_* the ESD gate that makes THAT instance live (blank = unknown).
flag	map_id	source	detail	avail_flag	avail_sense
13007995	m13_00	msb	event		
14007000	m14_00	msb	treasure		
14007005	m14_00	msb	event		
14007015	m14_00	msb	event		
14007020	m14_00	msb	treasure		
14007025	m14_00	msb	event		
14007030	m14_00	msb	treasure		
14007035	m14_00	msb	event		
14007040	m14_00	msb	treasure		
14007070	m14_00	msb	treasure		
14007090	m14_00	msb	treasure		
14007120	m14_00	msb	treasure		
14007150	m14_00	msb	treasure		
14007160	m14_00	msb	treasure		
14007190	m14_00	msb	treasure		
14007200	m14_00	msb	treasure		
14007220	m14_00	msb	treasure		
14007250	m14_00	msb	treasure		
14007280	m14_00	msb	treasure		
14007290	m14_00	msb	treasure		
14007300	m14_00	msb	treasure		
14007320	m14_00	msb	treasure		
14007330	m14_00	msb	treasure		
14007350	m14_00	msb	treasure		
14007360	m14_00	msb	treasure		
14007370	m14_00	msb	treasure		
14007380	m14_00	msb	treasure		
14007390	m14_00	msb	treasure		
14007410	m14_00	msb	treasure		
14007420	m14_00	msb	treasure		
14007430	m14_00	msb	treasure		
14007440	m14_00	msb	treasure		
14007450	m14_00	msb	treasure		
14007460	m14_00	msb	treasure		
14007470	m14_00	msb	treasure		
14007480	m14_00	msb	treasure		
14007490	m14_00	msb	treasure		
14007510	m14_00	msb	treasure		
14007520	m14_00	msb	treasure		
14007530	m14_00	msb	treasure		
14007540	m14_00	msb	treasure		
14007560	m14_00	msb	treasure		
14007600	m14_00	msb	treasure		
14007620	m14_00	msb	treasure		
14007630	m14_00	msb	treasure		
14007660	m14_00	msb	treasure		
14007670	m14_00	msb	treasure		
14007710	m14_00	msb	treasure		
14007720	m14_00	msb	treasure		
14007740	m14_00	msb	treasure		
14007750	m14_00	msb	treasure		
14007760	m14_00	msb	treasure		
14007770	m14_00	msb	treasure		
14007840	m14_00	msb	treasure		
14007850	m14_00	msb	treasure		
14007860	m14_00	msb	treasure		
14007870	m14_00	msb	treasure		
14007880	m14_00	msb	treasure		
14007890	m14_00	msb	treasure		
14007910	m14_00	msb	treasure		
14007920	m14_00	msb	treasure		
14007930	m14_00	msb	treasure		
14007940	m14_00	msb	treasure		
14007970	m14_00	msb	treasure		
14007980	m14_00	msb	event		
14007990	m14_00	msb	treasure		
14007995	m14_00	msb	enemy		
14007997	m14_00	flag_tile	decoded from the flag id		
15001200	m15_00	msb	event		
15001250	m15_00	msb	event		
15001260	m15_00	msb	event		
15001270	m15_00	msb	event		
15001280	m15_00	msb	event		
15001290	m15_00	msb	event		
15007000	m15_00	msb	treasure		
15007010	m15_00	msb	treasure		
15007020	m15_00	msb	treasure		
15007030	m15_00	msb	treasure		
15007040	m15_00	msb	treasure		
15007050	m15_00	msb	treasure		
15007060	m15_00	msb	treasure		
15007070	m15_00	msb	treasure		
15007080	m15_00	msb	treasure		
15007090	m15_00	msb	treasure		
15007100	m15_00	msb	treasure		
15007110	m15_00	msb	treasure		
15007120	m15_00	msb	treasure		
15007130	m15_00	msb	treasure		
15007140	m15_00	msb	treasure		
15007150	m15_00	msb	treasure		
15007160	m15_00	msb	treasure		
15007170	m15_00	msb	treasure		
15007180	m15_00	msb	treasure		
15007190	m15_00	msb	treasure		
15007200	m15_00	msb	treasure		
15007210	m15_00	msb	treasure		
15007220	m15_00	msb	treasure		
15007230	m15_00	msb	treasure		
15007240	m15_00	msb	treasure		
15007250	m15_00	msb	treasure		
15007260	m15_00	msb	treasure		
15007270	m15_00	msb	treasure		
15007280	m15_00	msb	treasure		
15007290	m15_00	msb	treasure		
15007300	m15_00	msb	treasure		
15007310	m15_00	msb	treasure		
15007320	m15_00	msb	treasure		
15007330	m15_00	msb	treasure		
15007340	m15_00	msb	treasure		
15007350	m15_00	msb	treasure		
15007360	m15_00	msb	treasure		
15007370	m15_00	msb	treasure		
15007380	m15_00	msb	treasure		
15007390	m15_00	msb	treasure		
15007400	m15_00	msb	treasure		
15007410	m15_00	msb	treasure		
15007420	m15_00	msb	treasure		
15007430	m15_00	msb	treasure		
15007440	m15_00	msb	treasure		
15007450	m15_00	msb	treasure		
15007460	m15_00	msb	treasure		
15007470	m15_00	msb	treasure		
15007480	m15_00	msb	treasure		
15007490	m15_00	msb	treasure		
15007500	m15_00	msb	treasure		
15007510	m15_00	msb	treasure		
15007520	m15_00	msb	treasure		
15007530	m15_00	msb	treasure		
15007540	m15_00	msb	treasure		
15007550	m15_00	msb	treasure		
15007560	m15_00	msb	treasure		
15007570	m15_00	msb	treasure		
15007580	m15_00	msb	treasure		
15007590	m15_00	msb	treasure		
15007600	m15_00	msb	treasure		
15007610	m15_00	msb	treasure		
15007620	m15_00	msb	treasure		
15007630	m15_00	msb	treasure		
15007640	m15_00	msb	treasure		
15007650	m15_00	msb	treasure		
15007660	m15_00	msb	treasure		
15007670	m15_00	msb	treasure		
15007680	m15_00	msb	treasure		
15007690	m15_00	msb	treasure		
15007700	m15_00	msb	treasure		
15007710	m15_00	msb	treasure		
15007720	m15_00	msb	treasure		
15007730	m15_00	msb	treasure		
15007740	m15_00	msb	treasure		
15007750	m15_00	msb	treasure		
15007760	m15_00	msb	treasure		
15007770	m15_00	msb	treasure		
15007780	m15_00	msb	treasure		
15007790	m15_00	msb	treasure		
15007800	m15_00	msb	treasure		
15007810	m15_00	msb	treasure		
15007820	m15_00	msb	treasure		
15007830	m15_00	msb	treasure		
15007840	m15_00	msb	treasure		
15007850	m15_00	msb	treasure		
15007860	m15_00	msb	treasure		
15007870	m15_00	msb	treasure		
15007880	m15_00	msb	treasure		
15007890	m15_00	msb	treasure		
15007900	m15_00	msb	treasure		
15007910	m15_00	msb	treasure		
15007920	m15_00	msb	treasure		
15007930	m15_00	msb	treasure		
15007940	m15_00	msb	treasure		
15007950	m15_00	msb	treasure		
15007960	m15_00	msb	treasure		
15007970	m15_00	msb	treasure		
15007980	m15_00	msb	treasure		
15007990	m15_00	msb	treasure		
16007000	m16_00	msb	treasure		
16007010	m16_00	msb	treasure		
16007020	m16_00	msb	treasure		
16007030	m16_00	msb	treasure		
16007040	m16_00	msb	treasure		
16007050	m16_00	msb	treasure		
16007060	m16_00	msb	treasure		
16007070	m16_00	msb	treasure		
16007080	m16_00	msb	treasure		
16007100	m16_00	msb	treasure		
16007120	m16_00	msb	treasure		
16007130	m16_00	msb	treasure		
16007140	m16_00	msb	treasure		
16007150	m16_00	msb	treasure		
16007160	m16_00	msb	treasure		
16007170	m16_00	msb	treasure		
16007190	m16_00	msb	treasure		
16007200	m16_00	msb	treasure		
16007210	m16_00	msb	treasure		
16007220	m16_00	msb	treasure		
16007230	m16_00	msb	treasure		
16007240	m16_00	msb	treasure		
16007250	m16_00	msb	treasure		
16007270	m16_00	msb	treasure		
16007280	m16_00	msb	treasure		
16007290	m16_00	msb	treasure		
16007310	m16_00	msb	treasure		
16007320	m16_00	msb	treasure		
16007330	m16_00	msb	treasure		
16007350	m16_00	msb	treasure		
16007360	m16_00	msb	treasure		
16007380	m16_00	msb	treasure		
16007390	m16_00	msb	treasure		
16007400	m16_00	msb	treasure		
16007410	m16_00	msb	treasure		
16007420	m16_00	msb	treasure		
16007430	m16_00	msb	treasure		
16007440	m16_00	msb	treasure		
16007480	m16_00	msb	treasure		
16007490	m16_00	msb	treasure		
16007500	m16_00	msb	treasure		
16007510	m16_00	msb	treasure		
16007520	m16_00	msb	treasure		
16007530	m16_00	msb	treasure		
16007540	m16_00	msb	treasure		
16007550	m16_00	msb	treasure		
16007560	m16_00	msb	treasure		
16007610	m16_00	msb	treasure		
16007620	m16_00	msb	treasure		
16007690	m16_00	msb	event		
16007700	m16_00	msb	treasure		
16007710	m16_00	msb	treasure		
16007730	m16_00	msb	treasure		
16007930	m16_00	flag_tile	decoded from the flag id		
16007940	m16_00	msb	event		
16007950	m16_00	msb	event		
16007960	m16_00	msb	enemy		
16007970	m16_00	msb	enemy		
16007980	m16_00	msb	enemy		
16007991	m16_00	flag_tile	decoded from the flag id		
16007992	m16_00	flag_tile	decoded from the flag id		
16007999	m16_00	msb	event		
18007000	m18_00	flag_tile	decoded from the flag id		
18007010	m18_00	flag_tile	decoded from the flag id		
18007020	m18_00	flag_tile	decoded from the flag id		
18007030	m18_00	flag_tile	decoded from the flag id		
18007040	m18_00	flag_tile	decoded from the flag id		
18007050	m18_00	flag_tile	decoded from the flag id		
18007060	m18_00	flag_tile	decoded from the flag id		
18007070	m18_00	flag_tile	decoded from the flag id		
18007700	m18_00	flag_tile	decoded from the flag id		
18007900	m18_00	msb	event		
20007000	m20_00	msb	treasure		
20007010	m20_00	msb	treasure		
20007020	m20_00	msb	treasure		
20007030	m20_00	msb	treasure		
20007040	m20_00	msb	treasure		
20007050	m20_00	msb	treasure		
20007060	m20_00	msb	treasure		
20007070	m20_00	msb	treasure		
20007080	m20_00	msb	treasure		
20007090	m20_00	msb	treasure		
20007100	m20_00	msb	treasure		
20007110	m20_00	msb	treasure		
20007120	m20_00	msb	treasure		
20007130	m20_00	msb	treasure		
20007140	m20_00	msb	treasure		
20007150	m20_00	msb	treasure		
20007160	m20_00	msb	treasure		
20007170	m20_00	msb	treasure		
20007180	m20_00	msb	treasure		
20007190	m20_00	msb	treasure		
20007200	m20_00	msb	treasure		
20007210	m20_00	msb	treasure		
20007220	m20_00	msb	treasure		
20007230	m20_00	msb	treasure		
20007240	m20_00	msb	treasure		
20007250	m20_00	msb	treasure		
20007260	m20_00	msb	treasure		
20007270	m20_00	msb	treasure		
20007280	m20_00	msb	treasure		
20007290	m20_00	msb	treasure		
20007300	m20_00	msb	treasure		
20007310	m20_00	msb	treasure		
20007320	m20_00	msb	treasure		
20007330	m20_00	msb	treasure		
20007340	m20_00	msb	treasure		
20007350	m20_00	msb	treasure		
20007360	m20_00	msb	treasure		
20007370	m20_00	msb	treasure		
20007380	m20_00	msb	treasure		
20007390	m20_00	msb	treasure		
20007400	m20_00	msb	treasure		
20007410	m20_00	msb	treasure		
20007420	m20_00	msb	treasure		
20007430	m20_00	msb	treasure		
20007440	m20_00	msb	treasure		
20007450	m20_00	msb	treasure		
20007460	m20_00	msb	treasure		
20007470	m20_00	msb	treasure		
20007480	m20_00	msb	treasure		
20007490	m20_00	msb	treasure		
20007500	m20_00	msb	treasure		
20007510	m20_00	msb	treasure		
20007520	m20_00	msb	treasure		
20007530	m20_00	msb	treasure		
20007540	m20_00	msb	treasure		
20007550	m20_00	msb	treasure		
20007560	m20_00	msb	treasure		
20007570	m20_00	msb	treasure		
20007580	m20_00	msb	treasure		
20007590	m20_00	msb	treasure		
20007600	m20_00	msb	treasure		
20007610	m20_00	msb	treasure		
20007620	m20_00	msb	treasure		
20007630	m20_00	msb	treasure		
20007640	m20_00	msb	treasure		
20007650	m20_00	msb	treasure		
20007660	m20_00	msb	treasure		
20007670	m20_00	msb	treasure		
20007680	m20_00	msb	treasure		
20007690	m20_00	msb	treasure		
20007700	m20_00	msb	treasure		
20007710	m20_00	msb	treasure		
20007730	m20_00	msb	treasure		
20007740	m20_00	msb	treasure		
20007750	m20_00	msb	treasure		
20007760	m20_00	msb	treasure		
20007770	m20_00	msb	treasure		
20007780	m20_00	msb	treasure		
20007790	m20_00	msb	treasure		
20007800	m20_00	msb	treasure		
20007810	m20_00	msb	treasure		
20007820	m20_00	msb	treasure		
20007830	m20_00	msb	treasure		
20007900	m20_00	flag_tile	decoded from the flag id		
20007991	m20_00	msb	event		
20007993	m20_00	msb	event		
20017000	m20_01	msb	treasure		
20017010	m20_01	msb	treasure		
20017020	m20_01	msb	treasure		
20017030	m20_01	msb	treasure		
20017040	m20_01	msb	treasure		
20017050	m20_01	msb	treasure		
20017060	m20_01	msb	treasure		
20017070	m20_01	msb	treasure		
20017080	m20_01	msb	treasure		
20017090	m20_01	msb	treasure		
20017100	m20_01	msb	treasure		
20017110	m20_01	msb	treasure		
20017120	m20_01	msb	treasure		
20017130	m20_01	msb	treasure		
20017140	m20_01	msb	treasure		
20017150	m20_01	msb	treasure		
20017160	m20_01	msb	treasure		
20017170	m20_01	msb	treasure		
20017180	m20_01	msb	treasure		
20017190	m20_01	msb	treasure		
20017200	m20_01	msb	treasure		
20017210	m20_01	msb	treasure		
20017220	m20_01	msb	treasure		
20017230	m20_01	msb	treasure		
20017240	m20_01	msb	treasure		
20017250	m20_01	msb	treasure		
20017260	m20_01	msb	treasure		
20017270	m20_01	msb	treasure		
20017280	m20_01	msb	treasure		
20017290	m20_01	msb	treasure		
20017300	m20_01	msb	treasure		
20017310	m20_01	msb	treasure		
20017320	m20_01	msb	treasure		
20017330	m20_01	msb	treasure		
20017340	m20_01	msb	treasure		
20017350	m20_01	msb	treasure		
20017360	m20_01	msb	treasure		
20017370	m20_01	msb	treasure		
20017380	m20_01	msb	treasure		
20017390	m20_01	msb	treasure		
20017400	m20_01	msb	treasure		
20017410	m20_01	msb	treasure		
20017420	m20_01	msb	treasure		
20017430	m20_01	msb	treasure		
20017440	m20_01	msb	treasure		
20017450	m20_01	msb	treasure		
20017460	m20_01	msb	treasure		
20017470	m20_01	msb	treasure		
20017480	m20_01	msb	treasure		
20017490	m20_01	msb	treasure		
20017500	m20_01	msb	treasure		
20017510	m20_01	msb	treasure		
20017520	m20_01	msb	treasure		
20017530	m20_01	msb	treasure		
20017540	m20_01	msb	treasure		
20017550	m20_01	msb	treasure		
20017560	m20_01	msb	treasure		
20017570	m20_01	msb	treasure		
20017580	m20_01	msb	treasure		
20017590	m20_01	msb	treasure		
20017600	m20_01	msb	treasure		
20017610	m20_01	msb	treasure		
20017620	m20_01	msb	treasure		
20017630	m20_01	msb	treasure		
20017640	m20_01	msb	treasure		
20017650	m20_01	msb	treasure		
20017660	m20_01	msb	treasure		
20017670	m20_01	flag_tile	decoded from the flag id		
20017680	m20_01	flag_tile	decoded from the flag id		
20017690	m20_01	flag_tile	decoded from the flag id		
20017900	m20_01	flag_tile	decoded from the flag id		
20017981	m20_01	msb	event		
20017991	m20_01	msb	event		
21007000	m21_00	flag_tile	decoded from the flag id		
21007010	m21_00	flag_tile	decoded from the flag id		
21007020	m21_00	flag_tile	decoded from the flag id		
21007030	m21_00	flag_tile	decoded from the flag id		
21007040	m21_00	flag_tile	decoded from the flag id		
21007050	m21_00	flag_tile	decoded from the flag id		
21007060	m21_00	flag_tile	decoded from the flag id		
21007070	m21_00	flag_tile	decoded from the flag id		
21007080	m21_00	flag_tile	decoded from the flag id		
21007090	m21_00	flag_tile	decoded from the flag id		
21007100	m21_00	flag_tile	decoded from the flag id		
21007110	m21_00	flag_tile	decoded from the flag id		
21007120	m21_00	flag_tile	decoded from the flag id		
21007130	m21_00	flag_tile	decoded from the flag id		
21007140	m21_00	flag_tile	decoded from the flag id		
21007160	m21_00	flag_tile	decoded from the flag id		
21007170	m21_00	flag_tile	decoded from the flag id		
21007180	m21_00	flag_tile	decoded from the flag id		
21007190	m21_00	flag_tile	decoded from the flag id		
21007200	m21_00	flag_tile	decoded from the flag id		
21007210	m21_00	flag_tile	decoded from the flag id		
21007220	m21_00	flag_tile	decoded from the flag id		
21007230	m21_00	flag_tile	decoded from the flag id		
21007240	m21_00	flag_tile	decoded from the flag id		
21007250	m21_00	flag_tile	decoded from the flag id		
21007260	m21_00	flag_tile	decoded from the flag id		
21007270	m21_00	flag_tile	decoded from the flag id		
21007280	m21_00	flag_tile	decoded from the flag id		
21007290	m21_00	flag_tile	decoded from the flag id		
21007300	m21_00	flag_tile	decoded from the flag id		
21007310	m21_00	flag_tile	decoded from the flag id		
21007320	m21_00	flag_tile	decoded from the flag id		
21007330	m21_00	flag_tile	decoded from the flag id		
21007340	m21_00	flag_tile	decoded from the flag id		
21007350	m21_00	flag_tile	decoded from the flag id		
21007360	m21_00	flag_tile	decoded from the flag id		
21007370	m21_00	flag_tile	decoded from the flag id		
21007380	m21_00	flag_tile	decoded from the flag id		
21007390	m21_00	flag_tile	decoded from the flag id		
21007400	m21_00	flag_tile	decoded from the flag id		
21007410	m21_00	flag_tile	decoded from the flag id		
21007420	m21_00	flag_tile	decoded from the flag id		
21007430	m21_00	flag_tile	decoded from the flag id		
21007440	m21_00	flag_tile	decoded from the flag id		
21007450	m21_00	flag_tile	decoded from the flag id		
21007460	m21_00	flag_tile	decoded from the flag id		
21007470	m21_00	flag_tile	decoded from the flag id		
21007480	m21_00	flag_tile	decoded from the flag id		
21007490	m21_00	flag_tile	decoded from the flag id		
21007500	m21_00	flag_tile	decoded from the flag id		
21007510	m21_00	flag_tile	decoded from the flag id		
21007520	m21_00	flag_tile	decoded from the flag id		
21007530	m21_00	flag_tile	decoded from the flag id		
21007540	m21_00	flag_tile	decoded from the flag id		
21007550	m21_00	flag_tile	decoded from the flag id		
21007560	m21_00	flag_tile	decoded from the flag id		
21007570	m21_00	flag_tile	decoded from the flag id		
21007580	m21_00	flag_tile	decoded from the flag id		
21007590	m21_00	flag_tile	decoded from the flag id		
21007600	m21_00	flag_tile	decoded from the flag id		
21007610	m21_00	flag_tile	decoded from the flag id		
21007620	m21_00	flag_tile	decoded from the flag id		
21007630	m21_00	flag_tile	decoded from the flag id		
21007640	m21_00	flag_tile	decoded from the flag id		
21007650	m21_00	flag_tile	decoded from the flag id		
21007670	m21_00	flag_tile	decoded from the flag id		
21007680	m21_00	flag_tile	decoded from the flag id		
21007690	m21_00	flag_tile	decoded from the flag id		
21007700	m21_00	flag_tile	decoded from the flag id		
21007710	m21_00	flag_tile	decoded from the flag id		
21007720	m21_00	flag_tile	decoded from the flag id		
21007730	m21_00	flag_tile	decoded from the flag id		
21007740	m21_00	flag_tile	decoded from the flag id		
21007750	m21_00	flag_tile	decoded from the flag id		
21007760	m21_00	flag_tile	decoded from the flag id		
21007770	m21_00	flag_tile	decoded from the flag id		
21007780	m21_00	flag_tile	decoded from the flag id		
21007790	m21_00	flag_tile	decoded from the flag id		
21007800	m21_00	flag_tile	decoded from the flag id		
21007810	m21_00	flag_tile	decoded from the flag id		
21007820	m21_00	flag_tile	decoded from the flag id		
21007830	m21_00	flag_tile	decoded from the flag id		
21007840	m21_00	flag_tile	decoded from the flag id		
21007850	m21_00	flag_tile	decoded from the flag id		
21007860	m21_00	flag_tile	decoded from the flag id		
21007870	m21_00	flag_tile	decoded from the flag id		
21007880	m21_00	flag_tile	decoded from the flag id		
21007890	m21_00	flag_tile	decoded from the flag id		
21007900	m21_00	flag_tile	decoded from the flag id		
21007910	m21_00	flag_tile	decoded from the flag id		
21007920	m21_00	flag_tile	decoded from the flag id		
21007930	m21_00	flag_tile	decoded from the flag id		
21007940	m21_00	flag_tile	decoded from the flag id		
21007950	m21_00	flag_tile	decoded from the flag id		
21007960	m21_00	flag_tile	decoded from the flag id		
21007970	m21_00	flag_tile	decoded from the flag id		
21007980	m21_00	flag_tile	decoded from the flag id		
21007990	m21_00	flag_tile	decoded from the flag id		
21007991	m21_00	msb	event		
21007993	m21_00	msb	event		
21007995	m21_00	msb	event		
21017000	m21_01	flag_tile	decoded from the flag id		
21017010	m21_01	flag_tile	decoded from the flag id		
21017020	m21_01	flag_tile	decoded from the flag id		
21017030	m21_01	flag_tile	decoded from the flag id		
21017040	m21_01	flag_tile	decoded from the flag id		
21017050	m21_01	flag_tile	decoded from the flag id		
21017060	m21_01	flag_tile	decoded from the flag id		
21017070	m21_01	flag_tile	decoded from the flag id		
21017080	m21_01	flag_tile	decoded from the flag id		
21017090	m21_01	flag_tile	decoded from the flag id		
21017100	m21_01	flag_tile	decoded from the flag id		
21017110	m21_01	flag_tile	decoded from the flag id		
21017120	m21_01	flag_tile	decoded from the flag id		
21017130	m21_01	flag_tile	decoded from the flag id		
21017140	m21_01	flag_tile	decoded from the flag id		
21017150	m21_01	flag_tile	decoded from the flag id		
21017160	m21_01	flag_tile	decoded from the flag id		
21017170	m21_01	flag_tile	decoded from the flag id		
21017180	m21_01	flag_tile	decoded from the flag id		
21017200	m21_01	flag_tile	decoded from the flag id		
21017210	m21_01	flag_tile	decoded from the flag id		
21017220	m21_01	flag_tile	decoded from the flag id		
21017230	m21_01	flag_tile	decoded from the flag id		
21017240	m21_01	flag_tile	decoded from the flag id		
21017250	m21_01	flag_tile	decoded from the flag id		
21017260	m21_01	flag_tile	decoded from the flag id		
21017270	m21_01	flag_tile	decoded from the flag id		
21017280	m21_01	flag_tile	decoded from the flag id		
21017290	m21_01	flag_tile	decoded from the flag id		
21017300	m21_01	flag_tile	decoded from the flag id		
21017310	m21_01	flag_tile	decoded from the flag id		
21017320	m21_01	flag_tile	decoded from the flag id		
21017330	m21_01	flag_tile	decoded from the flag id		
21017340	m21_01	flag_tile	decoded from the flag id		
21017350	m21_01	flag_tile	decoded from the flag id		
21017360	m21_01	flag_tile	decoded from the flag id		
21017370	m21_01	flag_tile	decoded from the flag id		
21017380	m21_01	flag_tile	decoded from the flag id		
21017390	m21_01	flag_tile	decoded from the flag id		
21017400	m21_01	flag_tile	decoded from the flag id		
21017410	m21_01	flag_tile	decoded from the flag id		
21017420	m21_01	flag_tile	decoded from the flag id		
21017430	m21_01	flag_tile	decoded from the flag id		
21017440	m21_01	flag_tile	decoded from the flag id		
21017450	m21_01	flag_tile	decoded from the flag id		
21017460	m21_01	flag_tile	decoded from the flag id		
21017470	m21_01	flag_tile	decoded from the flag id		
21017480	m21_01	flag_tile	decoded from the flag id		
21017490	m21_01	flag_tile	decoded from the flag id		
21017500	m21_01	flag_tile	decoded from the flag id		
21017510	m21_01	flag_tile	decoded from the flag id		
21017520	m21_01	flag_tile	decoded from the flag id		
21017530	m21_01	flag_tile	decoded from the flag id		
21017540	m21_01	flag_tile	decoded from the flag id		
21017550	m21_01	flag_tile	decoded from the flag id		
21017560	m21_01	flag_tile	decoded from the flag id		
21017570	m21_01	flag_tile	decoded from the flag id		
21017580	m21_01	flag_tile	decoded from the flag id		
21017590	m21_01	flag_tile	decoded from the flag id		
21017600	m21_01	flag_tile	decoded from the flag id		
21017610	m21_01	flag_tile	decoded from the flag id		
21017620	m21_01	flag_tile	decoded from the flag id		
21017630	m21_01	flag_tile	decoded from the flag id		
21017640	m21_01	flag_tile	decoded from the flag id		
21017650	m21_01	flag_tile	decoded from the flag id		
21017660	m21_01	flag_tile	decoded from the flag id		
21017670	m21_01	flag_tile	decoded from the flag id		
21017680	m21_01	flag_tile	decoded from the flag id		
21017690	m21_01	flag_tile	decoded from the flag id		
21017700	m21_01	flag_tile	decoded from the flag id		
21017710	m21_01	flag_tile	decoded from the flag id		
21017720	m21_01	flag_tile	decoded from the flag id		
21017730	m21_01	flag_tile	decoded from the flag id		
21017740	m21_01	flag_tile	decoded from the flag id		
21017750	m21_01	flag_tile	decoded from the flag id		
21017760	m21_01	flag_tile	decoded from the flag id		
21017770	m21_01	flag_tile	decoded from the flag id		
21017780	m21_01	flag_tile	decoded from the flag id		
21017790	m21_01	flag_tile	decoded from the flag id		
21017800	m21_01	flag_tile	decoded from the flag id		
21017810	m21_01	flag_tile	decoded from the flag id		
21017820	m21_01	flag_tile	decoded from the flag id		
21017830	m21_01	flag_tile	decoded from the flag id		
21017840	m21_01	flag_tile	decoded from the flag id		
21017850	m21_01	flag_tile	decoded from the flag id		
21017860	m21_01	flag_tile	decoded from the flag id		
21017870	m21_01	flag_tile	decoded from the flag id		
21017880	m21_01	flag_tile	decoded from the flag id		
21017890	m21_01	flag_tile	decoded from the flag id		
21017900	m21_01	flag_tile	decoded from the flag id		
21017910	m21_01	flag_tile	decoded from the flag id		
21017920	m21_01	flag_tile	decoded from the flag id		
21017930	m21_01	flag_tile	decoded from the flag id		
21017940	m21_01	flag_tile	decoded from the flag id		
21017950	m21_01	flag_tile	decoded from the flag id		
21017960	m21_01	flag_tile	decoded from the flag id		
21017970	m21_01	flag_tile	decoded from the flag id		
21017980	m21_01	flag_tile	decoded from the flag id		
21017990	m21_01	flag_tile	decoded from the flag id		
21017991	m21_01	msb	event		
21027000	m21_02	flag_tile	decoded from the flag id		
21027010	m21_02	flag_tile	decoded from the flag id		
21027020	m21_02	flag_tile	decoded from the flag id		
21027040	m21_02	flag_tile	decoded from the flag id		
21027050	m21_02	flag_tile	decoded from the flag id		
21027070	m21_02	flag_tile	decoded from the flag id		
21027080	m21_02	flag_tile	decoded from the flag id		
21027090	m21_02	flag_tile	decoded from the flag id		
21027100	m21_02	flag_tile	decoded from the flag id		
21027110	m21_02	flag_tile	decoded from the flag id		
21027120	m21_02	flag_tile	decoded from the flag id		
21027130	m21_02	flag_tile	decoded from the flag id		
21027140	m21_02	flag_tile	decoded from the flag id		
21027150	m21_02	flag_tile	decoded from the flag id		
21027160	m21_02	flag_tile	decoded from the flag id		
21027170	m21_02	flag_tile	decoded from the flag id		
21027180	m21_02	flag_tile	decoded from the flag id		
21027190	m21_02	flag_tile	decoded from the flag id		
21027200	m21_02	flag_tile	decoded from the flag id		
21027210	m21_02	flag_tile	decoded from the flag id		
21027220	m21_02	flag_tile	decoded from the flag id		
21027230	m21_02	flag_tile	decoded from the flag id		
21027240	m21_02	flag_tile	decoded from the flag id		
21027250	m21_02	flag_tile	decoded from the flag id		
21027260	m21_02	flag_tile	decoded from the flag id		
21027270	m21_02	flag_tile	decoded from the flag id		
21027280	m21_02	flag_tile	decoded from the flag id		
21027290	m21_02	flag_tile	decoded from the flag id		
21027300	m21_02	flag_tile	decoded from the flag id		
21027310	m21_02	flag_tile	decoded from the flag id		
21027320	m21_02	flag_tile	decoded from the flag id		
21027330	m21_02	flag_tile	decoded from the flag id		
21027340	m21_02	flag_tile	decoded from the flag id		
21027350	m21_02	flag_tile	decoded from the flag id		
21027360	m21_02	flag_tile	decoded from the flag id		
21027370	m21_02	flag_tile	decoded from the flag id		
21027380	m21_02	flag_tile	decoded from the flag id		
21027390	m21_02	flag_tile	decoded from the flag id		
21027400	m21_02	flag_tile	decoded from the flag id		
21027985	m21_02	flag_tile	decoded from the flag id		
21027991	m21_02	msb	event		
22007000	m22_00	flag_tile	decoded from the flag id		
22007100	m22_00	flag_tile	decoded from the flag id		
22007110	m22_00	flag_tile	decoded from the flag id		
22007120	m22_00	flag_tile	decoded from the flag id		
22007130	m22_00	flag_tile	decoded from the flag id		
22007140	m22_00	flag_tile	decoded from the flag id		
22007150	m22_00	flag_tile	decoded from the flag id		
22007160	m22_00	flag_tile	decoded from the flag id		
22007170	m22_00	flag_tile	decoded from the flag id		
22007190	m22_00	flag_tile	decoded from the flag id		
22007200	m22_00	flag_tile	decoded from the flag id		
22007210	m22_00	flag_tile	decoded from the flag id		
22007220	m22_00	flag_tile	decoded from the flag id		
22007230	m22_00	flag_tile	decoded from the flag id		
22007240	m22_00	flag_tile	decoded from the flag id		
22007900	m22_00	msb	event		
22007910	m22_00	flag_tile	decoded from the flag id		
28007000	m28_00	msb	treasure		
28007010	m28_00	msb	treasure		
28007020	m28_00	msb	treasure		
28007030	m28_00	msb	treasure		
28007040	m28_00	msb	treasure		
28007050	m28_00	msb	treasure		
28007070	m28_00	flag_tile	decoded from the flag id		
28007080	m28_00	flag_tile	decoded from the flag id		
28007090	m28_00	flag_tile	decoded from the flag id		
28007100	m28_00	flag_tile	decoded from the flag id		
28007110	m28_00	flag_tile	decoded from the flag id		
28007900	m28_00	flag_tile	decoded from the flag id		
30007010	m30_00	msb	treasure		
30007020	m30_00	msb	treasure		
30007040	m30_00	msb	treasure		
30017010	m30_01	flag_tile	decoded from the flag id		
30017020	m30_01	flag_tile	decoded from the flag id		
