# AUTO-GENERATED by tools/datamine_flagless_enemy_drops.py -- DO NOT EDIT.
# ItemLotParam_enemy rows with NO getItemFlagId* that award a NAMED item, joined
# to the NpcParam rows that reference them. MEASUREMENT ONLY -- see
# SPEC-flagless-enemy-drops.md; suppression policy is a separate ruling.
lot	slot	item_id	category	base_point	num	is_goods	name	npc_param_ids
506100000	2	2015020	1	50	1	goods	Pearlescent Scale	50610000;50610001;50610083;50610093
506100010	2	2015020	1	50	1	goods	Pearlescent Scale	50610883;50610893
508000000	2	2001210	1	20	1	goods	Sacred Bloody Flesh	50800000;50800001;50800080;50800081;50800087;50800090;50800094;50800095
508000010	2	2001210	1	20	1	goods	Sacred Bloody Flesh	50800100;50800101;50800180;50800190;50800194
508000020	2	2001210	1	20	1	goods	Sacred Bloody Flesh	50800200;50800201;50800290
508000030	2	2001210	1	20	1	goods	Sacred Bloody Flesh	50800300;50800390
508000040	2	2001210	1	20	1	goods	Sacred Bloody Flesh	50800400;50800490
508000110	2	16540000	2	30	1		Bloodfiend's Fork	50801000;50801001;50801080;50801081;50801087;50801090;50801094;50801095
508000120	2	16540000	2	30	1		Bloodfiend's Fork	50801100;50801101;50801180;50801187;50801190;50801194;50801195
508000130	2	16540000	2	30	1		Bloodfiend's Fork	50801200;50801201
508000140	2	16540000	2	30	1		Bloodfiend's Fork	50801300;50801390
508000150	2	16540000	2	30	1		Bloodfiend's Fork	50801400;50801490
508000200	2	2001210	1	20	1	goods	Sacred Bloody Flesh	50802000;50802001;50802080;50802087;50802090;50802094;50802100;50802190
508000300	2	16540000	2	30	1		Bloodfiend's Fork	50803000;50803001;50803087
508000400	2	16540000	2	30	1		Bloodfiend's Fork	50804000;50804001;50804087
508000700	2	2001210	1	20	1	goods	Sacred Bloody Flesh	50807080
508095200	2	2001210	1	20	1	goods	Sacred Bloody Flesh	50802095
509000000	2	10102	1	50	1	goods	Smithing Stone [3]	50900000;50900080;50900081;50900083;50900084;50900087;50900088;50900089;50900090;50900091;50900095
509000100	2	10102	1	50	1	goods	Smithing Stone [3]	50900100;50900190
509000200	2	10102	1	50	1	goods	Smithing Stone [3]	50900200;50900280;50900281;50900284;50900288;50900290;50900295
509000300	2	10102	1	50	1	goods	Smithing Stone [3]	50900300;50900389
509000400	2	10102	1	50	1	goods	Smithing Stone [3]	50900400;50900487
509000500	2	10102	1	50	1	goods	Smithing Stone [3]	50900500;50900587
511000000	2	10900	1	16	1	goods	Grave Glovewort [1]	51100000;51100001;51100080;51100081;51100083;51100084;51100090
511000100	2	10900	1	16	1	goods	Grave Glovewort [1]	51100100;51100101;51100181;51100183;51100184;51100190
511000200	2	10900	1	16	1	goods	Grave Glovewort [1]	51100200;51100201;51100283
511000300	2	10900	1	16	1	goods	Grave Glovewort [1]	51100300;51100383;51100384
511000400	2	10906	1	16	1	goods	Grave Glovewort [7]	51100683;51100690;51100693
511000500	2	10906	1	16	1	goods	Grave Glovewort [7]	51100781;51100790
516000000	2	4520000	2	40	1		Fire Knight's Greatsword	51600000;51600001;51600098;51600099
516000100	2	1510000	2	40	1		Fire Knight's Shortsword	51601000;51601001;51601099
516000200	2	5180000	3	30	1		Fire Knight Helm	51602000;51602001;51602099
516000220	2	5180000	3	30	1		Fire Knight Helm	51602200;51602299
519000000	2	2015030	1	50	1	goods	Scorpion Liver	51900000;51900088;51900090;51900094;51900095
519000010	2	2015030	1	50	1	goods	Scorpion Liver	51900100
519000100	2	2015030	1	80	1	goods	Scorpion Liver	51901000;51901090;51901094;51901095
519000200	2	2015030	1	50	1	goods	Scorpion Liver	51902000;51902090;51902094
519000300	2	2015030	1	80	1	goods	Scorpion Liver	51903000;51903088;51903094
519000310	2	2015030	1	80	1	goods	Scorpion Liver	51903100
519200000	2	2015030	1	80	1	goods	Scorpion Liver	51920000;51920001;51920088;51920090;51920094
519300000	2	2015030	1	40	1	goods	Scorpion Liver	51930000;51930001;51930088;51930090;51930094
524000100	2	10101	1	50	1	goods	Smithing Stone [2]	52401000;52401001;52401098;52401099
524000200	2	2020030	1	50	1	goods	Ember of Messmer	52404000;52404001;52404099
524000300	2	2020030	1	50	1	goods	Ember of Messmer	52404300;52404301;52404399
524000310	2	2020030	1	50	1	goods	Ember of Messmer	52404400;52404401;52404499
524000320	2	2020030	1	50	1	goods	Ember of Messmer	52404500;52404599
524000330	2	2015000	1	20	1	goods	Beast Horn	52404600;52404699
524000340	2	2015000	1	20	1	goods	Beast Horn	52404700;52404799
524080000	2	2020001	1	200	1	goods	Rada Fruit	52400000;52400001;52400002;52400080;52400200;52400201;52400300;52400301;52400400;52400401;52400500;52400501;52400600;52400700;52400780;52400800;52400880;52400900;52402000;52402001;52402089;52403000;52403001;52403080;52403200;52403280;52403300;52403400;52403480;52403500;52403580;52404100;52404101;52404180;52404200;52405100;52405101;52405189;52405200;52405201;52405289;52405300;52406000;52406001;52406080;52406100;52406101;52406189;52406200;52406280;52406300;52406400;52406500;52406600;52406700;52406800;52407000;52407001;52407080;52407400;52407500
524080010	2	2020013	1	90	1	goods	Frozen Maggot	52400100;52400101;52400180;52400280;52400480
524080700	2	2020001	1	200	1	goods	Rada Fruit	52407480
524080710	2	2020001	1	200	1	goods	Rada Fruit	52407580
524081000	2	2020001	1	200	1	goods	Rada Fruit	52400081;52404181
524083000	2	2020003	1	45	1	goods	Whiteflesh Mushroom	52400083;52400283;52400783;52400883;52403083;52403283;52403483;52403583;52404183;52406083;52406283
524084020	2	2020013	1	90	1	goods	Frozen Maggot	52400484;52400584
524086000	2	2001220	1	60	1	goods	Silver Horn Tender	52400386;52400586;52402086;52405186;52405286;52408086;52408186
524086100	2	2001220	1	60	1	goods	Silver Horn Tender	52400886
524088000	2	2001220	1	60	1	goods	Silver Horn Tender	52402088;52405188;52405288;52405388;52406188
524088700	2	2001220	1	60	1	goods	Silver Horn Tender	52406488
524090000	2	2020001	1	200	1	goods	Rada Fruit	52400090;52400093;52400290;52400390;52400790;52400890;52400990;52402090;52403090;52403290;52403490;52403590;52404190;52405190;52405290;52406090;52406190;52406290;52407090
524090010	2	2020013	1	90	1	goods	Frozen Maggot	52400490;52400590
524090700	2	2020001	1	200	1	goods	Rada Fruit	52407590
524091000	2	2020001	1	200	1	goods	Rada Fruit	52407091
524091100	2	2020001	1	200	1	goods	Rada Fruit	52404191
524094000	2	2020002	1	60	1	goods	Redflesh Mushroom	52400394;52400994;52402094;52405194;52405294;52406194;52406394
524094100	2	2020002	1	60	1	goods	Redflesh Mushroom	52408000;52408001;52408100;52408194
524094700	2	2020002	1	60	1	goods	Redflesh Mushroom	52406594
524094710	2	2020002	1	60	1	goods	Redflesh Mushroom	52406694
524094720	2	2020002	1	60	1	goods	Redflesh Mushroom	52406794
524094730	2	2020002	1	60	1	goods	Redflesh Mushroom	52406494
524094740	2	2020002	1	60	1	goods	Redflesh Mushroom	52406894
524095000	2	2020001	1	200	1	goods	Rada Fruit	52400095;52400295;52400795;52403095;52403295;52403495;52403595;52404195;52406095;52406295
524095700	2	2020001	1	200	1	goods	Rada Fruit	52407495
524095710	2	2020001	1	200	1	goods	Rada Fruit	52406495
524100000	2	10103	1	60	1	goods	Smithing Stone [4]	52410000;52410086;52410088;52410089;52410090;52410095
525000000	2	7530000	2	40	1		Horned Warrior's Sword	52500000;52500001;52500086;52500088;52500090;52500094;52500095;52500988
525000010	2	7530000	2	40	1		Horned Warrior's Sword	52500100;52500101;52500189;52500194
525000100	2	5250000	3	30	1		Horned Warrior Helm	52501000;52501001;52501086;52501088;52501090;52501094;52501095
525000110	2	5252000	3	50	1		Divine Beast Helm	52501100;52501101;52501189
525000120	2	5252000	3	50	1		Divine Beast Helm	52501200;52501201;52501289
525000130	2	5252000	3	50	1		Divine Beast Helm	52501300;52501301;52501389
525000200	2	10166	1	16	1	goods	Somber Smithing Stone [7]	52502000;52502001;52502089
525100000	2	10166	1	16	1	goods	Somber Smithing Stone [7]	52510000;52510001;52510089
526000000	2	10104	1	90	1	goods	Smithing Stone [5]	52600000;52600001;52600081;52600090;52600093
526000010	2	10104	1	90	1	goods	Smithing Stone [5]	52600100;52600181
526000020	2	10104	1	90	1	goods	Smithing Stone [5]	52600200;52600290
526000100	2	10104	1	90	1	goods	Smithing Stone [5]	52601000;52601001;52601090;52601093;52601095
526000110	2	10104	1	90	1	goods	Smithing Stone [5]	52601100;52601190
526000120	2	10104	1	90	1	goods	Smithing Stone [5]	52601200;52601290
526000200	2	10104	1	90	1	goods	Smithing Stone [5]	52602000;52602001;52602081;52602090;52602093;52602095
526000210	2	10104	1	90	1	goods	Smithing Stone [5]	52602100;52602181
526000220	2	21540000	2	30	1		Golem Fist	52602200;52602201;52602281;52602290;52602295
526000230	2	21540000	2	30	1		Golem Fist	52602300;52602381
526000240	2	10104	1	90	1	goods	Smithing Stone [5]	52602400;52602490
527000000	2	2001700	1	80	1	goods	Innard Meat	52700000;52700001;52700080;52700084;52700090;52700098
527000100	2	2001700	1	80	1	goods	Innard Meat	52700100;52700101;52700180;52700184;52700190;52700198
527000200	2	2001700	1	80	1	goods	Innard Meat	52700200;52700201;52700280;52700284;52700290;52700298
527100000	2	2001700	1	80	1	goods	Innard Meat	52710000;52710080;52710084;52710090;52710098
527100000	3	2001700	1	40	2	goods	Innard Meat	52710000;52710080;52710084;52710090;52710098
527100100	2	2001700	1	80	1	goods	Innard Meat	52710100;52710180;52710184;52710190;52710198
527100100	3	2001700	1	40	2	goods	Innard Meat	52710100;52710180;52710184;52710190;52710198
527100200	2	2001700	1	80	1	goods	Innard Meat	52710200;52710280;52710284;52710290;52710298
527100200	3	2001700	1	40	2	goods	Innard Meat	52710200;52710280;52710284;52710290;52710298
531100000	2	2001230	1	40	1	goods	Golden Horn Tender	53110000;53110080;53110086;53110089;53110090;53110094
531100010	2	2001230	1	40	1	goods	Golden Horn Tender	53110100;53110180;53110186;53110189;53110190
531100040	2	2001230	1	40	1	goods	Golden Horn Tender	53110400;53110486
531100050	2	2001230	1	40	1	goods	Golden Horn Tender	53110500;53110586
531100120	2	2001230	1	40	1	goods	Golden Horn Tender	53111200;53111286
532000700	2	2001230	1	100	1	goods	Golden Horn Tender	53207089
532000710	2	2001230	1	160	1	goods	Golden Horn Tender	53207086
536000000	2	15100	1	50	1	goods	Human Bone Shard	53600000;53600083;53600084
536000010	2	15100	1	50	1	goods	Human Bone Shard	53600100;53600181;53600184
536000020	2	15100	1	50	1	goods	Human Bone Shard	53600300
536000030	2	15100	1	50	1	goods	Human Bone Shard	53600400
536000040	2	15100	1	50	1	goods	Human Bone Shard	53600500
536000050	2	15100	1	50	1	goods	Human Bone Shard	53600700;53600790
536000100	2	15100	1	50	1	goods	Human Bone Shard	53601000;53601083;53601084
536000110	2	15100	1	50	1	goods	Human Bone Shard	53601100;53601181;53601184
536000120	2	15100	1	50	1	goods	Human Bone Shard	53601700;53601790
536000200	2	19010000	2	20	1		Grave Scythe	53602000;53602083;53602084
536000210	2	19010000	2	20	1		Grave Scythe	53602100;53602181;53602184
536000220	2	19010000	2	20	1		Grave Scythe	53602700;53602790
536000300	2	31050000	2	20	1		Sun Realm Shield	53603000;53603083;53603084
536000310	2	31050000	2	20	1		Sun Realm Shield	53603100;53603181;53603184
536000320	2	31050000	2	20	1		Sun Realm Shield	53603700;53603790
536000400	2	7040000	2	15	1		Bandit's Curved Sword	53604000;53604083;53604084
536000410	2	7040000	2	15	1		Bandit's Curved Sword	53604100;53604181;53604184
536000420	2	7040000	2	15	1		Bandit's Curved Sword	53604700;53604790
538000000	2	20650	1	1000	5	goods	Poisonbloom	53800000;53800081;53800084;53800090;53800091;53800094
538000100	2	20650	1	1000	3	goods	Poisonbloom	53800200;53800284
538000200	2	20650	1	1000	3	goods	Poisonbloom	53800300;53800390
538100000	2	20650	1	100	1	goods	Poisonbloom	53810000;53810081;53810084;53810090;53810091;53810094
538100010	2	20650	1	100	1	goods	Poisonbloom	53811000;53811081
538100100	2	20650	1	100	1	goods	Poisonbloom	53810200;53810284
538100110	2	20650	1	100	1	goods	Poisonbloom	53811200
538100200	2	20650	1	100	1	goods	Poisonbloom	53810300;53810390
538100210	2	20650	1	100	1	goods	Poisonbloom	53811300;53811390
540100000	2	15060	1	625	1	goods	Flight Pinion	54010000;54010080;54010081;54010082;54010083;54010084;54010085;54010090;54010091;54010092;54010093;54010094;54010095
540100000	3	15060	1	100	2	goods	Flight Pinion	54010000;54010080;54010081;54010082;54010083;54010084;54010085;54010090;54010091;54010092;54010093;54010094;54010095
540100000	4	15060	1	25	3	goods	Flight Pinion	54010000;54010080;54010081;54010082;54010083;54010084;54010085;54010090;54010091;54010092;54010093;54010094;54010095
540100100	2	2015000	1	250	1	goods	Beast Horn	54011000;54011080;54011081;54011083;54011084;54011085;54011090;54011091;54011093;54011095
540185000	2	15060	1	625	1	goods	Flight Pinion	54010885
540185000	3	15060	1	100	2	goods	Flight Pinion	54010885
540185000	4	15060	1	25	3	goods	Flight Pinion	54010885
540187000	2	15060	1	625	1	goods	Flight Pinion	54010087
540187000	3	15060	1	100	2	goods	Flight Pinion	54010087
540187000	4	15060	1	25	3	goods	Flight Pinion	54010087
540188000	2	15060	1	625	1	goods	Flight Pinion	54010888
540188000	3	15060	1	100	2	goods	Flight Pinion	54010888
540188000	4	15060	1	25	3	goods	Flight Pinion	54010888
540194100	2	2015010	1	60	1	goods	Spirit Calculus	54011094
541000000	2	15000	1	80	1	goods	Sliver of Meat	54100000;54100080;54100081;54100082;54100083;54100084;54100085;54100090;54100091;54100092;54100093;54100094;54100095
541000100	2	2015000	1	250	1	goods	Beast Horn	54102000;54102080;54102081;54102083;54102084;54102085;54102090;54102091;54102093;54102095
541080000	2	15000	1	80	1	goods	Sliver of Meat	54100880
541081000	2	15000	1	80	1	goods	Sliver of Meat	54100881
541085000	2	15000	1	80	1	goods	Sliver of Meat	54100885
541087000	2	15000	1	80	1	goods	Sliver of Meat	54100087
541094100	2	2015010	1	60	1	goods	Spirit Calculus	54102094
542100000	2	15020	1	250	1	goods	Lump of Flesh	54210000;54210080;54210083;54210084;54210090;54210093
542100100	2	2015000	1	250	1	goods	Beast Horn	54211000;54211080;54211081;54211083;54211084;54211090;54211093
542194100	2	2015010	1	60	1	goods	Spirit Calculus	54211094
543000000	2	15120	1	1000	1	goods	Slumbering Egg	54300000;54300080;54300081;54300082;54300090;54300093;54300094;54300095;54301086
543000100	2	2015000	1	250	1	goods	Beast Horn	54302000;54302083;54302084;54302086;54302090;54302093;54302095
543087000	2	15120	1	1000	1	goods	Slumbering Egg	54300087
543094100	2	2015010	1	60	1	goods	Spirit Calculus	54302094
544000000	2	15020	1	250	1	goods	Lump of Flesh	54400000;54400080;54400084;54400090;54400091;54400093;54400094;54400095
544000100	2	2015000	1	250	1	goods	Beast Horn	54400100;54400180;54400183;54400184;54400190;54400191;54400195
544000200	2	15020	1	250	1	goods	Lump of Flesh	54401000;54401080;54401084;54401090;54401091;54401093;54401094;54401095
544000300	2	2015000	1	250	1	goods	Beast Horn	54401100;54401181;54401190;54401191;54401193;54401195
544090000	2	15020	1	250	1	goods	Lump of Flesh	54400890
544094100	2	2015010	1	80	1	goods	Spirit Calculus	54400194
545000000	2	15000	1	80	1	goods	Sliver of Meat	54500000;54500080;54500081;54500083;54500084;54500085;54500090;54500091;54500092;54500093;54500094;54500095
545000100	2	15000	1	80	1	goods	Sliver of Meat	54501000;54501090;54501091;54501092;54501093;54501094;54501095
545000200	2	15000	1	80	1	goods	Sliver of Meat	54502000;54502093
545000300	2	15000	1	80	1	goods	Sliver of Meat	54503000;54503080;54503083;54503084;54503090
545000400	2	15000	1	80	1	goods	Sliver of Meat	54504000;54504080;54504090
545000500	2	15000	1	80	1	goods	Sliver of Meat	54505000
545000600	2	2015000	1	250	1	goods	Beast Horn	54506000;54506080;54506083;54506084;54506085;54506090;54506091;54506095
545000700	2	2015000	1	250	1	goods	Beast Horn	54506100;54506181;54506190;54506191;54506193;54506195
545000800	2	15000	1	80	1	goods	Sliver of Meat	54507000;54507086
545000900	2	15000	1	80	1	goods	Sliver of Meat	54507100;54507186
545080000	2	15000	1	80	1	goods	Sliver of Meat	54500880
545085000	2	15000	1	80	1	goods	Sliver of Meat	54500885
545087000	2	15000	1	80	1	goods	Sliver of Meat	54500087
545090000	2	15000	1	80	1	goods	Sliver of Meat	54500890
545094600	2	2015010	1	60	1	goods	Spirit Calculus	54506094
545094700	2	2015010	1	60	1	goods	Spirit Calculus	54506194
546000000	2	15060	1	475	1	goods	Flight Pinion	54600000;54600083;54600090;54600093
546000000	3	15060	1	100	2	goods	Flight Pinion	54600000;54600083;54600090;54600093
546000000	4	15060	1	25	3	goods	Flight Pinion	54600000;54600083;54600090;54600093
546000100	2	2015000	1	250	1	goods	Beast Horn	54600100;54600183
547000000	2	15110	1	750	1	goods	Great Dragonfly Head	54700000;54700081;54700083;54700084;54700090;54700091;54700093;54700094;54700095
547100000	2	15110	1	750	1	goods	Great Dragonfly Head	54710000;54710090;54710091;54710093;54710094;54710095
547200000	2	15110	1	750	1	goods	Great Dragonfly Head	54720000;54720090;54720091;54720093;54720095
548000000	2	15090	1	1000	1	goods	Turtle Neck Meat	54800000;54800080;54800081;54800082;54800083;54800084;54800090;54800091;54800094;54800095
548000100	2	2015000	1	250	1	goods	Beast Horn	54800100;54800181;54800183;54800184;54800190;54800191;54800193
548087000	2	15090	1	1000	1	goods	Turtle Neck Meat	54800087
548094100	2	2015010	1	60	1	goods	Spirit Calculus	54800194
549000000	2	15000	1	80	1	goods	Sliver of Meat	54900000;54900080;54900081;54900082;54900083;54900084;54900085;54900090;54900091;54900093;54900094;54900095
549000100	2	2015000	1	250	1	goods	Beast Horn	54901000;54901080;54901081;54901083;54901084;54901090;54901091;54901093;54901095
549085000	2	15000	1	80	1	goods	Sliver of Meat	54900885
549087000	2	15000	1	80	1	goods	Sliver of Meat	54900087
549094100	2	2015010	1	60	1	goods	Spirit Calculus	54901094
550000000	2	2020020	1	40	1	goods	Gas Stone	55000000;55000081;55000090;55000093;55000095
550000100	2	2020020	1	40	1	goods	Gas Stone	55000100;55000181;55000190;55000193;55000195
550000200	2	2020020	1	40	1	goods	Gas Stone	55000200;55000281;55000290;55000293;55000295
550000300	2	2020020	1	40	1	goods	Gas Stone	55000300;55000381;55000390;55000393;55000395
550000400	2	2020020	1	40	1	goods	Gas Stone	55000400;55000481;55000490;55000493;55000495
550000500	2	2020020	1	40	1	goods	Gas Stone	55000500;55000581;55000590;55000593;55000595
550000600	2	2020020	1	40	1	goods	Gas Stone	55000600;55000690
550000700	2	2020020	1	40	1	goods	Gas Stone	55000700;55000790
550000800	2	2020020	1	40	1	goods	Gas Stone	55000800;55000890
550100000	2	20825	1	50	1	goods	Silver Tear Husk	55010000;55010085;55010685
550100100	2	20825	1	50	1	goods	Silver Tear Husk	55010100;55010185;55010785
550100200	2	20825	1	50	1	goods	Silver Tear Husk	55010200;55010285;55010885
551100000	2	2020030	1	20	1	goods	Ember of Messmer	55110000;55110098
551100100	2	2020030	1	20	1	goods	Ember of Messmer	55110100;55110198
551200000	2	2020030	1	20	1	goods	Ember of Messmer	55120000;55120098
551200100	2	2020030	1	20	1	goods	Ember of Messmer	55120100;55120198
551300000	2	10913	1	20	1	goods	Ghost Glovewort [4]	55130000;55130081;55130083;55130090
552000000	2	15340	1	80	1	goods	Thin Beast Bones	55200000;55200081;55200090;55200095
552100000	2	15340	1	80	1	goods	Thin Beast Bones	55210000;55210080;55210081;55210090
552200000	2	15340	1	80	1	goods	Thin Beast Bones	55220000;55220080;55220081;55220083;55220090;55220094;55220095
552300000	2	15340	1	80	1	goods	Thin Beast Bones	55230000;55230080;55230081;55230083;55230090;55230094;55230095
552400000	2	15340	1	80	1	goods	Thin Beast Bones	55240000;55240082;55240090;55240094
552500000	2	15340	1	80	1	goods	Thin Beast Bones	55250000;55250082;55250090;55250094;55250095
552600000	2	15340	1	80	1	goods	Thin Beast Bones	55260000;55260080;55260090;55260094
552700000	2	15340	1	80	1	goods	Thin Beast Bones	55270000;55270080;55270090;55270094;55270095
553000000	2	2002951	1	50	1	goods	Broken Rune	55300000;55300080;55300081;55300090;55300093;55300098;55300099
553000000	3	2002952	1	20	1	goods	Shadow Realm Rune [1]	55300000;55300080;55300081;55300090;55300093;55300098;55300099
553000010	2	2002951	1	50	1	goods	Broken Rune	55300100;55300180;55300181;55300190;55300193;55300198;55300199
553000010	3	2002952	1	20	1	goods	Shadow Realm Rune [1]	55300100;55300180;55300181;55300190;55300193;55300198;55300199
553000020	2	2002951	1	50	1	goods	Broken Rune	55300200;55300299
553000020	3	2002952	1	20	1	goods	Shadow Realm Rune [1]	55300200;55300299
553000100	2	2002951	1	50	1	goods	Broken Rune	55301000
553000100	3	2002952	1	20	1	goods	Shadow Realm Rune [1]	55301000
553000110	2	2002951	1	50	1	goods	Broken Rune	55301100
553000110	3	2002952	1	20	1	goods	Shadow Realm Rune [1]	55301100
553000120	2	2002951	1	50	1	goods	Broken Rune	55301200
553000120	3	2002952	1	20	1	goods	Shadow Realm Rune [1]	55301200
554000000	2	15340	1	250	1	goods	Thin Beast Bones	55400000;55400084;55400090
554000100	2	15340	1	250	1	goods	Thin Beast Bones	55402000
554100000	2	15340	1	250	1	goods	Thin Beast Bones	55410000;55410084;55410090
555000000	2	10163	1	10	1	goods	Somber Smithing Stone [4]	55500000;55500083;55500093
555000010	2	10163	1	10	1	goods	Somber Smithing Stone [4]	55500200
555600000	2	10160	1	6	1	goods	Somber Smithing Stone [1]	55600000;55600083;55600093
557000000	2	40000000	2	20	1		Shortbow	55700000;55700090
557000100	2	840000	3	15	1		Marionette Soldier Helm	55701000;55701090
557000200	2	840000	3	15	1		Marionette Soldier Helm	55701100;55701190
557000300	2	840000	3	15	1		Marionette Soldier Helm	55701200;55701290
557000400	2	16140000	2	20	1		Spiked Spear	55702000;55702090
559000000	2	10000	1	150	1	goods	Glass Shard	55900000;55900081;55900083;55900087;55900090;55900091
559000100	2	10000	1	150	1	goods	Glass Shard	55900100;55900180;55900184;55900190
559000200	2	10000	1	150	1	goods	Glass Shard	55900200
559000300	2	10000	1	150	1	goods	Glass Shard	55900300
559000400	2	10000	1	100	1	goods	Glass Shard	55900400;55900483;55900487
559000500	2	10000	1	150	1	goods	Glass Shard	55900500;55900585
559100000	2	10000	1	150	1	goods	Glass Shard	55910000;55910087;55910500;55910587
559100100	2	10000	1	150	1	goods	Glass Shard	55910400
559100700	2	2020026	1	1000	3	goods	Congealed Putrescence	55917587
560000000	2	7140000	2	20	1		Scimitar	56000000;56000087
560000010	2	7140000	2	20	1		Scimitar	56000100;56000187
560000020	2	7140000	2	20	1		Scimitar	56000200;56000287
560000100	2	7150000	2	20	1		Grossmesser	56001000;56001087
560000110	2	7150000	2	20	1		Grossmesser	56001100;56001187
560000200	2	41000000	2	20	1		Longbow	56002000;56002087
560000210	2	41000000	2	20	1		Longbow	56002100;56002187
560000300	2	15100	1	50	1	goods	Human Bone Shard	56003000;56003087
560000310	2	15100	1	50	1	goods	Human Bone Shard	56003100;56003187
560000320	2	15100	1	50	1	goods	Human Bone Shard	56003200;56003287
560000330	2	15100	1	50	1	goods	Human Bone Shard	56003300
563000000	2	15160	1	1000	1	goods	Strip of White Flesh	56300000;56300083;56300090
563000100	2	15160	1	1000	1	goods	Strip of White Flesh	56301000
563000200	2	15160	1	1000	1	goods	Strip of White Flesh	56302000;56302081
563000700	2	15160	1	1000	1	goods	Strip of White Flesh	56307081
564000000	2	15130	1	1000	1	goods	Crab Eggs	56400000;56400081;56400083;56400098
564000100	2	15130	1	1000	1	goods	Crab Eggs	56400100;56400183;56400198
564100000	2	15130	1	30	1	goods	Crab Eggs	56410000;56410081;56410083;56410094;56410098
565100000	2	1000000	2	40	1		Dagger	56510000;56510080;56510081;56510082;56510090;56510093;56510095;56510098
565100010	2	1000000	2	40	1		Dagger	56510100
565100020	2	1000000	2	40	1		Dagger	56510500;56510582;56510590;56510598
565100030	2	1000000	2	40	1		Dagger	56511000
565100040	2	1000000	2	40	1		Dagger	56511400
565100050	2	1000000	2	40	1		Dagger	56511500;56511581;56511593
565100060	2	1000000	2	40	1		Dagger	56511600;56511690
565100070	2	1000000	2	40	1		Dagger	56511700
565100080	2	1000000	2	40	1		Dagger	56511800;56511890
565100090	2	1000000	2	40	1		Dagger	56511900
565100100	2	2010000	2	40	1	goods	Short Sword	56512000;56512081;56512082;56512090;56512093;56512095;56512098
565100110	2	2010000	2	40	1	goods	Short Sword	56512100
565100120	2	2010000	2	40	1	goods	Short Sword	56512500;56512590;56512595
565100130	2	2010000	2	40	1	goods	Short Sword	56513000
565100200	2	43000000	2	40	1		Soldier's Crossbow	56514000;56514090;56514095;56514098
565100300	2	16000000	2	40	1		Short Spear	56516000;56516081;56516082;56516090;56516093;56516095;56516098
565100800	2	1000000	2	40	1		Dagger	56510890
566100000	2	18070000	2	20	1		Vulgar Militia Saw	56610000;56610081;56610090;56610091;56610095;56610098;56610099
566100100	2	18070000	2	20	1		Vulgar Militia Saw	56610100
566100200	2	18130000	2	20	1		Vulgar Militia Shotel	56611000;56611081;56611090;56611091;56611095;56611098;56611099
566100300	2	18130000	2	20	1		Vulgar Militia Shotel	56611100
566100400	2	5280000	3	15	1		Shadow Militiaman Helm	56612000;56612081;56612090;56612091;56612095;56612098;56612099
566100500	2	5280000	3	15	1		Shadow Militiaman Helm	56612100
570000000	2	7000000	2	20	1		Falchion	57000000;57000083;57000093
570000100	2	7000000	2	20	1		Falchion	57001000;57001083;57001093
570000200	2	11010000	2	20	1		Club	57002000;57002083;57002093
570100000	2	11010000	2	20	1		Club	57010000;57010083;57010093
571000000	2	1090000	2	20	1		Great Knife	57100000;57100083;57100093
572000000	2	1140000	2	40	1		Bloodstained Dagger	57200000;57200083;57200093
572000100	2	1140000	2	40	1		Bloodstained Dagger	57200100
574094000	2	2020011	1	80	1	goods	Scarlet Bud	57400094
574094100	2	2020011	1	80	1	goods	Scarlet Bud	57401094;57405094
574094200	2	2020011	1	80	1	goods	Scarlet Bud	57402094;57406094
574094300	2	2020011	1	80	1	goods	Scarlet Bud	57403094;57407094
574094400	2	2020011	1	80	1	goods	Scarlet Bud	57404094
574095000	2	2020011	1	0	1	goods	Scarlet Bud	57400095
574095100	2	2020011	1	0	1	goods	Scarlet Bud	57401095;57405095
574095200	2	2020011	1	0	1	goods	Scarlet Bud	57402095;57406095
574095300	2	2020011	1	0	1	goods	Scarlet Bud	57403095;57407095
574095400	2	2020011	1	0	1	goods	Scarlet Bud	57404095
575000000	2	15410	1	200	1	goods	Living Jar Shard	57500000;57500080;57500084;57500090;57500098;57507000;57508000;57508100;57508200;57508300;57508400;57508500
575000010	2	15410	1	200	1	goods	Living Jar Shard	57500400;57500480;57500484;57500490;57500498
575080700	2	15410	1	200	1	goods	Living Jar Shard	57508080
575080710	2	15410	1	200	1	goods	Living Jar Shard	57508180
575080720	2	15410	1	200	1	goods	Living Jar Shard	57508280
575080730	2	15410	1	200	1	goods	Living Jar Shard	57508380
575080740	2	15410	1	200	1	goods	Living Jar Shard	57508480
575080750	2	15410	1	200	1	goods	Living Jar Shard	57508580
575084700	2	15410	1	200	1	goods	Living Jar Shard	57508084
575084710	2	15410	1	200	1	goods	Living Jar Shard	57508184
575084720	2	15410	1	200	1	goods	Living Jar Shard	57508284
575090700	2	15410	1	200	1	goods	Living Jar Shard	57508090
575090710	2	15410	1	200	1	goods	Living Jar Shard	57508190
575090720	2	15410	1	200	1	goods	Living Jar Shard	57508290
575090730	2	15410	1	200	1	goods	Living Jar Shard	57508390
575090740	2	15410	1	200	1	goods	Living Jar Shard	57508490
575098700	2	15410	1	200	1	goods	Living Jar Shard	57508098
