# checks whose region was NOT decided by first-hand evidence for their tile.
# how: GUESSED (nearest-neighbour hop) | ambiguous-row (tile spans 2 kick
#      regions) | CONFLICT (grace and PlayRegionParam row disagree)
# NOT a defect list -- a TRIAGE list. tools/triage_check_region_ambiguity.py
map_tile	region	ap_id	flag	how	grace_says	kick_row_says	label
m61_47_42	Gravesite	7773535	2047427700	GUESSED	-	-	Gravesite :: Backhand Blade with Ash of War: Blind Spot - near Scorched Ruins [f2047427700]
m61_47_42	Gravesite	7773536	2047427950	GUESSED	-	-	Gravesite :: Smithing Stone [8] - m61_47_42 [f2047427950]
m61_47_46	Scadu Altus	7773588	2047467010	GUESSED	-	-	Scadu Altus :: Rauh Burrow - near Ancient Ruins Base (1) [f2047467010]
m61_47_46	Scadu Altus	7773589	2047467030	GUESSED	-	-	Scadu Altus :: Rauh Burrow - near Ancient Ruins Base (2) [f2047467030]
m61_47_46	Scadu Altus	7774826	2047467000	GUESSED	-	-	Scadu Altus :: Rune Arc - near Scadu Altus, West [f2047467000]
m61_47_46	Scadu Altus	7774827	2047467500	GUESSED	-	-	Scadu Altus :: Scadutree Fragment - Church of the Crusade [f2047467500]
m61_48_40	Cerulean	7773614	2048407020	GUESSED	-	-	Cerulean :: Furnace Visage - near Ellac River Downstream [f2048407020]
m61_48_41	Gravesite	7773615	2048417000	GUESSED	-	-	Gravesite :: Fire Coil - near Ellac River Downstream [f2048417000]
m61_48_41	Gravesite	7773616	2048417010	GUESSED	-	-	Gravesite :: Blessing of Marika - near Ellac River Downstream [f2048417010]
m61_48_41	Gravesite	7773617	2048417030	GUESSED	-	-	Gravesite :: Smithing Stone [2] - near Scorched Ruins [f2048417030]
m61_48_41	Gravesite	7773618	2048417700	GUESSED	-	-	Gravesite :: Scadutree Fragment - near Ellac River Downstream [f2048417700]
m61_48_41	Gravesite	7773619	2048417800	GUESSED	-	-	Gravesite :: Ancient Dragon Smithing Stone - near Pillar Path Waypoint [f2048417800]
m61_48_41	Gravesite	7773620	2048417980	GUESSED	-	-	Gravesite :: Black Steel Greathammer - m61_48_41 [f2048417980]
m61_48_46	Scadu Altus	7773644	2048467010	GUESSED	-	-	Scadu Altus :: Golden Vow - near Ancient Ruins Base [f2048467010]
m61_48_46	Scadu Altus	7773645	2048467030	GUESSED	-	-	Scadu Altus :: Somber Smithing Stone [6] - near Castle Watering Hole [f2048467030]
m61_48_46	Scadu Altus	7773646	2048467040	GUESSED	-	-	Scadu Altus :: Ember of Messmer - near Ancient Ruins Base [f2048467040]
m61_48_46	Scadu Altus	7773647	2048467050	GUESSED	-	-	Scadu Altus :: Drawstring Messmerfire Grease - near Ancient Ruins Base [f2048467050]
m61_48_46	Scadu Altus	7773648	2048467060	GUESSED	-	-	Scadu Altus :: Smithing Stone [3] - near Ancient Ruins Base [f2048467060]
m61_48_46	Scadu Altus	7773649	2048467090	GUESSED	-	-	Scadu Altus :: Shadow Sunflower - near Ancient Ruins Base [f2048467090]
m61_48_46	Scadu Altus	7773650	2048467500	GUESSED	-	-	Scadu Altus :: Shadow Realm Rune [4] - near Ancient Ruins Base [f2048467500]
m61_48_46	Scadu Altus	7773651	2048467510	GUESSED	-	-	Scadu Altus :: Scadutree Fragment - Marika statue, encampment south of Shadow Keep [f2048467510]
m61_48_46	Scadu Altus	7773652	2048467701	GUESSED	-	-	Scadu Altus :: Furnace Visage - m61_48_46 [f2048467701]
m61_48_46	Scadu Altus	7773653	2048467710	GUESSED	-	-	Scadu Altus :: Black Steel Twinblade - m61_48_46 [f2048467710]
m61_49_37	Cerulean	7773654	2049377000	GUESSED	-	-	Cerulean :: Arrow - near Finger Ruins of Rhia [f2049377000]
m61_49_38	Cerulean	7773659	2049387060	GUESSED	-	-	Cerulean :: Smithing Stone [2] - near Finger Ruins of Rhia [f2049387060]
m61_49_38	Jagged Peak	7773655	2049387000	GUESSED	-	-	Jagged Peak :: Dragon Communion Harpoon - near Grand Altar of Dragon Communion (1) [f2049387000]
m61_49_38	Jagged Peak	7773656	2049387010	GUESSED	-	-	Jagged Peak :: Dragon Communion Harpoon - near Grand Altar of Dragon Communion (2) [f2049387010]
m61_49_38	Jagged Peak	7773657	2049387020	GUESSED	-	-	Jagged Peak :: Dragon Communion Grease - near Grand Altar of Dragon Communion [f2049387020]
m61_49_38	Jagged Peak	7773658	2049387030	GUESSED	-	-	Jagged Peak :: Dragon Communion Harpoon - near Grand Altar of Dragon Communion (3) [f2049387030]
m61_49_42	Gravesite	7773661	2049427000	GUESSED	-	-	Gravesite :: Talisman of the Dread - near Behind the Fort of Reprimand [f2049427000]
m61_49_42	Gravesite	7773662	2049427700	GUESSED	-	-	Gravesite :: Swollen Grape - m61_49_42 (1) [f2049427700]
m61_49_42	Gravesite	7773663	2049427720	GUESSED	-	-	Gravesite :: Swollen Grape - m61_49_42 (2) [f2049427720]
m61_49_42	Gravesite	7774829	2049427010	GUESSED	-	-	Gravesite :: Somber Smithing Stone [7] - near Divided Falls [f2049427010]
m61_49_45	Scadu Altus	7773708	2049457050	GUESSED	-	-	Scadu Altus :: Four-Toed Fowl Foot - near Moorth Ruins [f2049457050]
m61_49_45	Scadu Altus	7774833	2049457510	GUESSED	-	-	Scadu Altus :: Scadutree Fragment - Statue at the north tip of the pond north of Moorth Ruins [f2049457510]
m61_49_46	Scadu Altus	7773711	2049467010	GUESSED	-	-	Scadu Altus :: Gravebird Anklets - near Castle Watering Hole [f2049467010]
m61_49_46	Scadu Altus	7773712	2049467510	GUESSED	-	-	Scadu Altus :: Furnace Visage - near Castle Watering Hole (1) [f2049467510]
m61_49_46	Scadu Altus	7773713	2049467520	GUESSED	-	-	Scadu Altus :: Furnace Visage - near Castle Watering Hole (2) [f2049467520]
m61_49_46	Scadu Altus	7773714	2049467530	GUESSED	-	-	Scadu Altus :: Furnace Visage - near Castle Watering Hole (3) [f2049467530]
m61_49_46	Scadu Altus	7773715	2049467540	GUESSED	-	-	Scadu Altus :: Furnace Visage - near Castle Watering Hole (4) [f2049467540]
m61_49_46	Scadu Altus	7773716	2049467550	GUESSED	-	-	Scadu Altus :: Furnace Visage - near Castle Watering Hole (5) [f2049467550]
m61_49_46	Scadu Altus	7773717	2049467560	GUESSED	-	-	Scadu Altus :: Furnace Visage - near Castle Watering Hole (6) [f2049467560]
m61_49_46	Scadu Altus	7773718	2049467570	GUESSED	-	-	Scadu Altus :: Furnace Visage - near Castle Watering Hole (7) [f2049467570]
m61_49_46	Scadu Altus	7773719	2049467580	GUESSED	-	-	Scadu Altus :: Furnace Visage - near Castle Watering Hole (8) [f2049467580]
m61_49_46	Scadu Altus	7773720	2049467590	GUESSED	-	-	Scadu Altus :: Furnace Visage - near Castle Watering Hole (9) [f2049467590]
m61_49_46	Scadu Altus	7773721	2049467600	GUESSED	-	-	Scadu Altus :: Furnace Visage - near Castle Watering Hole (10) [f2049467600]
m61_49_46	Scadu Altus	7773722	2049467900	GUESSED	-	-	Scadu Altus :: Larval Tear - near Castle Watering Hole [f2049467900]
m61_49_49	Shadow Keep	7773727	2049497510	GUESSED	-	-	Shadow Keep :: Sharpshot Talisman - near Scaduview [f2049497510]
m61_49_49	Shadow Keep	7774835	2049497500	GUESSED	-	-	Shadow Keep :: Scadutree Fragment - in the area past Commander Gaius (1) [f2049497500]
m61_49_49	Shadow Keep	7774836	2049497520	GUESSED	-	-	Shadow Keep :: Scadutree Fragment - in the area past Commander Gaius (2) [f2049497520]
m61_49_49	Shadow Keep	7774837	2049497530	GUESSED	-	-	Shadow Keep :: Scadutree Fragment - in the area past Commander Gaius (3) [f2049497530]
m61_49_49	Shadow Keep	7774838	2049497540	GUESSED	-	-	Shadow Keep :: Scadutree Fragment - in the area past Commander Gaius (4) [f2049497540]
m61_49_49	Shadow Keep	7774839	2049497550	GUESSED	-	-	Shadow Keep :: Scadutree Fragment - in the area past Commander Gaius (5) [f2049497550]
m61_50_40	Jagged Peak	7773730	2050407000	GUESSED	-	-	Jagged Peak :: Crimson Seed Talisman +1 - m61_50_40 [f2050407000]
m61_50_41	Abyssal	7773731	2050417010	GUESSED	-	-	Abyssal :: Clarifying Boluses - near Abyssal Woods [f2050417010]
m61_50_41	Abyssal	7773732	2050417700	GUESSED	-	-	Abyssal :: Swollen Grape - m61_50_41 [f2050417700]
m61_50_46	Scadu Altus	7773761	2050467000	GUESSED	-	-	Scadu Altus :: Smithing Stone [8] - near Castle Watering Hole [f2050467000]
m61_50_46	Scadu Altus	7773762	2050467020	GUESSED	-	-	Scadu Altus :: Lost Ashes of War - near Castle Watering Hole [f2050467020]
m61_50_46	Scadu Altus	7773763	2050467030	GUESSED	-	-	Scadu Altus :: Ember of Messmer - near Castle Watering Hole [f2050467030]
m61_50_46	Scadu Altus	7773765	2050467500	GUESSED	-	-	Scadu Altus :: Furnace Visage - m61_50_46 (1) [f2050467500]
m61_50_46	Scadu Altus	7773766	2050467510	GUESSED	-	-	Scadu Altus :: Furnace Visage - m61_50_46 (2) [f2050467510]
m61_50_46	Scadu Altus	7773767	2050467700	GUESSED	-	-	Scadu Altus :: Revered Spirit Ash - Ruins of Unte [f2050467700]
m61_50_46	Scadu Altus	7773768	2050467710	GUESSED	-	-	Scadu Altus :: Furnace Visage - near Castle Watering Hole (13) [f2050467710]
m61_50_46	Scadu Altus	7773769	2050467720	GUESSED	-	-	Scadu Altus :: Furnace Visage - near Castle Watering Hole (14) [f2050467720]
m61_50_46	Scadu Altus	7773770	2050467730	GUESSED	-	-	Scadu Altus :: Furnace Visage - near Castle Watering Hole (15) [f2050467730]
m61_50_46	Scadu Altus	7773771	2050467800	GUESSED	-	-	Scadu Altus :: Larval Tear - near Church District Highroad [f2050467800]
m61_50_46	Scadu Altus	7773772	2050467900	GUESSED	-	-	Scadu Altus :: Stone-Sheathed Sword - near Castle Watering Hole [f2050467900]
m61_50_46	Scadu Altus	7773773	2050467910	GUESSED	-	-	Scadu Altus :: [Sorcery] Giant Golden Arc - near Castle Watering Hole [f2050467910]
m61_50_47	Scadu Altus	7773774	2050477010	GUESSED	-	-	Scadu Altus :: Grave Glovewort [6] - near Church District Highroad [f2050477010]
m61_50_47	Scadu Altus	7773775	2050477020	GUESSED	-	-	Scadu Altus :: Blessed Bone Shard - near Church District Highroad [f2050477020]
m61_51_41	Abyssal	7773776	2051417000	GUESSED	-	-	Abyssal :: Ghost Glovewort [7] - near Church Ruins [f2051417000]
m61_51_41	Abyssal	7773778	2051417710	GUESSED	-	-	Abyssal :: Swollen Grape - m61_51_41 [f2051417710]
m61_52_41	Jagged Peak	7773796	2052417000	GUESSED	-	-	Jagged Peak :: Shadow Realm Rune [7] - near Church Ruins [f2052417000]
m61_52_41	Jagged Peak	7773797	2052417010	GUESSED	-	-	Jagged Peak :: Clarifying Boluses - near Church Ruins [f2052417010]
m61_52_42	Abyssal	7773798	2052427500	GUESSED	-	-	Abyssal :: Madding Hand - m61_52_42 [f2052427500]
m61_53_40	Jagged Peak	7773802	2053407000	GUESSED	-	-	Jagged Peak :: Red Fulgurbloom - near Jagged Peak Mountainside [f2053407000]
m61_53_46	Scadu Altus	7773806	2053467600	GUESSED	-	-	Scadu Altus :: Cerulean Seed Talisman +1 - m61_53_46 [f2053467600]
m61_53_48	Shadow Keep	7773807	2053487000	GUESSED	-	-	Shadow Keep :: Fingercreeper Ashes - near Fingerstone Hill [f2053487000]
m61_53_48	Shadow Keep	7773808	2053487010	GUESSED	-	-	Shadow Keep :: Shadow Realm Rune [6] - near Fingerstone Hill [f2053487010]
