# AUTO-GENERATED by tools/datamine_esd_flags.py -- DO NOT EDIT, re-emit.
# Every event flag an NPC talk ESD SETS = the NPC-STATE flag vocabulary.
# JOIN KEY, NOT A VERDICT. The chain is: ESD sets -> EMEVD tests -> treasure
# enabled/disabled. Join gate_flag in lot_gates.tsv against this to tell an
# NPC-STATE gate from a world/progression gate.
# MEASURED THIS RUN (recomputed on every emit; the tool hard-fails if the
# disjointness breaks or the positive control goes empty):
#   esd flags 2408 | msb_flag_region 0/2803 | corpse 0/1824 | flag_lots 3/4558
#   POSITIVE CONTROL: 13/53 lot_gates gate_flags are ESD-set
# how: literal | arg (call-graph resolved) | argsum (const+param step ladder)
#      | conditional (SetEventFlagIf)
flag	sense	talk_id	map_id	how
1034509321	off	307006000	m60_00_00_00	literal
1034509321	on	307006000	m60_00_00_00	conditional
1034509322	off	307006000	m60_00_00_00	literal
1034509322	on	307006000	m60_00_00_00	literal
1034509323	off	307006000	m60_00_00_00	literal
1034509323	on	307006000	m60_00_00_00	literal
1034509324	off	307006000	m60_00_00_00	literal
1034509324	on	307006000	m60_00_00_00	literal
1034509325	off	307006000	m60_00_00_00	literal
1034509325	on	307006000	m60_00_00_00	literal
1034509326	off	307006000	m60_00_00_00	literal
1034509326	on	307006000	m60_00_00_00	literal
1034509327	off	307006000	m60_00_00_00	literal
1034509327	on	307006000	m60_00_00_00	literal
1034509328	on	307006000	m60_00_00_00	literal
1034509329	on	307006000	m60_00_00_00	arg
1034509330	on	307006000	m60_00_00_00	arg
1034509331	on	307006000	m60_00_00_00	arg
1034509332	on	307006000	m60_00_00_00	arg
1034509333	on	307006000	m60_00_00_00	arg
1034509334	on	307006000	m60_00_00_00	arg
1034509335	on	307006000	m60_00_00_00	arg
1034509336	on	307006000	m60_00_00_00	arg
1034509337	on	307006000	m60_00_00_00	arg
1034509338	on	307006000	m60_00_00_00	arg
1034509346	on	307006000	m60_00_00_00	literal
1034509347	on	307006000	m60_00_00_00	literal
1034509355	on	224206000	m60_00_00_00	arg
1034509356	on	224206000	m60_00_00_00	arg
1034509357	on	224206000	m60_00_00_00	literal
1034509358	on	224206000	m60_00_00_00	conditional
1034509358	on	224206000	m60_00_00_00	literal
1034509360	on	224006000	m60_00_00_00	literal
1034509403	on	106016000	m60_00_00_00	arg
1034509405	on	106016000	m60_00_00_00	literal
1034509406	on	106026000	m60_00_00_00	arg
1034509407	on	000001000	m00_00_00_00	literal
1034509409	on	106016000	m60_00_00_00	arg
1034509410	on	106016000	m60_00_00_00	arg
1034509411	on	106016000	m60_00_00_00	arg
1034509413	on	106016000	m60_00_00_00	arg
1034509415	on	106016000	m60_00_00_00	arg
1034509416	on	106016000	m60_00_00_00	arg
1034509418	on	106016000	m60_00_00_00	literal
1034509420	on	106016000	m60_00_00_00	arg
1034509421	on	106016000	m60_00_00_00	arg
1034509422	off	106016000	m60_00_00_00	literal
1034509422	on	106016000	m60_00_00_00	literal
1034509423	on	106016000	m60_00_00_00	literal
1034509424	on	106016000	m60_00_00_00	literal
1034509425	on	106016000	m60_00_00_00	literal
1034509426	on	106016000	m60_00_00_00	arg
1034509427	on	106016000	m60_00_00_00	arg
1034509428	on	106016000	m60_00_00_00	arg
1034509429	on	106016000	m60_00_00_00	literal
1034509431	on	106016000	m60_00_00_00	literal
1034509432	on	106016000	m60_00_00_00	arg
1035422700	on	219006000	m60_00_00_00	literal
1035422701	on	219006000	m60_00_00_00	literal
1035422710	on	106026000	m60_00_00_00	arg
1035422711	on	106026000	m60_00_00_00	arg
1035422712	off	106026000	m60_00_00_00	literal
1035422712	on	106026000	m60_00_00_00	literal
1035429205	on	219006000	m60_00_00_00	literal
1035429206	on	219006000	m60_00_00_00	literal
1035429206	on	219016000	m60_00_00_00	literal
1035429207	on	219006000	m60_00_00_00	literal
1035429209	on	219006000	m60_00_00_00	literal
1035429210	on	219006000	m60_00_00_00	literal
1035429212	on	219006000	m60_00_00_00	literal
1035429252	on	106026000	m60_00_00_00	arg
1035442705	off	301006000	m60_00_00_00	literal
1035442705	on	301006000	m60_00_00_00	literal
1035442708	off	301006000	m60_00_00_00	literal
1035442708	on	301006000	m60_00_00_00	literal
1035449205	on	301006000	m60_00_00_00	literal
1035449206	on	301006000	m60_00_00_00	literal
1035449207	on	301006000	m60_00_00_00	literal
1035449208	on	301006000	m60_00_00_00	literal
1035449215	on	301006000	m60_00_00_00	literal
1035449216	on	301006000	m60_00_00_00	literal
1035449225	on	301006000	m60_00_00_00	literal
1035449226	on	301006000	m60_00_00_00	literal
1035449227	on	301006000	m60_00_00_00	literal
1035452700	on	801176000	m60_00_00_00	arg
1035452705	on	801176000	m60_00_00_00	arg
1035452707	on	801176000	m60_00_00_00	arg
1035459200	on	801176000	m60_00_00_00	arg
1035459205	on	801176000	m60_00_00_00	arg
1035469206	on	318001110	m11_10_00_00	literal
1035469206	on	318006000	m60_00_00_00	literal
1035469207	on	318001110	m11_10_00_00	literal
1035469207	on	318006000	m60_00_00_00	literal
1035469208	on	318001110	m11_10_00_00	literal
1035469208	on	318006000	m60_00_00_00	literal
1035502703	on	307106000	m60_00_00_00	arg
1035509205	on	307106000	m60_00_00_00	arg
1035509206	on	307106000	m60_00_00_00	arg
1035509210	on	307106000	m60_00_00_00	arg
1035509211	on	307106000	m60_00_00_00	arg
1035532702	off	220001300	m13_00_00_00	literal
1035532702	off	220003207	m32_07_00_00	literal
1035532702	off	220006000	m60_00_00_00	literal
1035532702	off	220016000	m60_00_00_00	literal
1035532702	off	220026000	m60_00_00_00	literal
1035532702	off	220036000	m60_00_00_00	literal
1035532703	on	220001300	m13_00_00_00	arg
1035532703	on	220003207	m32_07_00_00	arg
1035532703	on	220006000	m60_00_00_00	arg
1035532703	on	220016000	m60_00_00_00	arg
1035532703	on	220026000	m60_00_00_00	arg
1035532703	on	220036000	m60_00_00_00	arg
1035532709	on	220001300	m13_00_00_00	literal
1035532709	on	220003207	m32_07_00_00	literal
1035532709	on	220006000	m60_00_00_00	literal
1035532709	on	220016000	m60_00_00_00	literal
1035532709	on	220026000	m60_00_00_00	literal
1035539204	on	220036000	m60_00_00_00	literal
1035539205	on	220001300	m13_00_00_00	literal
1035539205	on	220003207	m32_07_00_00	literal
1035539205	on	220006000	m60_00_00_00	literal
1035539205	on	220016000	m60_00_00_00	literal
1035539205	on	220026000	m60_00_00_00	literal
1035539205	on	220036000	m60_00_00_00	literal
1035539209	on	220001300	m13_00_00_00	literal
1035539209	on	220003207	m32_07_00_00	literal
1035539209	on	220006000	m60_00_00_00	literal
1035539209	on	220016000	m60_00_00_00	literal
1035539209	on	220026000	m60_00_00_00	literal
1035539209	on	220036000	m60_00_00_00	literal
1035542700	off	702226000	m60_00_00_00	literal
1035542701	off	702226000	m60_00_00_00	literal
1035542701	on	702226000	m60_00_00_00	literal
1035542702	on	702226000	m60_00_00_00	literal
1035549201	on	702226000	m60_00_00_00	literal
1035549202	on	702226000	m60_00_00_00	literal
1036412701	on	228006000	m60_00_00_00	literal
1036412702	on	228006000	m60_00_00_00	literal
1036412703	off	228006000	m60_00_00_00	literal
1036412703	on	228006000	m60_00_00_00	literal
1036419203	on	228006000	m60_00_00_00	literal
1036419205	on	228006000	m60_00_00_00	literal
1036419206	on	228006000	m60_00_00_00	literal
1036419207	on	228006000	m60_00_00_00	literal
1036419208	on	228006000	m60_00_00_00	literal
1036419209	on	228006000	m60_00_00_00	arg
1036419209	on	228006000	m60_00_00_00	literal
1036419210	on	228006000	m60_00_00_00	literal
1036419211	on	228006000	m60_00_00_00	literal
1036432700	on	331006000	m60_00_00_00	literal
1036432701	on	331006000	m60_00_00_00	literal
1036432702	on	331006000	m60_00_00_00	literal
1036432703	on	331006000	m60_00_00_00	literal
1036439203	on	331006000	m60_00_00_00	literal
1036439205	on	331006000	m60_00_00_00	literal
1036439206	on	331006000	m60_00_00_00	literal
1036439207	on	331006000	m60_00_00_00	literal
1036439208	on	331006000	m60_00_00_00	literal
1036439209	on	331006000	m60_00_00_00	literal
1036439210	on	331006000	m60_00_00_00	arg
1036439210	on	331006000	m60_00_00_00	literal
1036439211	on	331006000	m60_00_00_00	literal
1036439212	on	331006000	m60_00_00_00	literal
1036439213	on	331006000	m60_00_00_00	arg
1036439214	on	331006000	m60_00_00_00	literal
1036449200	on	101236000	m60_00_00_00	arg
1036479200	on	603016000	m60_00_00_00	arg
1036489205	off	223001100	m11_00_00_00	literal
1036489205	off	223001105	m11_05_00_00	literal
1036489205	off	223001400	m14_00_00_00	literal
1036489205	off	223003115	m31_15_00_00	literal
1036489205	off	223006000	m60_00_00_00	literal
1036489205	on	223001100	m11_00_00_00	literal
1036489205	on	223001105	m11_05_00_00	literal
1036489205	on	223001400	m14_00_00_00	literal
1036489205	on	223003115	m31_15_00_00	literal
1036489205	on	223006000	m60_00_00_00	literal
1036489206	on	223001100	m11_00_00_00	arg
1036489206	on	223001105	m11_05_00_00	arg
1036489206	on	223001400	m14_00_00_00	arg
1036489206	on	223003115	m31_15_00_00	arg
1036489206	on	223006000	m60_00_00_00	arg
1036489207	off	223001100	m11_00_00_00	literal
1036489207	off	223001105	m11_05_00_00	literal
1036489207	off	223001400	m14_00_00_00	literal
1036489207	off	223003115	m31_15_00_00	literal
1036489207	off	223006000	m60_00_00_00	literal
1036489207	on	223001100	m11_00_00_00	literal
1036489207	on	223001105	m11_05_00_00	literal
1036489207	on	223001400	m14_00_00_00	literal
1036489207	on	223003115	m31_15_00_00	literal
1036489207	on	223006000	m60_00_00_00	literal
1036489208	on	223001100	m11_00_00_00	arg
1036489208	on	223001105	m11_05_00_00	arg
1036489208	on	223001400	m14_00_00_00	arg
1036489208	on	223003115	m31_15_00_00	arg
1036489208	on	223006000	m60_00_00_00	arg
1036489209	off	223001100	m11_00_00_00	literal
1036489209	off	223001105	m11_05_00_00	literal
1036489209	off	223001400	m14_00_00_00	literal
1036489209	off	223003115	m31_15_00_00	literal
1036489209	off	223006000	m60_00_00_00	literal
1036489209	on	223001100	m11_00_00_00	literal
1036489209	on	223001105	m11_05_00_00	literal
1036489209	on	223001400	m14_00_00_00	literal
1036489209	on	223003115	m31_15_00_00	literal
1036489209	on	223006000	m60_00_00_00	literal
1036489210	on	223001100	m11_00_00_00	arg
1036489210	on	223001105	m11_05_00_00	arg
1036489210	on	223001400	m14_00_00_00	arg
1036489210	on	223003115	m31_15_00_00	arg
1036489210	on	223006000	m60_00_00_00	arg
1036489211	on	223001100	m11_00_00_00	literal
1036489211	on	223001105	m11_05_00_00	literal
1036489211	on	223001400	m14_00_00_00	literal
1036489211	on	223003115	m31_15_00_00	literal
1036489211	on	223006000	m60_00_00_00	literal
1036489250	off	000001000	m00_00_00_00	literal
1036489250	on	000001000	m00_00_00_00	literal
1036489251	on	000003000	m00_00_00_00	arg
1036489300	on	101206000	m60_00_00_00	literal
1036492700	on	310003500	m35_00_00_00	arg
1036492700	on	310006000	m60_00_00_00	arg
1036492701	on	310003500	m35_00_00_00	arg
1036492701	on	310006000	m60_00_00_00	arg
1036492715	on	801186000	m60_00_00_00	arg
1036499202	on	310003500	m35_00_00_00	arg
1036499202	on	310006000	m60_00_00_00	arg
1036499205	on	310003500	m35_00_00_00	arg
1036499205	on	310006000	m60_00_00_00	arg
1036499206	on	310003500	m35_00_00_00	literal
1036499206	on	310006000	m60_00_00_00	literal
1036499207	on	310003500	m35_00_00_00	arg
1036499207	on	310003500	m35_00_00_00	literal
1036499207	on	310006000	m60_00_00_00	arg
1036499207	on	310006000	m60_00_00_00	literal
1036499250	on	801186000	m60_00_00_00	arg
1036499255	on	801186000	m60_00_00_00	arg
1037422701	on	313001600	m16_00_00_00	literal
1037422701	on	313006000	m60_00_00_00	literal
1037422703	on	313001600	m16_00_00_00	literal
1037422703	on	313006000	m60_00_00_00	literal
1037422705	on	313001600	m16_00_00_00	literal
1037422705	on	313006000	m60_00_00_00	literal
1037422707	on	313001600	m16_00_00_00	literal
1037422707	on	313006000	m60_00_00_00	literal
1037422709	on	313001600	m16_00_00_00	conditional
1037422709	on	313001600	m16_00_00_00	literal
1037422709	on	313006000	m60_00_00_00	conditional
1037422709	on	313006000	m60_00_00_00	literal
1037422710	on	800001100	m11_00_00_00	literal
1037422710	on	800003500	m35_00_00_00	literal
1037422710	on	800006000	m60_00_00_00	literal
1037422720	on	313001600	m16_00_00_00	literal
1037422720	on	313006000	m60_00_00_00	literal
1037422721	on	313001600	m16_00_00_00	literal
1037422721	on	313006000	m60_00_00_00	literal
1037422730	on	309001600	m16_00_00_00	arg
1037422730	on	309001600	m16_00_00_00	literal
1037422730	on	309003100	m31_00_00_00	arg
1037422730	on	309003100	m31_00_00_00	literal
1037422730	on	309006000	m60_00_00_00	arg
1037422730	on	309006000	m60_00_00_00	literal
1037422732	on	309001600	m16_00_00_00	literal
1037422732	on	309003100	m31_00_00_00	literal
1037422732	on	309006000	m60_00_00_00	literal
1037422733	on	309001600	m16_00_00_00	literal
1037422733	on	309003100	m31_00_00_00	literal
1037422733	on	309006000	m60_00_00_00	literal
1037429205	on	313001600	m16_00_00_00	literal
1037429205	on	313006000	m60_00_00_00	literal
1037429207	on	313001600	m16_00_00_00	literal
1037429207	on	313006000	m60_00_00_00	literal
1037429209	on	313001600	m16_00_00_00	literal
1037429209	on	313006000	m60_00_00_00	literal
1037429210	on	313001600	m16_00_00_00	literal
1037429210	on	313006000	m60_00_00_00	literal
1037429211	on	313001600	m16_00_00_00	literal
1037429211	on	313006000	m60_00_00_00	literal
1037429255	on	800001100	m11_00_00_00	literal
1037429255	on	800003500	m35_00_00_00	literal
1037429255	on	800006000	m60_00_00_00	literal
1037429256	on	800001100	m11_00_00_00	literal
1037429256	on	800003500	m35_00_00_00	literal
1037429256	on	800006000	m60_00_00_00	literal
1037429258	off	800001100	m11_00_00_00	literal
1037429258	off	800003500	m35_00_00_00	literal
1037429258	off	800006000	m60_00_00_00	literal
1037429258	on	800001100	m11_00_00_00	literal
1037429258	on	800003500	m35_00_00_00	literal
1037429258	on	800006000	m60_00_00_00	literal
1037429260	on	800001100	m11_00_00_00	literal
1037429260	on	800003500	m35_00_00_00	literal
1037429260	on	800006000	m60_00_00_00	literal
1037429261	on	800001100	m11_00_00_00	literal
1037429261	on	800003500	m35_00_00_00	literal
1037429261	on	800006000	m60_00_00_00	literal
1037429262	on	800001100	m11_00_00_00	literal
1037429262	on	800003500	m35_00_00_00	literal
1037429262	on	800006000	m60_00_00_00	literal
1037429263	on	800001100	m11_00_00_00	literal
1037429263	on	800003500	m35_00_00_00	literal
1037429263	on	800006000	m60_00_00_00	literal
1037429264	off	800001100	m11_00_00_00	literal
1037429264	off	800003500	m35_00_00_00	literal
1037429264	off	800006000	m60_00_00_00	literal
1037429264	on	800001100	m11_00_00_00	literal
1037429264	on	800003500	m35_00_00_00	literal
1037429264	on	800006000	m60_00_00_00	literal
1037429265	off	800001100	m11_00_00_00	literal
1037429265	off	800003500	m35_00_00_00	literal
1037429265	off	800006000	m60_00_00_00	literal
1037429265	on	800001100	m11_00_00_00	literal
1037429265	on	800003500	m35_00_00_00	literal
1037429265	on	800006000	m60_00_00_00	literal
1037429266	off	800001100	m11_00_00_00	literal
1037429266	off	800003500	m35_00_00_00	literal
1037429266	off	800006000	m60_00_00_00	literal
1037429266	on	800001100	m11_00_00_00	literal
1037429266	on	800003500	m35_00_00_00	literal
1037429266	on	800006000	m60_00_00_00	literal
1037429267	off	800001100	m11_00_00_00	literal
1037429267	off	800003500	m35_00_00_00	literal
1037429267	off	800006000	m60_00_00_00	literal
1037429267	on	800001100	m11_00_00_00	literal
1037429267	on	800003500	m35_00_00_00	literal
1037429267	on	800006000	m60_00_00_00	literal
1037442700	on	314001110	m11_10_00_00	literal
1037442700	on	314001600	m16_00_00_00	literal
1037442700	on	314006000	m60_00_00_00	literal
1037449205	on	314001110	m11_10_00_00	literal
1037449205	on	314001600	m16_00_00_00	literal
1037449205	on	314006000	m60_00_00_00	literal
1037460701	on	330006000	m60_00_00_00	literal
1037462710	on	330006000	m60_00_00_00	arg
1037462711	on	330006000	m60_00_00_00	arg
1037462712	on	330006000	m60_00_00_00	arg
1037462713	on	330006000	m60_00_00_00	arg
1037462714	on	330006000	m60_00_00_00	arg
1037462715	off	330006000	m60_00_00_00	literal
1037462715	on	330006000	m60_00_00_00	literal
1037462719	on	330006000	m60_00_00_00	literal
1037469256	on	330006000	m60_00_00_00	arg
1037469257	on	330006000	m60_00_00_00	arg
1037469259	on	330006000	m60_00_00_00	arg
1037469259	on	330006000	m60_00_00_00	literal
1037469260	off	330006000	m60_00_00_00	literal
1037469260	on	330006000	m60_00_00_00	literal
1037469261	on	330006000	m60_00_00_00	arg
1037469262	off	330006000	m60_00_00_00	literal
1037469262	on	330006000	m60_00_00_00	literal
1037469263	on	330006000	m60_00_00_00	arg
1037469264	on	330006000	m60_00_00_00	arg
1037469265	on	330006000	m60_00_00_00	arg
1037469266	on	330006000	m60_00_00_00	arg
1037469267	on	330006000	m60_00_00_00	arg
1037469268	on	330006000	m60_00_00_00	arg
1037469270	off	330006000	m60_00_00_00	literal
1037469270	on	330006000	m60_00_00_00	literal
1037469271	off	330006000	m60_00_00_00	literal
1037469271	on	330006000	m60_00_00_00	conditional
1037469272	off	330006000	m60_00_00_00	literal
1037469272	on	330006000	m60_00_00_00	literal
1037469273	off	330006000	m60_00_00_00	literal
1037469273	on	330006000	m60_00_00_00	literal
1037469274	off	330006000	m60_00_00_00	literal
1037469274	on	330006000	m60_00_00_00	literal
1037469275	off	330006000	m60_00_00_00	literal
1037469275	on	330006000	m60_00_00_00	literal
1037469289	on	330016000	m60_00_00_00	literal
1037489200	on	603216000	m60_00_00_00	arg
1037519200	off	000001000	m00_00_00_00	literal
1037519200	on	000001000	m00_00_00_00	literal
1037519201	on	000003000	m00_00_00_00	arg
1037542702	on	309001600	m16_00_00_00	literal
1037542702	on	309003100	m31_00_00_00	literal
1037542702	on	309006000	m60_00_00_00	literal
1037542703	on	309001600	m16_00_00_00	literal
1037542703	on	309003100	m31_00_00_00	literal
1037542703	on	309006000	m60_00_00_00	literal
1037542712	on	801216000	m60_00_00_00	arg
1037542715	on	801216000	m60_00_00_00	arg
1037542717	on	801216000	m60_00_00_00	arg
1037549206	on	309001600	m16_00_00_00	literal
1037549206	on	309003100	m31_00_00_00	literal
1037549206	on	309006000	m60_00_00_00	literal
1037549207	on	309001600	m16_00_00_00	literal
1037549207	on	309003100	m31_00_00_00	literal
1037549207	on	309006000	m60_00_00_00	literal
1037549209	off	309001600	m16_00_00_00	literal
1037549209	off	309003100	m31_00_00_00	literal
1037549209	off	309006000	m60_00_00_00	literal
1037549213	on	309001600	m16_00_00_00	conditional
1037549213	on	309003100	m31_00_00_00	conditional
1037549213	on	309006000	m60_00_00_00	conditional
1037549250	on	801216000	m60_00_00_00	arg
1037549255	on	801216000	m60_00_00_00	arg
1038412700	on	310003500	m35_00_00_00	arg
1038412700	on	310006000	m60_00_00_00	arg
1038412701	on	310003500	m35_00_00_00	arg
1038412701	on	310006000	m60_00_00_00	arg
1038419200	on	310006000	m60_00_00_00	literal
1038419202	on	310003500	m35_00_00_00	arg
1038419202	on	310006000	m60_00_00_00	arg
1038419205	on	310003500	m35_00_00_00	arg
1038419205	on	310006000	m60_00_00_00	arg
1038419255	on	309001600	m16_00_00_00	literal
1038419255	on	309003100	m31_00_00_00	literal
1038419255	on	309006000	m60_00_00_00	literal
1038419258	on	309001600	m16_00_00_00	literal
1038419258	on	309003100	m31_00_00_00	literal
1038419258	on	309006000	m60_00_00_00	literal
1038419259	on	309001600	m16_00_00_00	literal
1038419259	on	309003100	m31_00_00_00	literal
1038419259	on	309006000	m60_00_00_00	literal
1038419262	off	309001600	m16_00_00_00	literal
1038419262	off	309003100	m31_00_00_00	literal
1038419262	off	309006000	m60_00_00_00	literal
1038419262	on	309001600	m16_00_00_00	literal
1038419262	on	309003100	m31_00_00_00	literal
1038419262	on	309006000	m60_00_00_00	literal
1038419263	off	309001600	m16_00_00_00	literal
1038419263	off	309003100	m31_00_00_00	literal
1038419263	off	309006000	m60_00_00_00	literal
1038419263	on	309001600	m16_00_00_00	literal
1038419263	on	309003100	m31_00_00_00	literal
1038419263	on	309006000	m60_00_00_00	literal
1038419265	off	309001600	m16_00_00_00	literal
1038419265	off	309003100	m31_00_00_00	literal
1038419265	off	309006000	m60_00_00_00	literal
1038419266	on	309001600	m16_00_00_00	literal
1038419266	on	309003100	m31_00_00_00	literal
1038419266	on	309006000	m60_00_00_00	literal
1038419267	on	309001600	m16_00_00_00	conditional
1038419267	on	309003100	m31_00_00_00	conditional
1038419267	on	309006000	m60_00_00_00	conditional
1038432700	on	310003500	m35_00_00_00	arg
1038432700	on	310006000	m60_00_00_00	arg
1038432701	on	310003500	m35_00_00_00	arg
1038432701	on	310006000	m60_00_00_00	arg
1038439200	on	310006000	m60_00_00_00	literal
1038439202	on	310003500	m35_00_00_00	arg
1038439202	on	310006000	m60_00_00_00	arg
1038439205	on	310003500	m35_00_00_00	arg
1038439205	on	310006000	m60_00_00_00	arg
1038439206	on	310003500	m35_00_00_00	arg
1038439206	on	310006000	m60_00_00_00	arg
1038439207	on	310003500	m35_00_00_00	arg
1038439207	on	310006000	m60_00_00_00	arg
1038439209	on	310003500	m35_00_00_00	arg
1038439209	on	310006000	m60_00_00_00	arg
1038479200	on	603206000	m60_00_00_00	arg
1038502705	off	313001600	m16_00_00_00	arg
1038502705	off	313006000	m60_00_00_00	arg
1038502705	on	313001600	m16_00_00_00	arg
1038502705	on	313006000	m60_00_00_00	arg
1038502708	off	313001600	m16_00_00_00	arg
1038502708	off	313006000	m60_00_00_00	arg
1038502708	on	313001600	m16_00_00_00	arg
1038502708	on	313006000	m60_00_00_00	arg
1038509250	off	000001000	m00_00_00_00	literal
1038509250	on	000001000	m00_00_00_00	literal
1038509251	on	000003000	m00_00_00_00	arg
1038509252	on	000003000	m00_00_00_00	arg
1038512701	on	313001600	m16_00_00_00	literal
1038512701	on	313006000	m60_00_00_00	literal
1038512703	on	313001600	m16_00_00_00	literal
1038512703	on	313006000	m60_00_00_00	literal
1038512705	on	313001600	m16_00_00_00	conditional
1038512705	on	313001600	m16_00_00_00	literal
1038512705	on	313006000	m60_00_00_00	conditional
1038512705	on	313006000	m60_00_00_00	literal
1038512706	on	313001600	m16_00_00_00	literal
1038512706	on	313006000	m60_00_00_00	literal
1038512707	on	313001600	m16_00_00_00	literal
1038512707	on	313006000	m60_00_00_00	literal
1038512725	off	313001600	m16_00_00_00	arg
1038512725	off	313006000	m60_00_00_00	arg
1038512725	on	313001600	m16_00_00_00	arg
1038512725	on	313006000	m60_00_00_00	arg
1038512728	off	313001600	m16_00_00_00	arg
1038512728	off	313006000	m60_00_00_00	arg
1038512728	on	313001600	m16_00_00_00	arg
1038512728	on	313006000	m60_00_00_00	arg
1038519205	on	313001600	m16_00_00_00	literal
1038519205	on	313006000	m60_00_00_00	literal
1038519206	on	313001600	m16_00_00_00	literal
1038519206	on	313006000	m60_00_00_00	literal
1038519256	other	348001500	m15_00_00_00	rawsense-1
1038519256	other	348006000	m60_00_00_00	rawsense-1
1038519257	on	348001500	m15_00_00_00	literal
1038519257	on	348006000	m60_00_00_00	literal
1038519258	other	348001500	m15_00_00_00	rawsense-1
1038519258	other	348006000	m60_00_00_00	rawsense-1
1039392701	on	333006000	m60_00_00_00	arg
1039392702	on	333006000	m60_00_00_00	literal
1039392703	on	333006000	m60_00_00_00	arg
1039392704	off	333006000	m60_00_00_00	literal
1039392704	on	333006000	m60_00_00_00	literal
1039399203	on	333006000	m60_00_00_00	arg
1039399205	on	333006000	m60_00_00_00	literal
1039399206	on	333006000	m60_00_00_00	literal
1039399207	on	333006000	m60_00_00_00	literal
1039399208	off	333006000	m60_00_00_00	literal
1039399208	on	333006000	m60_00_00_00	literal
1039399209	off	333006000	m60_00_00_00	literal
1039399209	on	333006000	m60_00_00_00	literal
1039399210	off	333006000	m60_00_00_00	literal
1039399210	on	333006000	m60_00_00_00	literal
1039399211	off	333006000	m60_00_00_00	literal
1039399211	on	333006000	m60_00_00_00	literal
1039399213	on	333006000	m60_00_00_00	literal
1039399214	on	333006000	m60_00_00_00	literal
1039399215	on	333006000	m60_00_00_00	literal
1039399216	on	333006000	m60_00_00_00	literal
1039399220	on	333006000	m60_00_00_00	literal
1039399221	on	333006000	m60_00_00_00	literal
1039399223	off	333006000	m60_00_00_00	literal
1039399223	on	333006000	m60_00_00_00	literal
1039399225	on	333006000	m60_00_00_00	literal
1039399226	off	333006000	m60_00_00_00	literal
1039399226	on	333006000	m60_00_00_00	literal
1039402700	on	310003500	m35_00_00_00	arg
1039402700	on	310006000	m60_00_00_00	arg
1039402701	on	310003500	m35_00_00_00	arg
1039402701	on	310006000	m60_00_00_00	arg
1039402711	off	223001100	m11_00_00_00	literal
1039402711	off	223001105	m11_05_00_00	literal
1039402711	off	223001400	m14_00_00_00	literal
1039402711	off	223003115	m31_15_00_00	literal
1039402711	off	223006000	m60_00_00_00	literal
1039402711	on	223001100	m11_00_00_00	literal
1039402711	on	223001105	m11_05_00_00	literal
1039402711	on	223001400	m14_00_00_00	literal
1039402711	on	223003115	m31_15_00_00	literal
1039402711	on	223006000	m60_00_00_00	literal
1039402712	off	223001100	m11_00_00_00	literal
1039402712	off	223001105	m11_05_00_00	literal
1039402712	off	223001400	m14_00_00_00	literal
1039402712	off	223003115	m31_15_00_00	literal
1039402712	off	223006000	m60_00_00_00	literal
1039402712	on	223001100	m11_00_00_00	literal
1039402712	on	223001105	m11_05_00_00	literal
1039402712	on	223001400	m14_00_00_00	literal
1039402712	on	223003115	m31_15_00_00	literal
1039402712	on	223006000	m60_00_00_00	literal
1039409202	on	310003500	m35_00_00_00	arg
1039409202	on	310006000	m60_00_00_00	arg
1039409205	on	310003500	m35_00_00_00	arg
1039409205	on	310006000	m60_00_00_00	arg
1039409206	on	310003500	m35_00_00_00	arg
1039409206	on	310006000	m60_00_00_00	arg
1039409255	on	223001100	m11_00_00_00	arg
1039409255	on	223001105	m11_05_00_00	arg
1039409255	on	223001400	m14_00_00_00	arg
1039409255	on	223003115	m31_15_00_00	arg
1039409255	on	223006000	m60_00_00_00	arg
1039409256	off	223001100	m11_00_00_00	literal
1039409256	off	223001105	m11_05_00_00	literal
1039409256	off	223001400	m14_00_00_00	literal
1039409256	off	223003115	m31_15_00_00	literal
1039409256	off	223006000	m60_00_00_00	literal
1039409256	on	223001100	m11_00_00_00	literal
1039409256	on	223001105	m11_05_00_00	literal
1039409256	on	223001400	m14_00_00_00	literal
1039409256	on	223003115	m31_15_00_00	literal
1039409256	on	223006000	m60_00_00_00	literal
1039409257	on	223001100	m11_00_00_00	arg
1039409257	on	223001105	m11_05_00_00	arg
1039409257	on	223001400	m14_00_00_00	arg
1039409257	on	223003115	m31_15_00_00	arg
1039409257	on	223006000	m60_00_00_00	arg
1039409258	off	223001100	m11_00_00_00	literal
1039409258	off	223001105	m11_05_00_00	literal
1039409258	off	223001400	m14_00_00_00	literal
1039409258	off	223003115	m31_15_00_00	literal
1039409258	off	223006000	m60_00_00_00	literal
1039409258	on	223001100	m11_00_00_00	literal
1039409258	on	223001105	m11_05_00_00	literal
1039409258	on	223001400	m14_00_00_00	literal
1039409258	on	223003115	m31_15_00_00	literal
1039409258	on	223006000	m60_00_00_00	literal
1039409259	on	223001100	m11_00_00_00	literal
1039409259	on	223001105	m11_05_00_00	literal
1039409259	on	223001400	m14_00_00_00	literal
1039409259	on	223003115	m31_15_00_00	literal
1039409259	on	223006000	m60_00_00_00	literal
1039409260	on	223001100	m11_00_00_00	arg
1039409260	on	223001105	m11_05_00_00	arg
1039409260	on	223001400	m14_00_00_00	arg
1039409260	on	223003115	m31_15_00_00	arg
