# WORKSHEET (er-archipelago#598) -- hand-fill `verdict` and `reason`, then move the
#   answer into region_overrides.tsv, which region_of honours FIRST. Nothing in gen
#   reads THIS file. Regenerate: tools/build_region_dispute_worksheet.py --emit
# Every row's TILE holds checks in more than one AP region.
# tile_kind=interior -- a legacy dungeon is one map id over a huge space and MAY own
#   two regions legitimately (m21_00's Hippopotamus arena is Scadu Altus by design,
#   see region_overrides.tsv). Dismiss those unless something else looks wrong.
# tile_kind=overworld -- a tile is the smallest loadable unit, so a split here is a
#   derivation artifact. These are the real subject.
# how=GUESSED -- check_region_triage says this region was a nearest-neighbour hop,
#   not first-hand evidence. surface_default=yes -- a default seed can hang
#   progression on it, so a wrong region here is the expensive kind.
# ORDER IS THE PRIORITY: surface_default, then GUESSED, then overworld, then tile.
tile	tile_kind	flag	ap_id	derived_region	regions_on_tile	surface_default	how	tags	label	verdict	reason
m11_00	interior	11007230	7771056	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007235	7771057	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007240	7771058	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007245	7771059	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007250	7771060	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007260	7774046	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007270	7771061	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007280	7771062	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007290	7774047	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007300	7771063	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007310	7771064	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007320	7771065	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007330	7771066	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007340	7771067	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007350	7771068	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007360	7771069	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007370	7774048	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007380	7774049	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007390	7771070	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007400	7771071	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007410	7771072	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007420	7771073	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007430	7771074	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007440	7771075	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007450	7771076	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007460	7771077	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007480	7771078	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007490	7774050	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007500	7771079	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007510	7771080	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007520	7771081	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007530	7771082	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007540	7771083	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007550	7771084	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007570	7771085	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007580	7771086	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007590	7771087	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007600	7771088	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007610	7771089	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007620	7771090	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007630	7771091	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007640	7771092	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007650	7771093	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007660	7771094	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007670	7771095	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007680	7771096	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007690	7771097	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007700	7774051	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007710	7771098	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007720	7771099	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007730	7771100	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007740	7771101	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007750	7771102	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007760	7771103	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007770	7771104	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007780	7774052	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007790	7771105	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007800	7771106	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007810	7771107	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007820	7774053	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007830	7771108	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007840	7771109	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007850	7771110	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007860	7774054	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007870	7771111	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007880	7771112	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007890	7771113	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007900	7774055	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007910	7771114	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007920	7771115	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007930	7771116	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007940	7771117	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007950	7771118	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007960	7771119	Leyndell	Leyndell|Stormveil	no	-	Legendary	-		
m11_00	interior	11007970	7771120	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007980	7774056	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007983	7771121	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007985	7771122	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007987	7771123	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007989	7771124	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007991	7771125	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007992	7771126	Leyndell	Leyndell|Stormveil	no	-	Legendary	-		
m11_00	interior	11007994	7771128	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007995	7774058	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007996	7771129	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007997	7771130	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007998	7771131	Leyndell	Leyndell|Stormveil	no	-	-	-		
m21_00	interior	400594	7770729	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	400692	7770744	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007000	7771986	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007010	7771987	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007020	7771988	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007030	7771989	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007040	7771990	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007050	7771991	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007060	7774118	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007070	7771992	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007080	7771993	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007090	7771994	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007100	7771995	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007110	7771996	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007120	7771997	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007130	7771998	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007140	7771999	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007160	7772000	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007170	7772001	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007180	7774119	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007190	7772002	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007200	7772003	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007210	7772004	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007220	7774120	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007230	7774121	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007240	7772005	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007250	7774122	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007260	7772006	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007270	7774123	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007280	7774124	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007290	7772007	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007300	7772008	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007310	7772009	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007320	7772010	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007330	7772011	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007340	7772012	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007350	7772013	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007360	7772014	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007370	7772015	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007380	7772016	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007390	7772017	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007410	7772018	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007420	7772019	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007430	7774126	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007440	7774127	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007450	7772020	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007460	7774128	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007470	7772021	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007480	7774129	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007490	7774130	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007500	7772022	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007510	7772023	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007520	7772024	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007530	7772025	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007540	7774131	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007550	7772026	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007560	7772027	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007570	7772028	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007580	7772029	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007590	7772030	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007600	7772031	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007610	7772032	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007620	7772033	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007630	7772034	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007640	7772035	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007650	7772036	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007670	7774132	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007680	7772037	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007690	7774133	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007700	7772038	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007710	7772039	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007720	7772040	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007730	7772041	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007740	7772042	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007750	7772043	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007760	7774134	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007770	7774135	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007780	7774136	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007790	7774137	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007800	7772044	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007810	7772045	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007820	7774138	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007830	7774139	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007840	7774140	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007850	7772046	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007860	7774141	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007870	7774142	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007880	7774143	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007890	7774144	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007900	7774145	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007910	7774146	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007920	7774147	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007930	7774148	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007940	7774149	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007950	7774150	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007960	7774151	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007970	7774152	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007980	7774153	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007990	7774154	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007991	7772047	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007993	7772048	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
m21_00	interior	21007995	7772049	Shadow Keep	Scadu Altus|Shadow Keep	no	-	-	-		
