# AUTO-GENERATED by tools/derive_sweep_anchor_coords.py -- DO NOT EDIT, re-emit.
# WEAK ANCHOR, NOT A MEASUREMENT. Each row says: this check is a MEMBER of the
# sweep triggered by <trigger_defeat_flag>, and that boss is fought at <x,y,z>.
# A member sits BEHIND its trigger, not AT it (boss_sweeps scopes members by
# class, and #445 records triggers outside their members' region). Present it as
# an AREA, never with the wording used for an item_grace_coords position.
# Positions are MAP-LOCAL, the same space as item_grace_coords.
#
# EMITTED 644.
# REFUSED 0 AMBIGUOUS SWEEP
# REFUSED 35 NO ARENA:
#    7770786 (trigger 12030390)
#    7771302 (trigger 12030390)
#    7771305 (trigger 12030390)
#    7771306 (trigger 12030390)
#    7900026 (trigger 12030390)
#    7773960 (trigger 30130810)
#    7773962 (trigger 30130810)
#    7772320 (trigger 34110800)
#    7770735 (trigger 1036450800)
#    7770751 (trigger 1036450800)
#    7774129 (trigger 1036450800)
#    7770736 (trigger 1036480800)
#    7770739 (trigger 1036480800)
#    7770619 (trigger 1037420800)
#    7774204 (trigger 1037420800)
#    7770746 (trigger 1039430800)
#    7770757 (trigger 1039510800)
#    7772740 (trigger 1039510800)
#    7770036 (trigger 1044530800)
#    7770763 (trigger 1044530800)
#    7772897 (trigger 1044530800)
#    7772942 (trigger 1044530800)
#    7774343 (trigger 1044530800)
#    7774345 (trigger 1044530800)
#    7774503 (trigger 1252520800)
#    7774504 (trigger 1252520800)
#    7900275 (trigger 1252520800)
#    7773739 (trigger 2049440800)
#    7773765 (trigger 2049440800)
#    7773625 (trigger 2050430800)
#    7773942 (trigger 2050480810)
#    7900199 (trigger 2050480810)
#    7773939 (trigger 2050480811)
#    7773947 (trigger 2050480811)
#    7773940 (trigger 2050480812)
# REFUSED 0 ARENA AT ORIGIN
# REFUSED 3435 ALREADY POSITIONED:
#    7770041
#    7770047
#    7770810
#    7770812
#    7770814
#    7770816
#    7770818
#    7770820
#    7770822
#    7770824
#    7770826
#    7770828
#    7770830
#    7770832
#    7770834
#    7770836
#    7770838
#    7770840
#    7770844
#    7770846
#    7770848
#    7770850
#    7770852
#    7770854
#    7770856
#    7770859
#    7770862
#    7770864
#    7770866
#    7770868
#    7770870
#    7770872
#    7770874
#    7770876
#    7770878
#    7770880
#    7770882
#    7770884
#    7770886
#    7770888
#    ... 3395 more
ap_location_id	check_flag	trigger_defeat_flag	boss_map	local_x	local_y	local_z	anchor
7900109	400714	2054390850	m61_54_39_00	-72.88	511.96	19.44	sweep_arena
7900110	400714	2054390800	m61_54_39_00	112.04	953.86	26.01	sweep_arena
7900111	400714	2054390850	m61_54_39_00	-72.88	511.96	19.44	sweep_arena
7900112	400714	2054390800	m61_54_39_00	112.04	953.86	26.01	sweep_arena
7900144	530260	1034420800	m60_34_42_00	101.58	397.27	-42.53	sweep_arena
7900145	530315	1045520800	m60_45_52_00	27.69	1023.82	43.92	sweep_arena
7900146	530325	1042550800	m60_42_55_00	-35.55	968.22	-38.97	sweep_arena
7900147	530375	1036540800	m60_36_54_00	100.63	1052.16	-41.76	sweep_arena
7900149	530425	1051430800	m60_51_43_00	60.89	305.2	-63.97	sweep_arena
7900150	530505	1049520800	m60_49_52_00	-20.31	1048.49	54.71	sweep_arena
7900151	530515	1053560800	m60_53_56_00	-52.5	1668.45	-116.28	sweep_arena
7900152	530515	1053560800	m60_53_56_00	-52.5	1668.45	-116.28	sweep_arena
7900153	530515	1053560800	m60_53_56_00	-52.5	1668.45	-116.28	sweep_arena
7900154	530515	1053560800	m60_53_56_00	-52.5	1668.45	-116.28	sweep_arena
7900163	530830	2051440800	m61_51_44_00	5.08	162.59	94.24	sweep_arena
7900164	530830	2051440800	m61_51_44_00	5.08	162.59	94.24	sweep_arena
7900165	530830	2051440800	m61_51_44_00	5.08	162.59	94.24	sweep_arena
7900166	530830	2051440800	m61_51_44_00	5.08	162.59	94.24	sweep_arena
7900167	530900	2046450800	m61_46_45_00	109.2	395.92	-80.75	sweep_arena
7900168	530900	2046450800	m61_46_45_00	109.2	395.92	-80.75	sweep_arena
7900169	530900	2046450800	m61_46_45_00	109.2	395.92	-80.75	sweep_arena
7900170	530900	2046450800	m61_46_45_00	109.2	395.92	-80.75	sweep_arena
7900178	11007985	11000800	m11_00_00_00	67.41	79.0	-455.18	sweep_arena
7900179	11007985	11000850	m11_00_00_00	-131.56	31.01	-386.36	sweep_arena
7900180	11007985	11000800	m11_00_00_00	67.41	79.0	-455.18	sweep_arena
7900185	12057950	12050800	m12_05_00_00	1552.51	-505.78	1234.42	sweep_arena
7900186	12057950	12050800	m12_05_00_00	1552.51	-505.78	1234.42	sweep_arena
7900187	12057950	12050800	m12_05_00_00	1552.51	-505.78	1234.42	sweep_arena
7900191	13007995	13000850	m13_00_00_00	-3.55	-52.2	406.52	sweep_arena
7900192	13007995	13000800	m13_00_00_00	197.21	-32.52	374.75	sweep_arena
7900193	13007995	13000830	m13_00_00_00	14.45	1009.59	329.5	sweep_arena
7900198	21017991	21010800	m15_00_00_00	174.37	431.66	307.9	sweep_arena
7900206	30107100	30100800	m30_10_00_00	-101.57	761.46	340.47	sweep_arena
7900207	30107100	30100800	m30_10_00_00	-101.57	761.46	340.47	sweep_arena
7900208	30107100	30100800	m30_10_00_00	-101.57	761.46	340.47	sweep_arena
7900209	30107100	30100800	m30_10_00_00	-101.57	761.46	340.47	sweep_arena
7900222	39207500	39200800	m39_20_00_00	-106.67	353.66	-1310.49	sweep_arena
7900223	39207500	39200800	m39_20_00_00	-106.67	353.66	-1310.49	sweep_arena
7900224	39207500	39200800	m39_20_00_00	-106.67	353.66	-1310.49	sweep_arena
7900238	1037497300	1038480800	m60_38_48_00	-30.17	404.2	-102.92	sweep_arena
7900242	1038547100	1037530800	m60_37_53_00	52.79	903.67	-88.34	sweep_arena
7900243	1038547100	1037540810	m60_37_54_00	-33.39	856.8	-72.88	sweep_arena
7900246	1039537700	1038520800	m60_38_52_00	-127.16	823.41	71.56	sweep_arena
7900247	1040557700	1039540800	m60_39_54_00	-53.72	768.29	56.51	sweep_arena
7900248	1040557700	1039540800	m60_39_54_00	-53.72	768.29	56.51	sweep_arena
7900249	1040557700	1039540800	m60_39_54_00	-53.72	768.29	56.51	sweep_arena
7900253	1042397500	1042380850	m60_42_38_00	12.3	188.02	89.59	sweep_arena
7900254	1042397500	1042380800	m60_42_38_00	120.54	183.82	50.97	sweep_arena
7900255	1042397500	1042380850	m60_42_38_00	12.3	188.02	89.59	sweep_arena
7900256	1043347400	1042330800	m60_42_33_00	-126.39	19.91	108.76	sweep_arena
7900258	1047567700	1048570800	m60_48_57_00	-106.89	1255.08	116.48	sweep_arena
7900259	1047567700	1248550800	m60_48_55_00	108.17	1281.57	-33.08	sweep_arena
7900261	1048557710	1248550800	m60_48_55_00	108.17	1281.57	-33.08	sweep_arena
7900262	1048557710	1248550800	m60_48_55_00	108.17	1281.57	-33.08	sweep_arena
7900263	1048557710	1248550800	m60_48_55_00	108.17	1281.57	-33.08	sweep_arena
7900271	1050567700	1050560800	m60_50_56_00	15.43	1255.08	9.55	sweep_arena
7900272	1050567700	1050560800	m60_50_56_00	15.43	1255.08	9.55	sweep_arena
7900273	1050567700	1050560800	m60_50_56_00	15.43	1255.08	9.55	sweep_arena
7900274	1050567700	1050560800	m60_50_56_00	15.43	1255.08	9.55	sweep_arena
7900276	1051577720	1051570800	m60_51_57_00	78.08	1632.02	210.23	sweep_arena
7900280	2045477400	2044470800	m61_44_47_00	-52.12	321.72	112.28	sweep_arena
7900288	530805	2054390850	m61_54_39_00	-72.88	511.96	19.44	sweep_arena
