flag,flag_source,item_name,region,method,confidence
18007030,map_lot,Dragonwound Grease,Global / Common-event (unplaced),global,low
18007040,map_lot,Lightning Grease,Global / Common-event (unplaced),global,low
18007060,map_lot,Grave Glovewort [1],Global / Common-event (unplaced),global,low
18007070,map_lot,Haligdrake Talisman,Global / Common-event (unplaced),global,low
18007700,enemy_lot,Dragon Communion Seal,Global / Common-event (unplaced),global,low
20007900,enemy_lot,Revered Spirit Ash,Global / Common-event (unplaced),global,low
20017670,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
20017680,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
20017690,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
20017900,enemy_lot,Revered Spirit Ash,Global / Common-event (unplaced),global,low
21007030,map_lot,Redflesh Mushroom,Global / Common-event (unplaced),global,low
21007040,map_lot,Golden Vow,Global / Common-event (unplaced),global,low
21007060,map_lot,Smithing Stone [5],Global / Common-event (unplaced),global,low
21007070,map_lot,Talisman of Lord's Bestowal,Global / Common-event (unplaced),global,low
21007080,map_lot,Smithing Stone [8],Global / Common-event (unplaced),global,low
21007090,map_lot,Golden Vow,Global / Common-event (unplaced),global,low
21007110,map_lot,Holyproof Pickled Liver,Global / Common-event (unplaced),global,low
21007120,map_lot,Messmerfire Grease,Global / Common-event (unplaced),global,low
21007130,map_lot,Drawstring Golden Grease,Global / Common-event (unplaced),global,low
21007140,map_lot,Smithing Stone [8],Global / Common-event (unplaced),global,low
21007160,map_lot,Somber Smithing Stone [8],Global / Common-event (unplaced),global,low
21007170,map_lot,Bone Dart,Global / Common-event (unplaced),global,low
21007180,map_lot,Smithing Stone [2],Global / Common-event (unplaced),global,low
21007190,map_lot,Silver-Pickled Fowl Foot,Global / Common-event (unplaced),global,low
21007220,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21007230,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21007250,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21007270,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21007280,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21007310,map_lot,Strip of White Flesh,Global / Common-event (unplaced),global,low
21007320,map_lot,Great Grave Glovewort,Global / Common-event (unplaced),global,low
21007330,map_lot,Fireproof Pickled Liver,Global / Common-event (unplaced),global,low
21007360,map_lot,Stormhawk Feather,Global / Common-event (unplaced),global,low
21007390,map_lot,Ember of Messmer,Global / Common-event (unplaced),global,low
21007400,map_lot,Scadutree Fragment,Global / Common-event (unplaced),global,low
21007410,map_lot,Hefty Beast Bone,Global / Common-event (unplaced),global,low
21007420,map_lot,Crab Eggs,Global / Common-event (unplaced),global,low
21007430,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21007440,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21007460,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21007480,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21007490,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21007540,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21007550,map_lot,Somber Smithing Stone [5],Global / Common-event (unplaced),global,low
21007590,map_lot,Somber Smithing Stone [5],Global / Common-event (unplaced),global,low
21007600,map_lot,Shadow Realm Rune [5],Global / Common-event (unplaced),global,low
21007610,map_lot,Kukri,Global / Common-event (unplaced),global,low
21007620,map_lot,Smithing Stone [4],Global / Common-event (unplaced),global,low
21007630,map_lot,Crab Eggs,Global / Common-event (unplaced),global,low
21007640,map_lot,Shadow Sunflower,Global / Common-event (unplaced),global,low
21007650,map_lot,Fire Knight's Seal,Global / Common-event (unplaced),global,low
21007670,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21007680,map_lot,String,Global / Common-event (unplaced),global,low
21007690,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21007760,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21007770,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21007780,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21007790,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21007800,map_lot,Iris of Grace,Global / Common-event (unplaced),global,low
21007810,map_lot,Marika's Rune,Global / Common-event (unplaced),global,low
21007820,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21007830,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21007840,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21007860,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21007870,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21007880,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21007890,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21007900,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21007910,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21007920,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21007930,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21007940,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21007950,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21007960,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21007970,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21007980,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21007990,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21017020,map_lot,Revered Spirit Ash,Global / Common-event (unplaced),global,low
21017030,map_lot,Ember of Messmer,Global / Common-event (unplaced),global,low
21017040,map_lot,Fire Coil,Global / Common-event (unplaced),global,low
21017060,map_lot,Smithing Stone [8],Global / Common-event (unplaced),global,low
21017070,map_lot,Black Pyrefly,Global / Common-event (unplaced),global,low
21017080,map_lot,Beast Horn,Global / Common-event (unplaced),global,low
21017090,map_lot,Smithing Stone [5],Global / Common-event (unplaced),global,low
21017100,map_lot,Boltdrake Talisman +3,Global / Common-event (unplaced),global,low
21017120,map_lot,Pearldrake Talisman +3,Global / Common-event (unplaced),global,low
21017130,map_lot,Blessed Bone Shard,Global / Common-event (unplaced),global,low
21017140,map_lot,Furlcalling Finger Remedy,Global / Common-event (unplaced),global,low
21017150,map_lot,,Global / Common-event (unplaced),global,low
21017160,map_lot,Lump of Flesh,Global / Common-event (unplaced),global,low
21017170,map_lot,Beast Horn,Global / Common-event (unplaced),global,low
21017180,map_lot,Storehouse Cross Message,Global / Common-event (unplaced),global,low
21017220,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21017240,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21017260,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21017320,map_lot,Shadow Realm Rune [5],Global / Common-event (unplaced),global,low
21017330,map_lot,Holyproof Pickled Liver,Global / Common-event (unplaced),global,low
21017340,map_lot,Secret Rite Scroll,Global / Common-event (unplaced),global,low
21017350,map_lot,Redflesh Mushroom,Global / Common-event (unplaced),global,low
21017380,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21017390,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21017400,map_lot,Smithing Stone [6],Global / Common-event (unplaced),global,low
21017410,map_lot,Fire Coil,Global / Common-event (unplaced),global,low
21017420,map_lot,Smithing Stone [7],Global / Common-event (unplaced),global,low
21017430,map_lot,Silver-Pickled Fowl Foot,Global / Common-event (unplaced),global,low
21017440,map_lot,Spirit Calculus,Global / Common-event (unplaced),global,low
21017470,map_lot,Ember of Messmer,Global / Common-event (unplaced),global,low
21017480,map_lot,Shadow Realm Rune [5],Global / Common-event (unplaced),global,low
21017490,map_lot,Ember of Messmer,Global / Common-event (unplaced),global,low
21017540,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21017550,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21017560,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21017590,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21017600,map_lot,Somber Smithing Stone [9],Global / Common-event (unplaced),global,low
21017610,map_lot,Glintslab Firefly,Global / Common-event (unplaced),global,low
21017620,map_lot,Carian Thrusting Shield,Global / Common-event (unplaced),global,low
21017630,map_lot,Fire Coil,Global / Common-event (unplaced),global,low
21017640,map_lot,Ghost Glovewort [3],Global / Common-event (unplaced),global,low
21017650,map_lot,[Incantation] Fire Serpent,Global / Common-event (unplaced),global,low
21017660,map_lot,Shadow Sunflower,Global / Common-event (unplaced),global,low
21017670,map_lot,Blessed Bone Shard,Global / Common-event (unplaced),global,low
21017680,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21017690,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21017750,map_lot,Thin Beast Bones,Global / Common-event (unplaced),global,low
21017780,map_lot,[Incantation] Wrath from Afar,Global / Common-event (unplaced),global,low
21017790,map_lot,Rune of an Unsung Hero,Global / Common-event (unplaced),global,low
21017810,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21017830,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21017840,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21017850,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21017860,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21017870,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21017880,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21017890,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21017900,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21017910,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21017920,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21017930,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21017940,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21017960,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21017970,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21017980,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21017990,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21027000,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21027010,map_lot,Gold-Pickled Fowl Foot,Global / Common-event (unplaced),global,low
21027020,map_lot,Ash of War: Wall of Sparks,Global / Common-event (unplaced),global,low
21027040,map_lot,Iris of Grace,Global / Common-event (unplaced),global,low
21027070,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21027080,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21027090,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21027100,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21027110,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21027120,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21027130,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21027140,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21027150,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21027160,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21027170,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21027180,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21027190,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21027200,map_lot,Smithing Stone [3],Global / Common-event (unplaced),global,low
21027210,map_lot,Beast Liver,Global / Common-event (unplaced),global,low
21027220,map_lot,Beast Blood,Global / Common-event (unplaced),global,low
21027240,map_lot,Redflesh Mushroom,Global / Common-event (unplaced),global,low
21027260,map_lot,Somber Smithing Stone [2],Global / Common-event (unplaced),global,low
21027280,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21027290,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21027300,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21027310,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21027320,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21027330,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21027340,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21027350,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21027360,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21027370,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21027380,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21027390,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21027400,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
21027985,enemy_lot,Living Jar Shard,Global / Common-event (unplaced),global,low
22007110,map_lot,St. Trina's Arrow,Global / Common-event (unplaced),global,low
22007120,map_lot,Deep-Purple Lily,Global / Common-event (unplaced),global,low
22007130,map_lot,Shadow Realm Rune [3],Global / Common-event (unplaced),global,low
22007140,map_lot,Grave Glovewort [8],Global / Common-event (unplaced),global,low
22007150,map_lot,Velvet Sword of St. Trina,Global / Common-event (unplaced),global,low
22007160,map_lot,Grave Glovewort [3],Global / Common-event (unplaced),global,low
22007170,map_lot,Grave Glovewort [2],Global / Common-event (unplaced),global,low
22007190,map_lot,Smithing Stone [6],Global / Common-event (unplaced),global,low
22007230,map_lot,Dewgem,Global / Common-event (unplaced),global,low
22007910,enemy_lot,Smithing Stone [8],Global / Common-event (unplaced),global,low
28007070,map_lot,Golden Horn Tender,Global / Common-event (unplaced),global,low
28007080,map_lot,Shadow Realm Rune [7],Global / Common-event (unplaced),global,low
28007090,map_lot,Swollen Grape,Global / Common-event (unplaced),global,low
28007110,map_lot,Revered Spirit Ash,Global / Common-event (unplaced),global,low
28007900,enemy_lot,Revered Spirit Ash,Global / Common-event (unplaced),global,low
30017010,map_lot,Root Resin,Global / Common-event (unplaced),global,low
30017020,map_lot,"Prattling Pate ""Please help""",Global / Common-event (unplaced),global,low
30027000,map_lot,Root Resin,Global / Common-event (unplaced),global,low
30027010,map_lot,Smoldering Butterfly,Global / Common-event (unplaced),global,low
30027020,map_lot,Wandering Noble Ashes,Global / Common-event (unplaced),global,low
30027030,map_lot,"Prattling Pate ""Hello""",Global / Common-event (unplaced),global,low
30047000,map_lot,Root Resin,Global / Common-event (unplaced),global,low
30067000,map_lot,Root Resin,Global / Common-event (unplaced),global,low
30067010,map_lot,Nox Mirrorhelm,Global / Common-event (unplaced),global,low
30067020,map_lot,Golden Rune [3],Global / Common-event (unplaced),global,low
30067030,map_lot,Page Ashes,Global / Common-event (unplaced),global,low
30067040,map_lot,Rune Arc,Global / Common-event (unplaced),global,low
30067050,map_lot,Old Fang,Global / Common-event (unplaced),global,low
30067060,map_lot,Hefty Beast Bone,Global / Common-event (unplaced),global,low
30067070,map_lot,Scythe,Global / Common-event (unplaced),global,low
30067080,map_lot,"Prattling Pate ""Wonderful""",Global / Common-event (unplaced),global,low
30077010,map_lot,Golden Rune [5],Global / Common-event (unplaced),global,low
30077020,map_lot,Magic Grease,Global / Common-event (unplaced),global,low
30077900,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
30087010,map_lot,Crimson Seed Talisman,Global / Common-event (unplaced),global,low
30087020,map_lot,Leyndell Soldier Ashes,Global / Common-event (unplaced),global,low
30087030,map_lot,Dragoncrest Shield Talisman +1,Global / Common-event (unplaced),global,low
30087040,map_lot,Root Resin,Global / Common-event (unplaced),global,low
30087050,map_lot,"Prattling Pate ""Let's get to it""",Global / Common-event (unplaced),global,low
30087060,map_lot,Human Bone Shard,Global / Common-event (unplaced),global,low
30087970,enemy_lot,Ghost Glovewort [4],Global / Common-event (unplaced),global,low
30087980,enemy_lot,Ghost Glovewort [4],Global / Common-event (unplaced),global,low
30087990,enemy_lot,Ghost Glovewort [4],Global / Common-event (unplaced),global,low
30097010,map_lot,Ringed Finger,Global / Common-event (unplaced),global,low
30097020,map_lot,Golden Rune [6],Global / Common-event (unplaced),global,low
30097030,map_lot,Smoldering Butterfly,Global / Common-event (unplaced),global,low
30097040,map_lot,Stonesword Key,Global / Common-event (unplaced),global,low
30097060,map_lot,Root Resin,Global / Common-event (unplaced),global,low
30097070,map_lot,Beast Blood,Global / Common-event (unplaced),global,low
30097700,enemy_lot,Mantis Blade,Global / Common-event (unplaced),global,low
30097800,enemy_lot,Bloodhound Knight Helm,Global / Common-event (unplaced),global,low
30107010,map_lot,Holy Grease,Global / Common-event (unplaced),global,low
30107020,map_lot,Fan Daggers,Global / Common-event (unplaced),global,low
30107030,map_lot,Golden Rune [7],Global / Common-event (unplaced),global,low
30107040,map_lot,Crucible Feather Talisman,Global / Common-event (unplaced),global,low
30107060,map_lot,Great Dragonfly Head,Global / Common-event (unplaced),global,low
30107070,map_lot,Stonesword Key,Global / Common-event (unplaced),global,low
30107080,map_lot,Vulgar Militia Ashes,Global / Common-event (unplaced),global,low
30117010,map_lot,Bloodrose,Global / Common-event (unplaced),global,low
30117020,map_lot,Uchigatana,Global / Common-event (unplaced),global,low
30127000,map_lot,Holy Grease,Global / Common-event (unplaced),global,low
30127010,map_lot,Winged Misbegotten Ashes,Global / Common-event (unplaced),global,low
30127020,map_lot,Rune Arc,Global / Common-event (unplaced),global,low
30127030,map_lot,"Prattling Pate ""Apologies""",Global / Common-event (unplaced),global,low
30127900,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
30137960,enemy_lot,Living Jar Shard,Global / Common-event (unplaced),global,low
30137970,enemy_lot,Living Jar Shard,Global / Common-event (unplaced),global,low
30137980,enemy_lot,Living Jar Shard,Global / Common-event (unplaced),global,low
30137990,enemy_lot,Living Jar Shard,Global / Common-event (unplaced),global,low
30147000,map_lot,Imp Head (Wolf),Global / Common-event (unplaced),global,low
30147010,map_lot,Grave Violet,Global / Common-event (unplaced),global,low
30147020,map_lot,Sacramental Bud,Global / Common-event (unplaced),global,low
30147030,map_lot,Aeonian Butterfly,Global / Common-event (unplaced),global,low
30147040,map_lot,Golden Rune [4],Global / Common-event (unplaced),global,low
30147900,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
30157000,map_lot,Miranda Sprout Ashes,Global / Common-event (unplaced),global,low
30167000,map_lot,Golden Rune [6],Global / Common-event (unplaced),global,low
30167010,map_lot,Magic Grease,Global / Common-event (unplaced),global,low
30167020,map_lot,Radahn Soldier Ashes,Global / Common-event (unplaced),global,low
30167030,map_lot,Silver-Pickled Fowl Foot,Global / Common-event (unplaced),global,low
30167040,map_lot,[Sorcery] Collapsing Stars,Global / Common-event (unplaced),global,low
30177000,map_lot,Cranial Vessel Candlestand,Global / Common-event (unplaced),global,low
30177010,map_lot,"[Incantation] Flame, Protect Me",Global / Common-event (unplaced),global,low
30177020,map_lot,Lightning Bastard Sword,Global / Common-event (unplaced),global,low
30177030,map_lot,Giant's Seal,Global / Common-event (unplaced),global,low
30177040,map_lot,Freezing Grease,Global / Common-event (unplaced),global,low
30177060,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
30187000,map_lot,Golden Rune [10],Global / Common-event (unplaced),global,low
30187010,map_lot,Stimulating Boluses,Global / Common-event (unplaced),global,low
30187020,map_lot,Nascent Butterfly,Global / Common-event (unplaced),global,low
30187030,map_lot,Root Resin,Global / Common-event (unplaced),global,low
30187070,map_lot,Fire Monk Ashes,Global / Common-event (unplaced),global,low
30187950,enemy_lot,Living Jar Shard,Global / Common-event (unplaced),global,low
30187960,enemy_lot,Living Jar Shard,Global / Common-event (unplaced),global,low
30187970,enemy_lot,Living Jar Shard,Global / Common-event (unplaced),global,low
30187980,enemy_lot,Living Jar Shard,Global / Common-event (unplaced),global,low
30187990,enemy_lot,Living Jar Shard,Global / Common-event (unplaced),global,low
30197000,map_lot,Golden Rune [12],Global / Common-event (unplaced),global,low
30197010,map_lot,Rejuvenating Boluses,Global / Common-event (unplaced),global,low
30197020,map_lot,Root Resin,Global / Common-event (unplaced),global,low
30197030,map_lot,Human Bone Shard,Global / Common-event (unplaced),global,low
30197040,map_lot,Imp Head (Elder),Global / Common-event (unplaced),global,low
30197900,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
30207010,map_lot,Sacramental Bud,Global / Common-event (unplaced),global,low
30207020,map_lot,Hero's Rune [1],Global / Common-event (unplaced),global,low
30207030,map_lot,Old Fang,Global / Common-event (unplaced),global,low
30207040,map_lot,Root Resin,Global / Common-event (unplaced),global,low
30207050,map_lot,Freezing Grease,Global / Common-event (unplaced),global,low
30207060,map_lot,Spelldrake Talisman +2,Global / Common-event (unplaced),global,low
30207900,map_lot,Silver Scarab,Global / Common-event (unplaced),global,low
31027000,map_lot,Golden Rune [2],Global / Common-event (unplaced),global,low
31027010,map_lot,Furlcalling Finger Remedy,Global / Common-event (unplaced),global,low
31027020,map_lot,Poisonbone Dart,Global / Common-event (unplaced),global,low
31027030,map_lot,Arteria Leaf,Global / Common-event (unplaced),global,low
31027050,map_lot,Immunizing White Cured Meat,Global / Common-event (unplaced),global,low
31037000,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
31037010,map_lot,Glowstone,Global / Common-event (unplaced),global,low
31067010,map_lot,Stonesword Key,Global / Common-event (unplaced),global,low
31067030,map_lot,Crystal Staff,Global / Common-event (unplaced),global,low
31067100,map_lot,Rune Arc,Global / Common-event (unplaced),global,low
31077010,map_lot,Lump of Flesh,Global / Common-event (unplaced),global,low
31077020,map_lot,Preserving Boluses,Global / Common-event (unplaced),global,low
31077030,map_lot,Mushroom Head,Global / Common-event (unplaced),global,low
31077040,map_lot,Poisonbone Dart,Global / Common-event (unplaced),global,low
31077050,map_lot,Golden Rune [6],Global / Common-event (unplaced),global,low
31077060,map_lot,Golden Rune [7],Global / Common-event (unplaced),global,low
31077070,map_lot,Immunizing Cured Meat,Global / Common-event (unplaced),global,low
31097010,map_lot,Sliver of Meat,Global / Common-event (unplaced),global,low
31097020,map_lot,Arteria Leaf,Global / Common-event (unplaced),global,low
31097030,map_lot,Lump of Flesh,Global / Common-event (unplaced),global,low
31097040,map_lot,Coil Shield,Global / Common-event (unplaced),global,low
31107010,map_lot,Golden Rune [12],Global / Common-event (unplaced),global,low
31107050,map_lot,Bull-Goat's Talisman,Global / Common-event (unplaced),global,low
31107110,map_lot,Golden Rune [8],Global / Common-event (unplaced),global,low
31107120,map_lot,Beast Blood,Global / Common-event (unplaced),global,low
31117010,map_lot,Lost Ashes of War,Global / Common-event (unplaced),global,low
31117020,map_lot,Golden Rune [5],Global / Common-event (unplaced),global,low
31117030,map_lot,Stimulating Boluses,Global / Common-event (unplaced),global,low
31117040,map_lot,Somber Smithing Stone [4],Global / Common-event (unplaced),global,low
31117080,map_lot,Preserving Boluses,Global / Common-event (unplaced),global,low
31117090,map_lot,Crystal Dart,Global / Common-event (unplaced),global,low
31117100,map_lot,Golden Rune [5],Global / Common-event (unplaced),global,low
31117110,map_lot,Glowstone,Global / Common-event (unplaced),global,low
31117220,map_lot,Crystalian Ashes,Global / Common-event (unplaced),global,low
31117990,enemy_lot,Ghost Glovewort [4],Global / Common-event (unplaced),global,low
31127010,map_lot,Freezing Grease,Global / Common-event (unplaced),global,low
31127020,map_lot,Hero's Rune [2],Global / Common-event (unplaced),global,low
31127030,map_lot,Rune Arc,Global / Common-event (unplaced),global,low
31127040,map_lot,Miquella's Lily,Global / Common-event (unplaced),global,low
31127050,map_lot,Nascent Butterfly,Global / Common-event (unplaced),global,low
31127060,map_lot,Thawfrost Boluses,Global / Common-event (unplaced),global,low
31127070,map_lot,Crystal Dart,Global / Common-event (unplaced),global,low
31127080,map_lot,Thawfrost Boluses,Global / Common-event (unplaced),global,low
31127090,map_lot,Freezing Grease,Global / Common-event (unplaced),global,low
31127100,map_lot,Freezing Grease,Global / Common-event (unplaced),global,low
31127110,map_lot,Golden Rune [10],Global / Common-event (unplaced),global,low
31127120,map_lot,Spiritflame Arrow,Global / Common-event (unplaced),global,low
35007750,map_lot,Smithing Stone [1],Global / Common-event (unplaced),global,low
35007920,map_lot,Mushroom,Global / Common-event (unplaced),global,low
35007960,map_lot,Rune Arc,Global / Common-event (unplaced),global,low
35007990,enemy_lot,Omen Bairn,Global / Common-event (unplaced),global,low
35007995,enemy_lot,Ghost Glovewort [6],Global / Common-event (unplaced),global,low
35007997,enemy_lot,Living Jar Shard,Global / Common-event (unplaced),global,low
39207010,map_lot,Smithing Stone [5],Global / Common-event (unplaced),global,low
39207020,map_lot,Rune Arc,Global / Common-event (unplaced),global,low
39207030,map_lot,Somber Smithing Stone [3],Global / Common-event (unplaced),global,low
39207040,map_lot,Serpent-God's Curved Sword,Global / Common-event (unplaced),global,low
39207050,map_lot,Smithing Stone [4],Global / Common-event (unplaced),global,low
39207060,map_lot,Golden Rune [4],Global / Common-event (unplaced),global,low
39207070,map_lot,Golden Rune [5],Global / Common-event (unplaced),global,low
39207080,map_lot,Rune Arc,Global / Common-event (unplaced),global,low
39207090,map_lot,Soft Cotton,Global / Common-event (unplaced),global,low
39207100,map_lot,Golden Rune [5],Global / Common-event (unplaced),global,low
39207110,map_lot,Golden Rune [5],Global / Common-event (unplaced),global,low
39207120,map_lot,Lost Ashes of War,Global / Common-event (unplaced),global,low
39207130,map_lot,Smithing Stone [3],Global / Common-event (unplaced),global,low
39207140,map_lot,Smithing Stone [3],Global / Common-event (unplaced),global,low
39207150,map_lot,Smithing Stone [3],Global / Common-event (unplaced),global,low
39207160,map_lot,Lightning Grease,Global / Common-event (unplaced),global,low
39207170,map_lot,Sacred Tear,Global / Common-event (unplaced),global,low
39207200,map_lot,Smithing Stone [1],Global / Common-event (unplaced),global,low
39207970,enemy_lot,Golden Rune [6],Global / Common-event (unplaced),global,low
39207980,enemy_lot,Golden Rune [6],Global / Common-event (unplaced),global,low
39207990,enemy_lot,Golden Rune [6],Global / Common-event (unplaced),global,low
40007020,map_lot,Knot Resin,Global / Common-event (unplaced),global,low
40007040,map_lot,Dragonbolt Grease,Global / Common-event (unplaced),global,low
40007050,map_lot,Grave Glovewort [2],Global / Common-event (unplaced),global,low
40007060,map_lot,Glass Shard,Global / Common-event (unplaced),global,low
40007070,map_lot,Broken Rune,Global / Common-event (unplaced),global,low
40007080,map_lot,Ghost Glovewort [4],Global / Common-event (unplaced),global,low
40007090,map_lot,[Incantation] Electrocharge,Global / Common-event (unplaced),global,low
40007100,map_lot,Ghost Glovewort [5],Global / Common-event (unplaced),global,low
40007110,map_lot,Grave Glovewort [7],Global / Common-event (unplaced),global,low
40007120,map_lot,Rada Fruit,Global / Common-event (unplaced),global,low
40007810,map_lot,Black Knight Commander Andreas,Global / Common-event (unplaced),global,low
40007820,map_lot,Shadow Realm Rune [3],Global / Common-event (unplaced),global,low
40007900,map_lot,Ash of War: Blinkbolt,Global / Common-event (unplaced),global,low
40017010,map_lot,Grave Glovewort [3],Global / Common-event (unplaced),global,low
40017020,map_lot,Redflesh Mushroom,Global / Common-event (unplaced),global,low
40017030,map_lot,Ghost Glovewort [5],Global / Common-event (unplaced),global,low
40017040,map_lot,Ghost Glovewort [3],Global / Common-event (unplaced),global,low
40017050,map_lot,Black Knight Captain Huw,Global / Common-event (unplaced),global,low
40017060,map_lot,Ghost Glovewort [6],Global / Common-event (unplaced),global,low
40017070,map_lot,Imp Head (Lion),Global / Common-event (unplaced),global,low
40017080,map_lot,[Incantation] Knight's Lightning Spear,Global / Common-event (unplaced),global,low
40017090,map_lot,Yellow Fulgurbloom,Global / Common-event (unplaced),global,low
40017100,map_lot,Grave Glovewort [4],Global / Common-event (unplaced),global,low
40017110,map_lot,Rejuvenating Boluses,Global / Common-event (unplaced),global,low
40017120,map_lot,Great Ghost Glovewort,Global / Common-event (unplaced),global,low
40017130,map_lot,Ghost Glovewort [8],Global / Common-event (unplaced),global,low
40017140,map_lot,Shadow Realm Rune [4],Global / Common-event (unplaced),global,low
40017150,map_lot,Broken Rune,Global / Common-event (unplaced),global,low
